Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
04/2017,RAN2#97bis,R2-1703395,,,,,0.0.1
04/2017,RAN2#97bis,R2-1703922,,,,,0.0.2
05/2017,RAN2#98,R2-1705815,,,,,0.0.3
06/2017,RAN2#NR2,R2-1707187,,,,,0.0.4
08/2017,RAN2#99,R2-1708468,,,,,0.0.5
09/2017,RAN2#99bis,R2-1710557,,,,,0.1.0
11/2017,RAN2#100,R2-1713629,,,,,0.2.0
11/2017,RAN2#100,R2-1714126,,,,,0.3.0
12/2017,RAN2#100,R2-1714259,,,,,0.4.0
12/2017,RP#78,RP-172570,,,,Submitted for Approval in RAN#78,1.0.0
12/2017,RP#78,,,,,Upgraded to Rel-15 (MCC),15.0.0
03/2018,RP#79,RP-180479,0008,1,F,Corrections for EN-DC (Note: the clause numbering between 15.0.0 and 15.1.0 has changed in some cases).,15.1.0
06/2018,RP-80,RP-181326,0042,7,F,Miscellaneous EN-DC corrections,15.2.0
,RP-80,,,,,Correction: Duplicate Foreword clause removed & ASN.1 clauses touched up,15.2.1
09/2018,RP-81,RP-181942,0100,4,F,Introduction of SA,15.3.0
12/2018,RP-82,RP-182656,0179,3,F,Handling of Resume Failure,15.4.0
,RP-82,RP-182651,0187,1,F,Clarification on the presence of ra-ResponseWindow,15.4.0
,RP-82,RP-182656,0188,3,F,Addition of RAN specific Access Category,15.4.0
,RP-82,RP-182653,0199,2,F,CR for TS38.331 on MIB,15.4.0
,RP-82,RP-182653,0200,1,F,CR for TS38.331 on PDCCH-ConfigSIB,15.4.0
,RP-82,RP-182661,0202,2,F,Handling Cell Reselection during SI Request,15.4.0
,RP-82,RP-182649,0213,2,F,Corrections on security field descriptions,15.4.0
,RP-82,RP-182649,0216,2,F,Remain issue for T302,15.4.0
,RP-82,RP-182649,0219,1,F,[C204] Handling of timer T380,15.4.0
,RP-82,RP-182655,0229,2,F,Clarification on configured grant timer in 38.331,15.4.0
,RP-82,RP-182663,0232,2,F,CR for ServingCellConfigCommon in 38.331,15.4.0
,RP-82,RP-182659,0234,3,F,Introduction of cell level rate matching parameters in ServingCellConfig,15.4.0
,RP-82,RP-182650,0235,2,F,CR for introducing PSCell frequency in CG-Config,15.4.0
,RP-82,RP-182650,0236,2,F,CR for security handling for eLTE in 38.331,15.4.0
,RP-82,RP-182650,0237,1,F,Handling on simultaneously triggered NAS&AS events (I770),15.4.0
,RP-82,RP-182650,0238,2,F,Handling on security keys for resume procedure (I774),15.4.0
,RP-82,RP-182664,0239,5,F,"RIL I556, I557, I558 on RB handling when resuming",15.4.0
,RP-82,RP-182650,0242,2,F,Security for RRC connection release,15.4.0
,RP-82,RP-182650,0243,4,F,Corrections on reestablishment and security procedures,15.4.0
,RP-82,RP-182650,0244,1,F,RIL I118 on release case to upper layers for CN paging for a UE in RRC_INACTIVE,15.4.0
,RP-82,RP-182650,0246,2,F,CR on SI request procedure in TS38.331,15.4.0
,RP-82,RP-182650,0248,2,F,CR to 38331 on ul-DataSplitThreshold for SRB,15.4.0
,RP-82,RP-182652,0249,2,F,Clarification of guami-Type,15.4.0
,RP-82,RP-182652,0252,1,F,CR to 38.331 on Protection of RRC messages Table,15.4.0
,RP-82,RP-182663,0254,2,F,Access barring check after handover,15.4.0
,RP-82,RP-182663,0259,3,F,Stop of T390 and related UE actions,15.4.0
,RP-82,RP-182657,0260,4,F,Corrections for handover between NR and E-UTRA,15.4.0
,RP-82,RP-182738,0267,3,F,CR on ssb-ToMeasure in MeasurementTimingConfiguration,15.4.0
,RP-82,RP-182659,0269,3,F,Clarification of the applicability of 38.331 to EN-DC,15.4.0
,RP-82,RP-182654,0270,3,F,"Clarification on the smtc signalled for intra-NR handover, PSCell change or SCell addition",15.4.0
,RP-82,RP-182654,0273,3,F,CR on fallback to the setup procedure,15.4.0
,RP-82,RP-182654,0275,1,F,Correction on cell sorting for periodical measurement reporting,15.4.0
,RP-82,RP-182660,0277,2,F,Measurement related actions upon re-establishment,15.4.0
,RP-82,RP-182654,0278,1,F,CR on threshold description for cell quality derivation,15.4.0
,RP-82,RP-182654,0282,1,F,CR to avoid unnecessary L3 filtered beam measurements,15.4.0
,RP-82,RP-182660,0283,2,F,CR on CGI reporting,15.4.0
,RP-82,RP-182660,0291,3,F,Additional UE capabilities for NR standalone,15.4.0
,RP-82,RP-182667,0294,4,F,NR RRC Processing Time,15.4.0
,RP-82,RP-182812,0295,5,F,Update of L1/RF capabilities,15.4.0
,RP-82,RP-182651,0296,2,F,UE configuration on re-establishment procedure,15.4.0
,RP-82,RP-182651,0298,2,F,SIB size limitation [M201],15.4.0
,RP-82,RP-182651,0299,2,F,Correction on SRS-TPC-CommandConfig,15.4.0
,RP-82,RP-182651,0302,2,F,Clarification on counter check procedure,15.4.0
,RP-82,RP-182666,0307,4,F,CR on the Clarification for the Support of the Delay Budget Report in NR,15.4.0
,RP-82,RP-182666,0320,3,F,ssb-PositionsInBurst correction,15.4.0
,RP-82,RP-182666,0325,3,F,Barring behaviour when SIB1 reception fails,15.4.0
,RP-82,RP-182666,0329,5,F,System Information Storing and Validity Clarifications and Corrections,15.4.0
,RP-82,RP-182666,0330,3,F,SIBs required before initiating connection,15.4.0
,RP-82,RP-182652,0333,1,F,On contens of measObjectEUTRA,15.4.0
,RP-82,RP-182654,0335,2,F,A3 and A5 corrections – neighbouring cell definition,15.4.0
,RP-82,RP-182650,0339,2,F,SI reception in RRC Connected mode (RIL#II611),15.4.0
,RP-82,RP-182650,0340,2,F,Miscellaneous corrections on SI procedures,15.4.0
,RP-82,RP-182652,0342,1,F,On RRM measurements related procedual text corrections,15.4.0
,RP-82,RP-182651,0344,1,F,Clarification for absense of nr-NS-PmaxList IE,15.4.0
,RP-82,RP-182652,0345,2,F,Clarification on paging in connected mode,15.4.0
,RP-82,RP-182651,0350,2,F,ASN.1 correction to fr-InfoListSCG in CG-Config,15.4.0
,RP-82,RP-182661,0355,2,F,Update of L2 capability parameters,15.4.0
,RP-82,RP-182651,0364,1,F,Procedures for full config at RRCResume,15.4.0
,RP-82,RP-182651,0365,2,F,Clarification of PDCP-Config field descriptions,15.4.0
,RP-82,RP-182653,0368,2,F,UE Context handling during handover to NR,15.4.0
,RP-82,RP-182652,0371,2,F,[E255] CR to 38.331 on corrections related to CGI reporting timer T321,15.4.0
,RP-82,RP-182655,0375,3,F,R2-1817981 CR to 38.331 on pendingRnaUpdate setting,15.4.0
,RP-82,RP-182653,0376,2,F,Introducing procedure for reporting RLC failures,15.4.0
,RP-82,RP-182654,0379,2,F,Correction of frequency band indication in MeasObjectNR,15.4.0
,RP-82,RP-182654,0382,2,F,RRC connection release triggered by upper layers,15.4.0
,RP-82,RP-182660,0384,3,F,Correction to configuration of measurement object,15.4.0
,RP-82,RP-182665,0388,3,F,Correction to 38331 in SRS-Config,15.4.0
,RP-82,RP-182657,0391,2,F,Correction for PowerControl-related issues,15.4.0
,RP-82,RP-182668,0395,4,F,Inter-band EN-DC Configured Output Power requirements,15.4.0
,RP-82,RP-182655,0396,2,F,E573 Configuration of SRB1 during Resume,15.4.0
,RP-82,RP-182655,0402,1,F,Triggers for abortion of RRC establishment,15.4.0
,RP-82,RP-182656,0406,2,F,Correction on CN type indication for Redirection from NR to E-UTRA,15.4.0
,RP-82,RP-182664,0409,4,F,Miscellaneous minor corrections,15.4.0
,RP-82,RP-182654,0410,1,F,Invalidation of L1 parameter nrofCQIsPerReport,15.4.0
,RP-82,RP-182654,0411,1,F,Clarifications on RNA update and CN registration (N023),15.4.0
,RP-82,RP-182666,0412,3,F,Missing optionality bit in CG-ConfigInfo,15.4.0
,RP-82,RP-182662,0414,2,F,Clarification for the implementation of UE feature list item 6-1 (BWP op1),15.4.0
,RP-82,RP-182654,0417,1,F,Clarification on ssb-PositionsInBurst,15.4.0
,RP-82,RP-182667,0418,3,F,Correction to commonControlResourceSet,15.4.0
,RP-82,RP-182667,0420,2,F,Correction to TDD configuration in SIB1,15.4.0
,RP-82,RP-182668,0421,5,F,Clarification on handling of default parameters,15.4.0
,RP-82,RP-182663,0429,2,F,SRB3 integrity protection failure handling,15.4.0
,RP-82,RP-182653,0431,2,F,Corrections to the field decriptions of System Information,15.4.0
,RP-82,RP-182653,0434,1,F,Correction to SI provision in connected mode,15.4.0
,RP-82,RP-182661,0436,3,F,PDCCH Monitoring Occasions in SI Window,15.4.0
,RP-82,RP-182655,0438,3,F,CR on SI Message Acquisition,15.4.0
,RP-82,RP-182652,0439,1,F,Update of nas-SecurityParamFromNR according to LS from SA3,15.4.0
,RP-82,RP-182652,0445,2,F,Correction to Default MAC Cell Group configuration,15.4.0
,RP-82,RP-182652,0447,1,F,Correction to missing field descriptions of PLMN Identity,15.4.0
,RP-82,RP-182657,0448,2,F,Introducing PDCP suspend procedure,15.4.0
,RP-82,RP-182657,0449,2,F,Correction to PDCP statusReportRequired,15.4.0
,RP-82,RP-182664,0454,3,F,CR to 38.331 on the ambiguity of targetCellIdentity in Resume/Reestablishment MAC-I calculation,15.4.0
,RP-82,RP-182655,0457,1,F,Corrections on P-Max description,15.4.0
