Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-05,RAN1#89,R1-1708435,,,,Draft skeleton,0.0.0
2017-07,AH_1706,R1-1712012,,,,Inclusion of agreements up to and including RAN1 NR Ad-Hoc #2,0.0.1
2017-08,RAN1#90,R1-1713894,,,,"Updates according to email discussion "" [NRAH2-03-201] TS 38.201""",0.0.2
2017-08,RAN1#90,R1-1715069,,,,Clean version,0.1.0
2017-08,RAN1#90,R1-1715319,,,,Inclusion of agreements up to and including RAN1 #90,0.1.1
2017-09,RAN #77,RP-171998,,,,For information to RAN,1.0.0
2017-11,RAN1#90b,R1-1719242,,,,Inclusion of agreements up to and including RAN1#90bis,1.0.1
2017-11,RAN1#91,R1-1721046,,,,Endorsed version by RAN1#90bis (email thread),1.1.0
2017-12,RAN1#91,R1-1721339,,,,Editorial update - Endorsed version by RAN1#91 (email thread),1.2.0
2017-12,RAN#78,RP-172530,,,,Endorsed version for approval by plenary.,2.0.0
2017-12,RAN#78,,,,,Approved by plenary – Rel-15 spec under change control,15.0.0
2019-12,RAN#86,RP-192661,0001,-,B,"Introduction of V2X, NR-based access to unlicensed spectrum, integrated access backhaul for NR and remote interference management",16.0.0
2021-12,RAN#94-e,RP-212982,0002,-,B,Introduction of DL 1024QAM,17.0.0
2023-09,RAN#101,RP-232469,0003,-,B,Introduction of sidelink channel access procedures for Rel-18 NR sidelink evolution,18.0.0
2023-09,RAN#101,RP-232479,0004,-,B,Introduction of Rel-18 network-controlled repeaters,18.0.0
2025-06,RAN#108,RP-251577,0005,-,B,Introduction of low-power wake-up signal and receiver for NR (LP-WUS/WUR),19.0.0
2025-06,RAN#108,RP-251586,0006,-,B,Introduction of Ambient IoT,19.0.0
