Parameter,,Unit,Value,Comment
E-UTRA RF Channel Number,,,"1, 2, 3",Three radio channels are used for this test
Active PCell,,,Cell 1,Primary cell on RF channel number 1.
Configured deactivated SCell,,,Cell 2 (SCell 1),Configured deactivated secondary cell 1 on RF channel number 2.
,,,Cell 3 (SCell 2),Configured deactivated secondary cell 2 on RF channel number 3.
Neighbour cell,,,Cell 4,Neighbor cell to be identified on RF channel number 3.
CP length,,,Normal,
DRX,,,OFF,Continuous monitoring of primary cell
A1,Hysteresis,dB,0,Hysteresis for evaluation of event A1.
,Threshold RSRP,dBm,-98,Actual RSRP threshold for event A1. Needs to take absolute accuracy tolerance in clause 9.1.11.1 into account plus margin.  No event A1 reporting is configured for cell 1 and 3.
,Time To Trigger,s,0,
A2,Hysteresis,dB,0,Hysteresis for evaluation of event A2.
,Threshold RSRP,dBm,-98,Actual RSRP threshold for event A2. Needs to take absolute accuracy tolerance in clause 9.1.11.1 into account plus margin.
,Time To Trigger,s,0,
A6,Hysteresis,dB,0,Hysteresis for evaluation of event A6.
,Offset,dB,-6,Offset parameter for evaluation of event A6. Needs to take relative accuracy tolerance in clause 9.1.11.2 into account plus margin.
,Report on leave,,False,
,Time To Trigger,s,0,
Cell-individual offset for cells on RF channel number 1,,dB,0,Individual offset for cells on primary component carrier.
Cell-individual offset for cells on RF channel number 2,,dB,0,Individual offset for cells on secondary component carrier 1.
Cell-individual offset for cells on RF channel number 3,,dB,0,Individual offset for cells on secondary component carrier 2.
Filter coefficient,,,0,L3 filtering is not used
SCell measurement cycle (measCycleSCell) for SCell 1 and 2,,ms,320,
T1,,s,5,During this time cell1 and cell3 shall be known to the UE; but cell2 and cell 4 shall be unknown to the UE.
T2,,s,≤12,UE should report Event A1 for cell2 and Event A6 for cell4 within 6.4s (20×scellMeasCycle)
T3,,s,5,"UE should report Event A2 within 200 ms, 1.6s and 1.6s for cells 1, 2 and 3, respectively."
