u,"φ0,…,φ17",,,,,,,,,,,,,,,,,
0,-1,3,-1,-3,3,1,-3,-1,3,-3,-1,-1,1,1,1,-1,-1,-1
1,3,-3,3,-1,1,3,-3,-1,-3,-3,-1,-3,3,1,-1,3,-3,3
2,-3,3,1,-1,-1,3,-3,-1,1,1,1,1,1,-1,3,-1,-3,-1
3,-3,-3,3,3,3,1,-3,1,3,3,1,-3,-3,3,-1,-3,-1,1
4,1,1,-1,-1,-3,-1,1,-3,-3,-3,1,-3,-1,-1,1,-1,3,1
5,3,-3,1,1,3,-1,1,-1,-1,-3,1,1,-1,3,3,-3,3,-1
6,-3,3,-1,1,3,1,-3,-1,1,1,-3,1,3,3,-1,-3,-3,-3
7,1,1,-3,3,3,1,3,-3,3,-1,1,1,-1,1,-3,-3,-1,3
8,-3,1,-3,-3,1,-3,-3,3,1,-3,-1,-3,-3,-3,-1,1,1,3
9,3,-1,3,1,-3,-3,-1,1,-3,-3,3,3,3,1,3,-3,3,-3
10,-3,-3,-3,1,-3,3,1,1,3,-3,-3,1,3,-1,3,-3,-3,3
11,-3,-3,3,3,3,-1,-1,-3,-1,-1,-1,3,1,-3,-3,-1,3,-1
12,-3,-1,-3,-3,1,1,-1,-3,-1,-3,-1,-1,3,3,-1,3,1,3
13,1,1,-3,-3,-3,-3,1,3,-3,3,3,1,-3,-1,3,-1,-3,1
14,-3,3,-1,-3,-1,-3,1,1,-3,-3,-1,-1,3,-3,1,3,1,1
15,3,1,-3,1,-3,3,3,-1,-3,-3,-1,-3,-3,3,-3,-1,1,3
16,-3,-1,-3,-1,-3,1,3,-3,-1,3,3,3,1,-1,-3,3,-1,-3
17,-3,-1,3,3,-1,3,-1,-3,-1,1,-1,-3,-1,-1,-1,3,3,1
18,-3,1,-3,-1,-1,3,1,-3,-3,-3,-1,-3,-3,1,1,1,-1,-1
19,3,3,3,-3,-1,-3,-1,3,-1,1,-1,-3,1,-3,-3,-1,3,3
20,-3,1,1,-3,1,1,3,-3,-1,-3,-1,3,-3,3,-1,-1,-1,-3
21,1,-3,-1,-3,3,3,-1,-3,1,-3,-3,-1,-3,-1,1,3,3,3
22,-3,-3,1,-1,-1,1,1,-3,-1,3,3,3,3,-1,3,1,3,1
23,3,-1,-3,1,-3,-3,-3,3,3,-1,1,-3,-1,3,1,1,3,3
24,3,-1,-1,1,-3,-1,-3,-1,-3,-3,-1,-3,1,1,1,-3,-3,3
25,-3,-3,1,-3,3,3,3,-1,3,1,1,-3,-3,-3,3,-3,-1,-1
26,-3,-1,-1,-3,1,-3,3,-1,-1,-3,3,3,-3,-1,3,-1,-1,-1
27,-3,-3,3,3,-3,1,3,-1,-3,1,-1,-3,3,-3,-1,-1,-1,3
28,-1,-3,1,-3,-3,-3,1,1,3,3,-3,3,3,-3,-1,3,-3,1
29,-3,3,1,-1,-1,-1,-1,1,-1,3,3,-3,-1,1,3,-1,3,-1
