Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-04,RAN1#89,R1-1708219,,,,Draft skeleton,0.0.0
2017-05,AH_1706,R1-1711366,,,,Inclusion of agreements up to and including RAN1#89,0.0.1
2017-06,AH_1706,R1-1711886,,,,Updated editor's version,0.0.2
2017-06,AH_1706,R1-1712004,,,,Clean version further to RAN1's endorsement,0.1.0
2017-07,AH_1706,R1-1712011,,,,Inclusion of agreements up to and including RAN1 NR AdHoc #2,0.1.1
2017-08,AH_1706,R1-1712950,,,,Updated editor's version,0.1.2
2017-08,RAN1#90,R1-1713296,,,,Updated editor's version,0.1.3
2017-08,RAN1#90,R1-1714656,,,,Endorsed by RAN1#90,0.2.0
2017-08,RAN1#90,R1-1715321,,,,Inclusion of agreements from RAN1#90,0.2.1
2017-09,RAN1#90,R1-1715329,,,,Updated editor's version,0.2.2
2017-09,RAN#77,RP-171994,,,,For information to plenary,1.0.0
2017-09,AH_1709,R1-1716927,,,,Inclusion of agreements from AdHoc#3,1.0.1
2017-09,AH_1709,R1-1718318,,,,Updated editor's version,1.0.2
2017-10,RAN1#90b,R1-1719105,,,,Endorsed by RAN1#90bis,1.1.0
2017-10,RAN1#90b,R1-1719224,,,,Inclusion of agreements from RAN1#90bis,1.1.1
2017-11,RAN1#90b,R1-1719685,,,,Updated editor's version,1.1.2
2017-11,RAN1#90b,R1-1720850,,,,Updated editor's version,1.1.3
2017-11,RAN1#90b,R1-1721048,,,,Endorsed by RAN1#90bis,1.2.0
2017-12,RAN1#91,R1-17xxxxx,,,,Inclusion of agreements from RAN1#91,1.2.1
2017-12,RAN1#91,R1-1721341,,,,Endorsed by RAN1#91,1.3.0
2017-12,RAN#78,RP-172284,,,,For approval by plenary,2.0.0
2017-12,RAN#78,,,,,Approved by plenary – Rel-15 spec under change control,15.0.0
2018-03,RAN#79,RP-180200,0001,-,F,CR capturing the Jan18 ad-hoc and RAN1#92 meeting agreements,15.1.0
2018-06,RAN#80,RP-181172,0002,1,F,CR to 38.211 capturing the RAN1#92bis and RAN1#93 meeting agreements,15.2.0
2018-09,RAN#81,RP-181789,0003,-,F,Corrections according to agreements from RAN1#94,15.3.0
2018-12,RAN#82,RP-182523,0004,1,F,Combined CR of all essential corrections to 38.211 from RAN1#94bis and RAN1#95,15.4.0
2019-03,RAN#83,RP-190447,0005,-,F,CR for PUCCH Format 1,15.5.0
2019-03,RAN#83,RP-190447,0006,-,F,CR on PDSCH mapping to virtual resource blocks,15.5.0
2019-03,RAN#83,RP-190447,0007,2,F,Alignment of terminology across specifications,15.5.0
2019-03,RAN#83,RP-190447,0008,-,F,Correction on physical resource mapping for PUSCH with configured grant,15.5.0
2019-03,RAN#83,RP-190773,0009,1,F,Correction to frequency-domain starting position for SRS resource mapping,15.5.0
2019-06,RAN#84,RP-191281,0010,-,F,CR on PUCCH format 1,15.6.0
2019-06,RAN#84,RP-191281,0011,-,F,Correction on reference name of UE capability of additional DMRS for co-existence with LTE CRS,15.6.0
2019-06,RAN#84,RP-191281,0012,-,F,Correction on mapping from virtual to physical resource blocks,15.6.0
2019-06,RAN#84,RP-191281,0014,2,F,Corrections to 38.211 including alignment of terminology across specifications,15.6.0
