,,,,,,
0,-3,-1,3,3,-1,-3
1,-3,3,-1,-1,3,-3
2,-3,-3,-3,3,1,-3
3,1,1,1,3,-1,-3
4,1,1,1,-3,-1,3
5,-3,1,-1,-3,-3,-3
6,-3,1,3,-3,-3,-3
7,-3,-1,1,-3,1,-1
8,-3,-1,-3,1,-3,-3
9,-3,-3,1,-3,3,-3
10,-3,1,3,1,-3,-3
11,-3,-1,-3,1,1,-3
12,1,1,3,-1,-3,3
13,1,1,3,3,-1,3
14,1,1,1,-3,3,-1
15,1,1,1,-1,3,-3
16,-3,-1,-1,-1,3,-1
17,-3,-3,-1,1,-1,-3
18,-3,-3,-3,1,-3,-1
19,-3,1,1,-3,-1,-3
20,-3,3,-3,1,1,-3
21,-3,1,-3,-3,-3,-1
22,1,1,-3,3,1,3
23,1,1,-3,-3,1,-3
24,1,1,3,-1,3,3
25,1,1,-3,1,3,3
26,1,1,-1,-1,3,-1
27,1,1,-1,3,-1,-1
28,1,1,-1,3,-3,-1
29,1,1,-3,1,-1,-1
