u,"b0,…,b17",,,,,,,,,,,,,,,,,
0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1
2,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
3,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1
4,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0
5,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0
6,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
7,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1
8,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
9,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
10,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
11,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0
12,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1
13,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
14,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0
15,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0
16,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1
17,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
18,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0
19,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
20,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
21,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1
22,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1
23,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
24,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
25,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
26,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
27,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
29,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0
