Parameter,,,Unit,Test1,
,,,,T1,T2
Duplex mode,,"Config 1,4",,FDD,
,,"Config 2,3,5,6",,TDD,
TDD configuration,,"Config 1,4",,Not Applicable,
,,"Config 2,5",,TDDConf.1.1,
,,"Config 3,6",,TDDConf.2.1,
BWchannel,,"Config 1,4",MHz,"10: NRB,c = 52",
,,"Config 2,5",,"10: NRB,c = 52",
,,"Config 3,6",,"40: NRB,c = 106",
BWP BW,,"Config 1,4",MHz,"10: NRB,c = 52",
,,"Config 2,5",,"10: NRB,c = 52",
,,"Config 3,6",,"40: NRB,c = 106",
DRX Cycle,,,ms,Not Applicable,
PDSCH Reference,,"Config 1,4",,SR.1.1 FDD,
measurement,,"Config 2,5",,SR.1.1 TDD,
channel,,"Config 3,6",,SR2.1 TDD,
RMSI CORESET Reference,,"Config 1,4",,CR.1.1 FDD,
Channel,,"Config 2,5",,CR.1.1 TDD,
,,"Config 3,6",,CR.2.1 TDD,
Dedicated CORESET Reference Channel,,"Config 1,4",,CCR.1.1 FDD,
,,"Config 2,5",,CCR.1.1 TDD,
,,"Config 3,6",,CCR.2.1 TDD,
TRS configuration,,"Config 1,4",,TRS.1.1 FDD,
,,"Config 2,5",,TRS.1.1 TDD,
,,"Config 3,6",,TRS.1.2 TDD,
OCNG Patterns,,,,OCNG pattern 1,
SSB Configuration,,"Config 1,2,4,5",,SSB.1 FR1,
,,"Config 3,6",,SSB.2 FR1,
SMTC configuration,,"Config 1,2,4,5",,SMTC.1 FR1,
,,"Config 3,6",,SMTC.2 FR1,
PDSCH/PDCCH,,"Config 1,2,4,5",kHz,15 kHz,
subcarrier spacing,,"Config 3,6",,30 kHz,
PUCCH/PUSCH,,"Config 1,2,4,5",kHz,15 kHz,
subcarrier spacing,,"Config 3,6",,30 kHz,
EPRE ratio of PSS to SSS,,,,,
EPRE ratio of PBCH DMRS to SSS,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,dB,0,
EPRE ratio of PDSCH DMRS to SSS,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,
Note2,,,dBm/15 kHz,-98,
Note2,"Config 1,2,4,5",,dBm/SCS,-98,
,"Config 3,6",,,-95,
,,,dB,3,
,,,dB,3,
IoNote3,"Config 1,2,4,5",,dBm/9.36 MHz,-67.57,
,"Config 3,6",,dBm/38.16 MHz,-62.58,
Propagation condition,,,-,AWGN,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.,,,,,
