Parameter,,Unit,Cell 2
Frequency Range,,,FR1
Duplex mode,"Config 1,4",,FDD
,"Config 2,3,5,6",,TDD
TDD configuration,"Config 1,4",,Not Applicable
,"Config 2,5",,TDDConf.1.1
,"Config 3,6",,TDDConf.2.1
BWchannel,"Config 1,4",,"10: NRB,c = 52"
,"Config 2,5",,"10: NRB,c = 52"
,"Config 3,6",,"40: NRB,c = 106"
Initial DL BWP,"Config 1,4",,DLBWP.0.1
Configuration,"Config 2,5",,DLBWP.0.1
,"Config 3,6",,DLBWP.0.1
Dedicated DL BWP,"Config 1,4",,DLBWP.1.1
Configuration,"Config 2,5",,DLBWP.1.1
,"Config 3,6",,DLBWP.1.1
Initial UL BWP,"Config 1,4",,ULBWP.0.1
Configuration,"Config 2,5",,ULBWP.0.1
,"Config 3,6",,ULBWP.0.1
Dedicated UL BWP,"Config 1,4",,ULBWP.1.1
Configuration,"Config 2,5",,ULBWP.1.1
,"Config 3,6",,ULBWP.1.1
PDSCH Reference,"Config 1,4",,SR.1.1 FDD
measurement channel,"Config 2,5",,SR.1.1 TDD
,"Config 3,6",,SR.2.1 TDD
RMSI CORESET,"Config 1,4",,CR.1.1 FDD
parameters,"Config 2,5",,CR.1.1 TDD
,"Config 3,6",,CR.2.1 TDD
PDCCH CORESET,"Config 1,4",,CCR.1.1 FDD
parameters,"Config 2,5",,CCR.1.1 TDD
,"Config 3,6",,CCR.2.1 TDD
TRS configuration,"Config 1,4",,TRS.1.1 FDD
,"Config 2,5",,TRS.1.1 TDD
,"Config 3,6",,TRS.1.2 TDD
OCNG Patterns,,,OP.1
SMTC Configuration,,,SMTC.1
TCI state,,,TCI.State.0
SSB Configuration,"Config 1,2,4,5",,SSB.1 FR1
,"Config 3,6",,SSB.2 FR1
Correlation Matrix and Antenna Configuration,,,1x2 Low
EPRE ratio of PSS to SSS,,,
EPRE ratio of PBCH DMRS to SSS,,,
EPRE ratio of PBCH to PBCH DMRS,,,
EPRE ratio of PDCCH DMRS to SSS,,,
EPRE ratio of PDCCH to PDCCH DMRS,,dB,0
EPRE ratio of PDSCH DMRS to SSS,,,
EPRE ratio of PDSCH to PDSCH,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,
NocNote 2,,dBm/15 kHz,-104
SS-RSRP Note 3,,dBm/15 kHz,-87
Ês/Iot,,dB,17
Ês/Noc,,dB,17
IoNote3,"Config 1,2,4,5",dBm/9.36 MHz,-58.96
,"Config 3,6",dBm/38.16 MHz,-52.86
Time offset to Cell 1 Note 4,,s,500
Propagation Condition,,,AWGN
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modeled as AWGN of appropriate power for Noc to be fulfilled.NOTE 3:SS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:Receive time difference of signals received between subframe timing boundary of E-UTRA PCell and slot timing boundary of PSCell at the UE antenna connector including time alignment error between the two cells,,,
