Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"pusch-RepetitionTypeB-r16, pusch-RepetitionTypeB-v16d0Indicates whether the UE supports PUSCH repetition type B, as specified in 6.1.2 of TS 38.214 [12].The maxNumberPUSCH-Tx-r16 in pusch-RepetitionTypeB-r16 indicates the supported maximum number of PUSCH transmissions within a slot for all TB(s) for processing capability 1 if pusch-ProcessingType2 is not included, or for both processing capability 1 and processing capability 2 if pusch-ProcessingType2 is included. The maxNumberPUSCH-Tx-Cap1-r16 and maxNumberPUSCH-Tx-Cap2-r16 in pusch-RepetitionTypeB-v16d0 are for processing capability 1 and processing capability 2 separately, which are only included when different values are supported for the processing capabilities. The maxNumberPUSCH-Tx-r16 will be ignored by the network if the pusch-RepetitionTypeB-v16d0 is included.",FS,No,N/A,N/A
"pusch-SeparationWithGapIndicates whether the UE supports separation of two unicast PUSCHs with a gap, applicable to Sub-carrier spacings of 15 kHz, 30 kHz and 60 kHz only. For any two consecutive slots n and n+1, if there are more than 1 unicast PUSCH in either slot, the minimum time separation between starting time of any two unicast PUSCHs within the duration of these slots is 2 OFDM symbols for 15kHz, 4 OFDM symbols for 30kHz and 7 OFDM symbols for 60kHz.",FS,No,N/A,N/A
rach-EarlyTA-BandList-r18Indicates whether the UE supports simultaneous transmission to handle the overlap between UL transmission on serving cell(s) and PRACH on candidate cell(s).A UE supporting this feature shall also indicate support of rach-EarlyTA-Measurement-r18.Each source-target pair indicates the band pair between the band under UE's current band combination and the target band for RACH transmission.The target bands only consist of the NR bands indicated in appliedFreqBandListFilter. They are listed in the same order as in appliedFreqBandListFilter and the first NR band entry correspond to the first entry on appliedFreqBandListFilter and so on.,FS,No,N/A,N/A
searchSpaceSharingCA-ULDefines whether the UE supports UL PDCCH search space sharing for carrier aggregation operation.,FS,No,N/A,N/A
semiStaticHARQ-ACK-CodebookSub-SlotPUCCH-r17Indicates whether the UE supports Semi-static (Type 1) HARQ-ACK codebook for sub-slot based PUCCH configuration.A UE supporting this feature shall also indicate support of semiStaticHARQ-ACK-Codebook and multiPUCCH-r16.,FS,No,N/A,N/A
"simultaneous-2-1-HARQ-ACK-CB-r18Indicates whether the UE supports two HARQ-ACK codebooks with different priorities to be simultaneously constructed with the restriction up to one sub-slot based HARQ-ACK codebook. This capability also indicates support of separate PUCCH configuration for different HARQ-ACK codebooks, 2-level priority of HARQ-ACK for dynamically scheduled PDSCH and SPS PDSCH, a DCI format 1_3 scheduling PDSCH with different HARQ-ACK priorities when only DCI format 0_3/1_3 is configured per BWP, separate configuration of parameters pdsch-HARQ-ACK-Codebook, uci-OnPUSCH and codeBlockGroupTransmission for different HARQ-ACK codebooks, maximum number of actual PUCCH transmissions for HARQ-ACK within a slot and intra-UE multiplexing/prioritization of UL overlapping channels/signals with two priority levels for HARQ-ACK.The supported maximum number of actual PUCCH transmissions for HARQ-ACK within a slot is indicated by sub-SlotConfig-NCP-r16 for NCP for 2-symbol*7 sub-slot configuration, and sub-SlotConfig-ECP-r16 for ECP for 2-symbol*6 sub-slot configuration. For sub-SlotConfig-NCP-r16 and sub-SlotConfig-ECP-r16, if a UE also supports twoHARQ-ACK-Codebook-type1-r16, the UE reports the same values as in twoHARQ-ACK-Codebook-type1-r16.If a UE reports both multiPUCCH-r16 and this capability, it can support two slot-based HARQ-ACK codebooks, and one slot-based and one-sub-slot-based HARQ-ACK codebooks. If a UE reports this capability but not multiPUCCH-r16, it can only support two slot-based HARQ-ACK codebooks.The number of PUCCHs for CSI reporting per slot is not impacted compared with Rel-15 by introducing the new HARQ-ACK CBs.simultaneous-2-1-HARQ-ACK-CB-r18 is applied to the sub-slot HARQ-ACK codebook and only 1 actual PUCCH transmission for HARQ-ACK within a slot for slot-based HARQ-ACK codebook is assumed. It is indicated for 2-symbol*7 sub-slot configuration. For 7-symbol*2 sub-slot configuration, the value of simultaneous-2-1-HARQ-ACK-CB-r18 is {2} for both NCP and ECP cases.The value indicated in simultaneous-2-1-HARQ-ACK-CB-r18 has no meaning for ""slot-based + slot based"".A UE supporting this feature shall also indicate support of at least one of multiCell-PDSCH-DCI-1-3-SameSCS-r18 and multiCell-PDSCH-DCI-1-3-DiffSCS-r18.",FS,No,N/A,N/A
"simultaneous-2-1-HARQ-ACK-CB-Diff-r19Indicates whether the UE supports two HARQ-ACK codebooks with different priorities to be simultaneously constructed with the restriction up to one sub-slot based HARQ-ACK codebook with different SCS and/or different carrier type. This capability also indicates support of separate PUCCH configuration for different HARQ-ACK codebooks, 2-level priority of HARQ-ACK for dynamically scheduled PDSCH and SPS PDSCH, a DCI format 1_3 scheduling PDSCH with different HARQ-ACK priorities when only DCI format 0_3/1_3 is configured per BWP, separate configuration of parameters pdsch-HARQ-ACK-Codebook, uci-OnPUSCH and codeBlockGroupTransmission for different HARQ-ACK codebooks, maximum number of actual PUCCH transmissions for HARQ-ACK within a slot and intra-UE multiplexing/prioritization of UL overlapping channels/signals with two priority levels for HARQ-ACK.The supported maximum number of actual PUCCH transmissions for HARQ-ACK within a slot is indicated by sub-SlotConfig-NCP-r16 for NCP for 2-symbol*7 sub-slot configuration, and sub-SlotConfig-ECP-r16 for ECP for 2-symbol*6 sub-slot configuration. For sub-SlotConfig-NCP-r16 and sub-SlotConfig-ECP-r16, if a UE also supports twoHARQ-ACK-Codebook-type1-r16, the UE reports the same values as in twoHARQ-ACK-Codebook-type1-r16.If a UE reports both multiPUCCH-r16 and this capability, it can support two slot-based HARQ-ACK codebooks, and one slot-based and one-sub-slot-based HARQ-ACK codebooks. If a UE reports this capability but not multiPUCCH-r16, it can only support two slot-based HARQ-ACK codebooks.The number of PUCCHs for CSI reporting per slot is not impacted compared with Rel-15 by introducing the new HARQ-ACK CBs.simultaneous-2-1-HARQ-ACK-CB-Diff-r19 is applied to the sub-slot HARQ-ACK codebook and only 1 actual PUCCH transmission for HARQ-ACK within a slot for slot-based HARQ-ACK codebook is assumed. It is indicated for 2-symbol*7 sub-slot configuration. For 7-symbol*2 sub-slot configuration, the value of simultaneous-2-1-HARQ-ACK-CB-Diff-r19 is {2} for both NCP and ECP cases.The value indicated in simultaneous-2-1-HARQ-ACK-CB-Diff-r19 has no meaning for ""slot-based + slot based"".A UE supporting this feature shall also indicate support of multiCell-PDSCH-DCI-1-3-DiffSCS-DiffCC-r19.",FS,No,N/A,N/A
"simultaneous-2-2-HARQ-ACK-CB-r18Indicates whether the UE supports two subslot based HARQ-ACK codebooks with different priorities to be simultaneously constructed. This capability also indicates support of separate PUCCH configuration for different HARQ-ACK codebooks, 2-level priority of HARQ-ACK for dynamically scheduled PDSCH and SPS PDSCH, a DCI format 1_3 scheduling PDSCH with different HARQ-ACK priorities when only DCI format 0_3/1_3 is configured in USS per BWP, separate configuration of parameters pdsch-HARQ-ACK-Codebook, uci-OnPUSCH and codeBlockGroupTransmission for different HARQ-ACK codebooks, and maximum number of actual PUCCH transmissions for HARQ-ACK within a slot.The supported maximum number of actual PUCCH transmissions for HARQ-ACK within a slot is indicated by sub-SlotConfig-NCP-r16 for NCP for 2-symbol*7 sub-slot configuration, and sub-SlotConfig-ECP-r16 for ECP for 2-symbol*6 sub-slot configuration. For sub-SlotConfig-NCP-r16 and sub-SlotConfig-ECP-r16, if a UE also supports twoHARQ-ACK-Codebook-type2-r16, the UE reports the same values as in twoHARQ-ACK-Codebook-type2-r16.The number of PUCCHs for CSI reporting per slot is not impacted compared with Rel-15 by introducing the new HARQ-ACK CBs.simultaneous-2-2-HARQ-ACK-CB-r18 is applied to the two sub-slot HARQ-ACK codebooks, respectively.simultaneous-2-2-HARQ-ACK-CB-r18 is reported for 2-symbol*7 sub-slot configuration. For 7-symbol*2 sub-slot configuration, the value of simultaneous-2-2-HARQ-ACK-CB-r18 is {2} for both NCP and ECP cases.A UE supporting this feature shall also indicate support of multiPUCCH-r16 and simultaneous-2-1-HARQ-ACK-CB-r18.",FS,No,N/A,N/A
"simultaneous-2-2-HARQ-ACK-CB-Diff-r19Indicates whether the UE supports two subslot based HARQ-ACK codebooks with different priorities to be simultaneously constructed. This capability also indicates support of separate PUCCH configuration for different HARQ-ACK codebooks, 2-level priority of HARQ-ACK for dynamically scheduled PDSCH and SPS PDSCH, a DCI format 1_3 scheduling PDSCH with different HARQ-ACK priorities when only DCI format 0_3/1_3 is configured in USS per BWP, separate configuration of parameters pdsch-HARQ-ACK-Codebook, uci-OnPUSCH and codeBlockGroupTransmission for different HARQ-ACK codebooks, and maximum number of actual PUCCH transmissions for HARQ-ACK within a slot.The supported maximum number of actual PUCCH transmissions for HARQ-ACK within a slot is indicated by sub-SlotConfig-NCP-r16 for NCP for 2-symbol*7 sub-slot configuration, and sub-SlotConfig-ECP-r16 for ECP for 2-symbol*6 sub-slot configuration. For sub-SlotConfig-NCP-r16 and sub-SlotConfig-ECP-r16, if a UE also supports twoHARQ-ACK-Codebook-type2-r16, the UE reports the same values as in twoHARQ-ACK-Codebook-type2-r16.The number of PUCCHs for CSI reporting per slot is not impacted compared with Rel-15 by introducing the new HARQ-ACK CBs.simultaneous-2-2-HARQ-ACK-CB-Diff-r19 is applied to the two sub-slot HARQ-ACK codebooks, respectively.simultaneous-2-2-HARQ-ACK-CB-Diff-r19 is reported for 2-symbol*7 sub-slot configuration. For 7-symbol*2 sub-slot configuration, the value of simultaneous-2-2-HARQ-ACK-CB-r18 is {2} for both NCP and ECP cases.A UE supporting this feature shall also indicate support of multiPUCCH-r16 and simultaneous-2-1-HARQ-ACK-CB-Diff-r19.",FS,No,N/A,N/A
simultaneousTxSUL-NonSULIndicates whether the UE supports simultaneous transmission of SRS on an SUL/non-SUL carrier and PUSCH/PUCCH/SRS on the other UL carrier in the same cell. The UE supports simultaneous transmission on an SUL band X and a Non-SUL band Y if it sets this capability parameter for both band X and band Y.,FS,No,N/A,N/A
"srs-AntennaSwitching2SP-1Periodic-r17Indicates whether the UE supports maximum 2 SP SRS resource sets and maximum 1 periodic SRS resource set for antenna switching.The UE indicating support of this shall indicate support of supportedSRS-Resources.NOTE:-Applies for all supported xTyR where y<=8;-For xTyR where y>4, if UE does not support this feature, UE supports maximum one SRS resource set for periodic SRS and maximum one SRS resource set for semi-persistent SRS;-For xTyR where y<=4, if UE does not support this feature, UE follows Rel-15 on the number of resource sets for periodic and semi-persistent SRS.The two SP-SRS resource sets are not activated at the same time.",FS,No,N/A,N/A
"srs-AntennaSwitching3T3R2SP-1Periodic-r19Indicates whether the UE supports maximum 2 SP SRS resource sets and maximum 1 periodic SRS resource set for 3T3R antenna switching.If UE does not support this feature, the UE only supports maximum one SRS resource set for periodic SRS and maximum one SRS resource set for semi-persistent SRS for 3T3R.A UE supporting this feature shall also indicate support of srs-AntennaSwitching3T3R-r19.NOTE :The two SP-SRS resource sets are not activated at the same time.",FS,No,N/A,N/A
"srs-AntennaSwitching3T6R2SP-1Periodic-r19Indicates whether the UE supports maximum 2 SP SRS resource sets and maximum 1 periodic SRS resource set for 3T6R antenna switching.If UE does not support this feature, the UE only supports maximum one SRS resource set for periodic SRS and maximum one SRS resource set for semi-persistent SRS for 3T6R is supported.A UE supporting this feature shall also indicate support of srs-AntennaSwitching3T6R-r19.NOTE :The two SP-SRS resource sets are not activated at the same time.",FS,No,N/A,N/A
"srs-AntennaSwitching8T8R2SP-1Periodic-r18Indicates whether the UE supports maximum 2 SP SRS resource sets and maximum 1 periodic SRS resource set for 8T8R antenna switching.A UE supporting this feature shall also indicate support of srs-AntennaSwitching8T8R-r18.NOTE 1:If UE does not support this feature, support maximum one SRS resource set for periodic SRS and maximum one SRS resource set for semi-persistent SRS.NOTE 2:The two SP-SRS resource sets are not activated at the same time. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,N/A
srs-ExtensionAperiodicSRS-r17Indicates whether the UE supports 4 aperiodic SRS resource sets for 1T4R and 2 aperiodic resource sets for 1T2R/2T4R.The UE indicating support of this shall indicate support of srs-TxSwitch and supportedSRS-Resources.,FS,No,N/A,N/A
srs-OneAP-SRS-r17Indicates whether the UE supports 1 aperiodic SRS resource sets for 1T4R.The UE indicating support of this feature shall also indicate the support of srs-StartAnyOFDM-Symbol-r16 and srs-TxSwitch.,FS,No,N/A,N/A
"srs-PosResources-r16Indicates support of SRS for positioning. UE supporting this feature should also support open loop power control for positioning SRS based on SSB from the serving cell. The capability signalling comprises the following parameters:-maxNumberSRS-PosResourceSetPerBWP-r16 Indicates the max number of SRS Resource Sets for positioning supported by UE per BWP;-maxNumberSRS-PosResourcesPerBWP-r16 indicates the max number of SRS resources for positioning supported by UE per BWP, including periodic, semi-persistent, and aperiodic SRS;-maxNumberSRS-ResourcesPerBWP-PerSlot-r16 indicates the max number of SRS resources configured by SRS-Resource and SRS-PosResource-r16 supported by UE per BWP, including periodic, semi-persistent, and aperiodic SRS;-maxNumberPeriodicSRS-PosResourcesPerBWP-r16 indicates the max number of periodic SRS resources for positioning supported by UE per BWP;-maxNumberPeriodicSRS-PosResourcesPerBWP-PerSlot-r16 indicates the max number of periodic SRS resources for positioning supported by UE per BWP per slot.",FS,No,N/A,N/A
"srs-PosResourceAP-r16Indicates support of aperiodic SRS for positioning. The UE can include this field only if the UE supports srs-PosResources-r16. Otherwise, the UE does not include this field. The capability signalling comprises the following parameters:-maxNumberAP-SRS-PosResourcesPerBWP-r16 indicates the max number of aperiodic SRS resources for positioning supported by UE per BWP;-maxNumberAP-SRS-PosResourcesPerBWP-PerSlot-r16 indicates the max number of aperiodic SRS resources for positioning supported by UE per BWP per slot.",FS,No,N/A,N/A
"srs-PosResourceSP-r16Indicates support of semi-persistent SRS for positioning. The UE can include this field only if the UE supports srs-PosResources-r16. Otherwise, the UE does not include this field. The capability signalling comprises the following parameters:-maxNumberSP-SRS-PosResourcesPerBWP-r16 indicates the max number of semi-persistent SRS resources for positioning supported by UE per BWP;-maxNumberSP-SRS-PosResourcesPerBWP-PerSlot-r16 indicates the max number of semi-persistent SRS resources for positioning supported by UE per BWP per slot",FS,No,N/A,N/A
"supportedSRS-ResourcesDefines support of SRS resources. The capability signalling comprising indication of:-maxNumberAperiodicSRS-PerBWP indicates supported maximum number of aperiodic SRS resources that can be configured for the UE per each BWP-maxNumberAperiodicSRS-PerBWP-PerSlot indicates supported maximum number of aperiodic SRS resources per slot in the BWP-maxNumberPeriodicSRS-PerBWP indicates supported maximum number of periodic SRS resources per BWP-maxNumberPeriodicSRS-PerBWP-PerSlot indicates supported maximum number of periodic SRS resources per slot in the BWP-maxNumberSemiPersistentSRS-PerBWP indicate supported maximum number of semi-persistent SRS resources that can be configured for the UE per each BWP-maxNumberSemiPersistentSRS-PerBWP-PerSlot indicates supported maximum number of semi-persistent SRS resources per slot in the BWP-maxNumberSRS-Ports-PerResource indicates supported maximum number of SRS antenna port per each SRS resource.If this field is not included, the UE supports one periodic, one aperiodic, no semi-persistent SRS resources per BWP and one periodic, one aperiodic, no semi-persistent SRS resources per BWP per slot and one SRS antenna port per SRS resource.",FS,FD,N/A,N/A
tdcp-NumberDelayValue-r18Indicates whether the UE supports number Y>1 of delay values for which TDCP is reported.A UE supporting this feature shall also indicate support of tdcp-Report-r18.,FS,No,N/A,N/A
threePortsPTRS-PUSCH-r19Indicates the number of supported PTRS ports for 3-antenna-port PUSCH transmission.A UE supporting this feature shall also indicate support of nonCodebook-3TxPUSCH-SingleTRP-r19 or codebook-3TxPUSCH-SingleTRP-r19.,FS,No,N/A,N/A
"twoHARQ-ACK-Codebook-type1-r16Indicates whether the UE supports two HARQ-ACK codebooks with up to one subslot based HARQ-ACK codebook (i.e. slot-based + slot-based, or slot-based + subslot based) simultaneously constructed for supporting HARQ-ACK codebooks with different priorities at a UE. The capability signalling comprises the following parameters:-sub-SlotConfig-NCP-r16 indicates the maximum number of actual PUCCH transmissions for HARQ-ACK within a slot for NCP with 2-symbol*7 sub-slot configuration;-sub-SlotConfig-ECP-r16 indicates the maximum number of actual PUCCH transmissions for HARQ-ACK within a slot for ECP with 2-symbol*6 sub-slot configuration;For the 7-symbol*2 sub-slot configuration of NCP or the 6-symbol*2 sub-slot configuration of ECP, the value of the maximum number of actual PUCCH transmissions for HARQ-ACK within a slot is {2}.NOTE 1:If the UE indicates support of this feature and is simultaneously configured with two slot-based HARQ-ACK codebooks:-whether the UE supports two PUCCH of format 0 or 2 in consecutive symbols in the same slot for each HARQ-ACK codebook is subject to the capability reported by twoPUCCH-F0-2-ConsecSymbols.-whether the UE supports one PUCCH format 0 or 2 and one PUCCH format 1, 3 or 4 in the same slot for each HARQ-ACK codebook is subject to the capability reported by onePUCCH-LongAndShortFormat.-whether the UE supports two PUCCH transmissions in the same slot for each HARQ-ACK codebook not covered by twoPUCCH-F0-2-ConsecSymbols and onePUCCH-LongAndShortFormat is subject to the capability reported by twoPUCCH-AnyOthersInSlot.NOTE 2:If a UE reports both multiPUCCH-r16 and twoHARQ-ACK-Codebook-type1-r16, it can support two slot-based HARQ-ACK codebooks, and one slot-based and one-sub-slot-based HARQ-ACK codebooks. If a UE reports twoHARQ-ACK-Codebook-type1-r16 but does not report multiPUCCH-r16, it can only support two slot-based HARQ-ACK codebooks.",FS,No,N/A,N/A
"twoHARQ-ACK-Codebook-type2-r16Indicates whether the UE supports two subslot based HARQ-ACK codebooks simultaneously constructed for supporting HARQ-ACK codebooks with different priorities at a UE. The capability signalling comprises the following parameters:-sub-SlotConfig-NCP-r16 indicates the maximum number of actual PUCCH transmissions for HARQ-ACK within a slot for NCP with 2-symbol*7 sub-slot configuration;-sub-SlotConfig-ECP-r16 indicates the maximum number of actual PUCCH transmissions for HARQ-ACK within a slot for ECP with 2-symbol*6 sub-slot configuration;For the 7-symbol*2 sub-slot configuration of NCP or the 6-symbol*2 sub-slot configuration of ECP, the value of the maximum number of actual PUCCH transmissions for HARQ-ACK within a slot is {2}.",FS,No,N/A,N/A
"twoPUCCH-GroupIndicates whether two PUCCH group in CA with a same numerology across CCs for data and control channel [at a given time] is supported by the UE. For NR CA, two PUCCH group is supported with the same numerology across NR carriers for data and control channel at a given time. For (NG)EN-DC/NE-DC, two PUCCH group is supported with the same numerology across NR carriers for data and control channel at a given time, wherein an NR PUCCH group is configured in FR1 and another NR PUCCH group is configured in FR2. The UE supports two PUCCH groups with PUCCH on a band X and a band Y if it sets this capability parameter for both band X and band Y.",FS,No,N/A,N/A
twoPUCCH-Type1-r16Indicates whether the UE supports two PUCCH of format 0 or 2 in the same subslot for a single 7*2-symbol subslot based HARQ-ACK codebook.,FS,No,N/A,N/A
twoPUCCH-Type2-r16Indicates whether the UE supports two PUCCH of format 0 or 2 in consecutive symbols in the same subslot for a single 2*7-symbol subslot based HARQ-ACK codebook.,FS,No,N/A,N/A
"twoPUCCH-Type3-r16Indicates whether the UE supports one PUCCH format 0 or 2 and one PUCCH format 1, 3 or 4 in the same subslot for a single 2*7-symbol HARQ-ACK codebook.",FS,No,N/A,N/A
twoPUCCH-Type4-r16Indicates whether the UE supports two PUCCH transmissions in the same subslot for a single 2*7-symbol HARQ-ACK codebook which are not covered by twoPUCCH-Type2-r16 and twoPUCCH-Type3-r16.,FS,No,N/A,N/A
twoPUCCH-Type5-r16Indicates whether the UE supports two PUCCH of format 0 or 2 for two HARQ-ACK codebooks with one 7*2-symbol subslot based HARQ-ACK codebook and one slot based HARQ-ACK codebook.,FS,No,N/A,N/A
twoPUCCH-Type6-r16Indicates whether the UE supports two PUCCH of format 0 or 2 in consecutive symbols in the same subslot for two HARQ-ACK codebooks with one 2*7-symbol subslot based HARQ-ACK codebook and one slot based HARQ-ACK codebook.,FS,No,N/A,N/A
twoPUCCH-Type7-r16Indicates whether the UE supports two PUCCH of format 0 or 2 in consecutive symbols in the same subslot for two subslot based HARQ-ACK codebooks.,FS,No,N/A,N/A
"twoPUCCH-Type8-r16Indicates whether the UE supports one PUCCH format 0 or 2 and one PUCCH format 1, 3 or 4 in the same subslot for two HARQ-ACK codebooks with one 2*7-symbol subslot based HARQ-ACK codebook and one slot based HARQ-ACK codebook.",FS,No,N/A,N/A
"twoPUCCH-Type9-r16Indicates whether the UE supports one PUCCH format 0 or 2 and one PUCCH format 1, 3 or 4 in the same subslot for two subslot based HARQ-ACK codebooks.",FS,No,N/A,N/A
twoPUCCH-Type10-r16Indicates whether the UE supports two PUCCH transmissions in the same subslot for two HARQ-ACK codebooks with one 2*7-symbol subslot and one slot based HARQ-ACK codebook which are not covered by twoPUCCH-Type6-r16 and twoPUCCH-Type8-r16.,FS,No,N/A,N/A
twoPUCCH-Type11-r16Indicates whether the UE supports two PUCCH transmissions in the same subslot for two subslot based HARQ-ACK codebooks which are not covered by twoPUCCH-Type7-r16 and twoPUCCH-Type9-r16.,FS,No,N/A,N/A
txDiversity2Tx-r18Indicates whether the UE supports 2Tx Tx diversity for the band configured.This capability is applicable for both single band (non-CA) case and CA case.,FS,No,N/A,FR1 only
txDiversity4Tx-r18Indicates whether the UE supports 4Tx Tx diversity for the band configured.This capability is applicable for both single band (non-CA) case and CA case.,FS,No,N/A,FR1 only
tx-Support-UL-GapFR2-r17Indicates whether the UE supports UL transmission in FR2 bands within an FR2 UL gap when the FR2 UL gap is activated in inter-band UL CA. The UE which indicates support for tx-Support-UL-GapFR2-r17 shall also indicate support for ul-GapFR2-r17 in an FR2 band.,FS,No,No,FR2 only
"ue-PowerClassPerBandPerBC-r17, ue-PowerClassPerBandPerBC-v1820Indicates the UE power class per band per band combination.NOTE:Void.",FS,No,N/A,FR1 only
ul-CancellationCrossCarrier-r16Indicates whether the UE supports UL cancellation scheme for cross-carrier comprised of the following functional components:-Supports group common DCI (i.e. DCI format 2_4) for cancellation indication on a different DL CC than that scheduling PUSCH or SRS;-UL cancellation for PUSCH. Cancellation is applied to each PUSCH repetition individually in case of PUSCH repetitions;-UL cancellation for SRS symbols that overlap with the cancelled symbols.,FS,No,N/A,N/A
ul-CancellationSelfCarrier-r16Indicates whether the UE supports UL cancellation scheme for self-carrier comprised of the following functional components:-Supports group common DCI (i.e. DCI format 2_4) for cancellation indication on the same DL CC as that scheduling PUSCH or SRS;-UL cancellation for PUSCH. Cancellation is applied to each PUSCH repetition individually in case of PUSCH repetitions;-UL cancellation for SRS symbols that overlap with the cancelled symbols.,FS,No,N/A,N/A
ul-DMRS-SingleDCI-M-TRP-r18Indicates whether the UE supports UL DMRS with Single-DCI based M-TRP.A UE supporting this feature shall also indicate support of dmrs-TypeA-r18 or pusch-TypeB-DMRS-r18.,FS,No,N/A,N/A
ul-DMRS-M-DCI-M-TRP-r18Indicates whether the UE supports UL DMRS with M-DCI based M-TRP.A UE supporting this feature shall also indicate support of dmrs-TypeA-r18 or pusch-TypeB-DMRS-r18.,FS,No,N/A,N/A
"ul-FullPwrMode-3Port-r19Indicates whether the UE supports full-power Mode 0 for codebook-based for 3 Tx operation.A UE supporting this feature shall also indicate support of codebook-3TxPUSCH-SingleTRP-r19.NOTE:If a UE does not support this feature, Rel-15 power scaling procedures apply.",FS,No,N/A,N/A
ul-FullPwrMode-r16Indicates the UE support of UL full power transmission mode of fullpower as specified in clause 7.1 of TS 38.213 [11]. If the UE indicates this capability the UE also indicates the support of codebook based PUSCH MIMO transmission using mimo-CB-PUSCH and the support of PUSCH codebook coherency subset using pusch-TransCoherence.,FS,No,N/A,N/A
ul-FullPwrMode1-r16Indicates the UE support of UL full power transmission mode of fullpowerMode1. If the UE indicates this capability the UE also indicates the support of codebook based PUSCH MIMO transmission using mimo-CB-PUSCH and the support of PUSCH codebook coherency subset using pusch-TransCoherence.,FS,No,N/A,N/A
ul-FullPwrMode2-MaxSRS-ResInSet-r16Indicates the UE support of the maximum number of SRS resources in one SRS resource set with usage set to 'codebook' for uplink full power Mode 2 operation. If the UE indicates this capability the UE also indicates the support of codebook based PUSCH MIMO transmission using mimo-CB-PUSCH and the support of PUSCH codebook coherency subset using pusch-TransCoherence. A UE supports this feature shall support at least full power operation with single port.,FS,No,N/A,N/A
"ul-FullPwrMode2-SRSConfig-diffNumSRSPorts-r16Indicates the UE supported SRS configuration with different number of antenna ports per SRS resource for uplink full power Mode 2 operation. The possible different number of antenna ports that can be configured for a SRS resource are as follow:-value p1-2 means that each SRS resource can be configured with 1 port or 2 ports-value p1-4 means that each SRS resource can be configured with 1 port or 4 ports-value p1-2-4 means that each SRS resource can be configured with 1 port or 2 ports or 4 portsUE indicates support of this feature shall also indicate support of ul-FullPwrMode2-MaxSRS-ResInSet.NOTE:The values p1-2, p1-4 or p1-2-4 can be used if ul-FullPwrMode2-MaxSRS-ResInSet is reported as n2 or n4.",FS,No,N/A,N/A
"ul-FullPwrMode2-TPMIGroup-r16Indicates the UE supported TPMI group(s) which delivers full power. The capability signalling comprises the following values:-twoPorts-r16 indicates a 2-bit bitmap, where the leading / leftmost bit (bit 0) corresponds to {TPMI index = 0}. The next bit (bit 1) corresponds to {TPMI index = 1} and the TPMI index is as specified in Table 6.3.1.5-1 of TS 38.211 [6]-fourPortsNonCoherent-r16 indicates the TPMI groups {G0-3}-fourPortsPartialCoherent-r16 indicates the TPMI groups {G0-6}UE indicates support of this feature shall also indicate support of ul-FullPwrMode2-MaxSRS-ResInSet.Definition of G0~G6 can be found in the table below:IDTPMI groupsG0,G1, , ,G2, , , , G3, ,, G4, ,G5, ,, ,, G6, ,,, ,, , ,,NOTE 1:When a full coherent UE operates in mode 2, it reports TPMIs the same as a partial-coherent UE.NOTE 2:For 4 port partial-coherent or full-coherent UE, UE can report: 2-port {2-bit bitmap} and one of 4-port non-coherent {G0~G3} and one of 4-port partial-coherent {G0~G6}For 4 port non-coherent UE, UE can report: 2-port {2-bit bitmap} and one of 4-port non-coherent {G0~G3}For 2 port UE, UE can report: 2-port {2-bit bitmap}NOTE 3:A UE that supports this feature must report at least one of the values.1210001210001200101210000100121000120100120010,121000010012100100001200100100,12100010001000121000010012100100001200100100121000100010001210101210-10,1210j01210-j0,12100001001210101210-10,1210j01210-j0121000010012100100001200100100121000100010001210101210-10,1210j01210-j0 12010112010-1,12010j12010-j12100100001210000100121000000112001001001200100001, 1200001001,12100010001000",FS,No,N/A,N/A
"ul-IntraUE-Mux-r16Indicates whether the UE supports intra-UE multiplexing/prioritization of overlapping PUCCH/PUCCH and PUCCH/PUSCH with two priority levels in the physical layer. This field includes the following parameters:-pusch-PreparationLowPriority-r16 indicates the additional number of symbols needed beyond the PUSCH preparation time for cancelling a low priority UL transmission;-pusch-PreparationHighPriority-r16 indicates the additional number of the preparation time needed for the high priority UL transmission that cancels a low priority UL transmission.The value sym0 denotes 0 symbol, sym1 denotes one symbol, and so on.",FS,No,N/A,N/A
