Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New Version
2017.03,RAN2 97bis,R2-1702627,-,-,-,First version.,0.1.0
2017.04,RAN2 97bis,R2-1703825,-,-,-,Editorial Updates:- Stage 2 Details of ARQ operation marked as FFS- Placeholder for CU/DU Split overview added- Outdated editor notes removed- Protocol Architecture updated- NG-RAN terminology aligned- Header placement in the L2 overview put as FFS,0.1.1
2017.04,RAN2 97bis,R2-1703952,-,-,-,Editorial Updates:- description of measurements for mobility clarified- some cell reselection details put FFS- outdated references removed,0.1.2
2017.04,RAN2 98,R2-1704296,-,-,-,Editorial updates:- NG interfaces naming aligned to RAN3- 5GC used consistently- Statement on lossless delivery removed from 9.3.2- Overview of PDCP function for CP detailed,0.1.3
2017.05,RAN2 98,R2-1704298,-,-,-,"Agreements of RAN2#97bis captured:- overview of duplication operation- RLC modes for DRBs and SRBs- Condition for lossless mobility- L2 handling at handover- RLF triggers- Measurement details (filtering, beams, quality…)- QoS flow handling in DC- RACH procedure message usage for on-demand SI- Random Access Procedure triggers- DRX baseline",0.2.0
2017.05,RAN2 98,R2-1704452,-,-,-,RAN3 agreements captured (R3-171329)5G logo and specification title updated,0.2.1
2017.05,RAN2 98,R2-1705994,-,-,-,RLC failure for RLF generalized.,0.3.0
2017.06,RAN2 98,R2-1706204,-,-,-,Agreements of RAN2#98 captured:- Duplication Control- RLC mode for SRB0 and System Info- Provision of Assistance Info for AMF Selection- QoS Handling from R2-1706011- Beam measurements combining- MSG1 request details for on-demand SI- RNA and RLAU terminology introduced for INACTIVE- Skipping of SPS resources when nothing to transmit- Duplication detection at RLC only for AM- Provision of access category by NAS for connection controlEditorial updates in addition:- QFI used consistently,0.3.1
2017.06,RAN2 98,R2-1706205,-,-,-,RAN3 agreements captured (R3-171932),0.4.0
2017.06,RAN2 98,R2-1706206,-,-,-,Corrections:- provision of AC in INACTIVE is FFS- agreements on measurement moved from 9.2.1.1 to 9.2.4,0.4.1
2017.06,NR Adhoc 2,R2-1706540,-,-,-,Editorial correctionsAgreement on RLC Segmentation capturedDuplicated statement in 9.2.1.1. and 7.3 removed,0.5.0
2017.08,RAN2 99,R2-1707748,-,-,-,Agreements of RAN2 NR June Adhoc captured:- TP on Security in R2-1707466- TP on Measurement Model in R2-1707480- NCR Acronym addition- Duplication control details- UE capabilities and band combinations- Disabling of PDPC reordering as PDCP function- On-Demand SI and RACH details- Measurement Report Characteristics- Mapping rules update handling- UE Capabilities and Band Combination handlingIn addition:- ARQ overview aligned with Stage 3 agreements- L2 Data Flow aligned with Stage 3 agreements- References updatedRAN3 TP incorporated (R3-172610),0.6.0
