Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-05,RAN1#89,R1-1709124,,,,Draft skeleton,0.0.0
2017-07,AH_NR2,R1-1712017,,,,Inclusion of agreements up to and including RAN1 NR Ad-Hoc #2,0.0.1
2017-08,RAN1#90,R1-1714100,,,,"Updates according to email discussion "" [NRAH2-03-215] TS 38.215",0.0.2
2017-08,RAN1#90,R1-1714660,,,,Clean version,0.1.0
2017-08,RAN1#90,R1-1715325,,,,Inclusion of agreements from RAN1#90,0.1.1
2017-08,RAN1#90,R1-1715333,,,,"Updates according to email discussion "" [90-23-215] TS 38.215""",0.1.2
2017-09,RAN#77,RP-171999,,,,For information to plenary,1.0.0
2017-09,AH_NR3,R1-1716931,,,,Inclusion of agreements up to and including RAN1 NR Ad-Hoc #3,1.0.1
2017-09,RAN1#90bis,R1-1719108,,,,Clean version,1.1.0
2017-11,RAN1#90bis,R1-1719228,,,,Inclusion of agreements up to and including RAN1#90bis,1.1.1
2017-11,RAN1#90bis,R1-1719244,,,,"Updates according to email discussion "" [90b-NR-01-38.215] """,1.1.2
2017-11,RAN1#91,R1-1721052,,,,Clean version,1.2.0
2017-12,RAN1#91,R1-1721345,,,,Inclusion of agreements up to and including RAN1#91,1.3.0
2017-12,RAN#78,RP-172296,,,,Endorsed version for approval by plenary,2.0.0
2017-12,RAN#78,,,,,Approved by plenary – Rel-15 spec under change control,15.0.0
2018-03,RAN#79,RP-180200,0002,-,F,CR capturing the Jan18 ad-hoc and RAN1#92 meeting agreements,15.1.0
2018-06,RAN#80,RP-181172,0003,1,F,CR to 38.215 capturing the RAN1#92bis and RAN1#93 meeting agreements,15.2.0
2018-09,RAN#81,RP-181789,0004,-,F,CR to 38.215 capturing the RAN1#94 meetings agreements,15.3.0
2018-12,RAN#82,RP-182523,0005,3,F,Combined CR of all essential corrections to 38.215 from RAN1#94bis and RAN1#95,15.4.0
2019-06,RAN#84,RP-191278,0006,-,F,CR on SFTD measurements for NE-DC,15.5.0
2019-06,RAN#84,RP-191278,0007,-,F,Correction on SFTD measurement for NR-DC (Late drop),15.5.0
2019-12,RAN#86,RP-192628,0010,-,F,Correction of RSTD measurement for E-UTRA,15.6.0
2019-12,RAN#86,RP-192628,0012,-,F,Corrections to SFTD measurement,15.6.0
2019-12,RAN#86,RP-192634,0008,1,B,Introduction of cross layer interference measurements,16.0.0
2019-12,RAN#86,RP-192636,0013,-,B,Introduction of NR-based access to unlicensed spectrum,16.0.0
2019-12,RAN#86,RP-192638,0014,-,B,Introduction of V2X support,16.0.0
2019-12,RAN#86,RP-192641,0015,-,B,Introduction of MIMO enhancements,16.0.0
2019-12,RAN#86,RP-192643,0016,-,B,Introduction of NR positioning support,16.0.0
2020-01,,,,,,MCC clean-up fixing font issue in clauses 5.2.2/5.2.3 and 5.2.4.,16.0.1
2020-03,RAN#87-e,RP-200190,0017,,F,Corrections to L1-SINR definitions,16.1.0
2020-03,RAN#87-e,RP-200192,0018,,F,Corrections to NR positioning support,16.1.0
2020-03,RAN#87-e,RP-200183,0019,,F,Corrections to cross layer interference measurements,16.1.0
2020-03,RAN#87-e,RP-200187,0020,,F,Corrections to V2X measurement definitions,16.1.0
2020-06,RAN#88-e,RP-200707,0021,1,B,Introduction of NR ATF measurements,16.2.0
2020-06,RAN#88-e,RP-200683,0023,-,A,Correction on SS-RSRPB measurement,16.2.0
2020-06,RAN#88-e,RP-200692,0024,-,F,Corrections to CSI-SINR definition,16.2.0
2020-06,RAN#88-e,RP-200694,0025,1,F,Correction to UL Relative Time of Arrival definition,16.2.0
2020-06,RAN#88-e,RP-200687,0026,-,F,Corrections to RSSI definition for NR-U,16.2.0
2020-06,RAN#88-e,RP-200706,0027,-,B,Introduction of UE UTRAN FDD measurements for SRVCC from NR to UMTS,16.2.0
2020-06,RAN#88-e,RP-200689,0028,-,F,Corrections to V2X measurement definitions,16.2.0
2020-06,RAN#88-e,RP-200694,0029,-,F,Corrections to intra/inter-frequency measurement for NR positioning,16.2.0
2020-09,RAN#89-e,RP-201824,0030,1,F,Correction of SS-RSARP definition,16.3.0
2020-09,RAN#89-e,RP-201807,0031,-,F,Corrections to V2X measurement definitions,16.3.0
2020-09,RAN#89-e,RP-201809,0032,-,F,Corrections to CSI-SINR definition,16.3.0
2020-09,RAN#89-e,RP-201811,0033,-,F,Corrections to NR positioning measurement definitions,16.3.0
2020-12,RAN#90-e,RP-202398,0034,-,F,Alignment of RRC parameter names,16.4.0
2021-12,RAN#94-e,RP-212967,0036,-,B,Introduction of NR extensions to 71 GHz,17.0.0
2021-12,RAN#94-e,RP-212970,0037,-,B,Introduction of NR positioning enhancements,17.0.0
2021-12,RAN#94-e,RP-212968,0039,-,B,Introduction of enhanced Industrial Internet of Things (IoT) and ultra-reliable and low latency communication (URLLC) support for NR,17.0.0
2022-03,RAN#95-e,RP-220862,0038,2,B,Introduction of Timing advance (TA) PRACH based solution for NR UL E-CID [NRTADV],17.1.0
2022-03,RAN#95-e,RP-220273,0041,-,A,CR on reference point for UL SRS-RSRP,17.1.0
2022-03,RAN#95-e,RP-220254,0042,-,F,Corrections to DL PRS-RSRPP and UL SRS-RSRPP measurement definitions,17.1.0
2022-03,RAN#95-e,RP-220251,0043,-,F,Corrections to SS-RSRQ and RSSI measurement definitions,17.1.0
2022-03,RAN#95-e,RP-220262,0044,-,F,Corrections to SL CBR measurement definition,17.1.0
2022-09,RAN#97-e,RP-222404,0045,-,F,CR on PRS RSRPP reporting for 38.215,17.2.0
2023-03,RAN#99,RP-230445,0047,-,A,Alignment CR for AOA positioning in 38.215,17.3.0
2023-09,RAN#101,RP-232458,0048,-,B,Introduction of MIMO evolution for Rel-18 for TS38.215,18.0.0
2023-09,RAN#101,RP-232480,0049,-,B,Introduction of Rel-18 Positioning Enhancements for TS38.215,18.0.0
2023-09,RAN#101,RP-232474,0050,-,B,Introduction of Rel-18 NR NTN enhancements for TS38.215,18.0.0
2023-12,RAN#102,RP-233723,0053,-,A,Correction on SL RSSI measurement threshold related parameter name,18.1.0
2023-12,RAN#102,RP-233723,0056,-,A,Corrections to Applicable RRC States for Sidelink Measurements,18.1.0
2023-12,RAN#102,RP-233723,0059,-,A,CR on applicability of sidelink measurements,18.1.0
2023-12,RAN#102,RP-233705,0060,-,F,Correction of Rel-18 MIMO evolution,18.1.0
2023-12,RAN#102,RP-233714,0061,-,F,Correction of Rel-18 NR NTN enhancements,18.1.0
2023-12,RAN#102,RP-233719,0062,-,F,Correction of Rel-18 Positioning Enhancements,18.1.0
2024-03,RAN#103,RP-240523,0063,-,F,Correction of Rel-18 NTN enhancements,18.2.0
2024-03,RAN#103,RP-240528,0064,-,F,Correction of Rel-18 positioning enhancements,18.2.0
2024-03,RAN#103,RP-240519,0065,-,F,Correction of Rel-18 sidelink evolution,18.2.0
2024-06,RAN#104,RP-241059,0067,-,A,Correction of references in TS38.215,18.3.0
2024-06,RAN#104,RP-241060,0068,-,F,Alignment corrections for TS38.215,18.3.0
2024-12,RAN#106,RP-242925,0069,-,F,Alignment of parameter names,18.4.0
2024-12,RAN#106,RP-242930,0070,-,F,Correction to reference point for NG-RAN measurement for UL SRS-RSRP and UL SRS-RSRPP,18.4.0
2025-06,RAN#108,RP-251580,0071,-,B,Introduction of Rel-19 MIMO evolution for TS38.215,19.0.0
2025-06,RAN#108,RP-251572,0072,-,B,Introduction of Rel-19 AI/ML air-interface for TS38.215,19.0.0
2025-06,RAN#108,RP-251577,0073,-,B,Introduction of Rel-19 LP-WUS for TS38.215,19.0.0
2025-09,RAN#109,RP-252627,0074,-,F,Correction of Rel-19 AI/ML air-interface for TS38.215,19.1.0
2025-12,RAN#110,RP-253021,0075,-,F,Correction of Rel-19 LP-WUS for TS38.215,19.2.0
2025-12,RAN#110,RP-253019,0076,-,F,Correction of Rel-19 MIMO evolution for TS38.215,19.2.0
2025-12,RAN#110,RP-253021,0077,-,F,Correction of Rel-19 LP-WUS for TS38.215,19.2.0
