,,,,,,,,,,,,,,
0,0,1,34,4,6,68,9,12,102,15,19,136,22,27
1,1,2,35,5,7,69,10,13,103,16,20,137,23,28
2,2,3,36,6,8,70,11,14,104,17,21,138,24,29
3,3,4,37,7,9,71,12,15,105,18,22,139,25,30
4,4,5,38,8,10,72,13,16,106,19,23,140,0,6
5,5,6,39,9,11,73,14,17,107,20,24,141,1,7
6,6,7,40,10,12,74,15,18,108,21,25,142,2,8
7,7,8,41,11,13,75,16,19,109,22,26,143,3,9
8,8,9,42,12,14,76,17,20,110,23,27,144,4,10
9,9,10,43,13,15,77,18,21,111,24,28,145,5,11
10,10,11,44,14,16,78,19,22,112,25,29,146,6,12
11,11,12,45,15,17,79,20,23,113,26,30,147,7,13
12,12,13,46,16,18,80,21,24,114,0,5,148,8,14
13,13,14,47,17,19,81,22,25,115,1,6,149,9,15
14,14,15,48,18,20,82,23,26,116,2,7,150,10,16
15,15,16,49,19,21,83,24,27,117,3,8,151,11,17
16,16,17,50,20,22,84,25,28,118,4,9,152,12,18
17,17,18,51,21,23,85,26,29,119,5,10,153,13,19
18,18,19,52,22,24,86,27,30,120,6,11,154,14,20
19,19,20,53,23,25,87,0,4,121,7,12,155,15,21
20,20,21,54,24,26,88,1,5,122,8,13,156,16,22
21,21,22,55,25,27,89,2,6,123,9,14,157,17,23
22,22,23,56,26,28,90,3,7,124,10,15,158,18,24
23,23,24,57,27,29,91,4,8,125,11,16,159,19,25
24,24,25,58,28,30,92,5,9,126,12,17,160,20,26
25,25,26,59,0,3,93,6,10,127,13,18,161,21,27
26,26,27,60,1,4,94,7,11,128,14,19,162,22,28
27,27,28,61,2,5,95,8,12,129,15,20,163,23,29
28,28,29,62,3,6,96,9,13,130,16,21,164,24,30
29,29,30,63,4,7,97,10,14,131,17,22,165,0,7
30,0,2,64,5,8,98,11,15,132,18,23,166,1,8
31,1,3,65,6,9,99,12,16,133,19,24,167,2,9
32,2,4,66,7,10,100,13,17,134,20,25,-,-,-
33,3,5,67,8,11,101,14,18,135,21,26,-,-,-
