CSI-RSconfig.,Number of CSI reference signals configured,,,,,,,,,,,
,1 or 2,,,,4,,,,8,,,
,Normal subframe,,Special subframe,,Normal subframe,,Special subframe,,Normal Subframe,,Special subframe,
,,,,,,,,,,,,
0,"(11,4)",0,"(11,4)",0,"(11,4)",0,"(11,4)",0,"(11,4)",0,"(11,4)",0
1,"(9,4)",0,"(9,4)",0,"(9,4)",0,"(9,4)",0,"(9,4)",0,"(9,4)",0
2,"(10,4)",1,,,"(10,4)",1,,,"(10,4)",1,,
3,"(9,4)",1,,,"(9,4)",1,,,"(9,4)",1,,
4,"(5,4)",0,"(5,4)",0,"(5,4)",0,"(5,4)",0,,,,
5,"(3,4)",0,"(3,4)",0,"(3,4)",0,"(3,4)",0,,,,
6,"(4,4)",1,,,"(4,4)",1,,,,,,
7,"(3,4)",1,,,"(3,4)",1,,,,,,
8,"(8,4)",0,"(8,4)",0,,,,,,,,
9,"(6,4)",0,"(6,4)",0,,,,,,,,
10,"(2,4)",0,"(2,4)",0,,,,,,,,
11,"(0,4)",0,"(0,4)",0,,,,,,,,
12,"(7,4)",1,,,,,,,,,,
13,"(6,4)",1,,,,,,,,,,
14,"(1,4)",1,,,,,,,,,,
15,"(0,4)",1,,,,,,,,,,
16,"(11,1)",1,"(11,1)",1,"(11,1)",1,"(11,1)",1,"(11,1)",1,"(11,1)",1
17,"(10,1)",1,"(10,1)",1,"(10,1)",1,"(10,1)",1,"(10,1)",1,"(10,1)",1
18,"(9,1)",1,"(9,1)",1,"(9,1)",1,"(9,1)",1,"(9,1)",1,"(9,1)",1
19,"(5,1)",1,"(5,1)",1,"(5,1)",1,"(5,1)",1,,,,
20,"(4,1)",1,"(4,1)",1,"(4,1)",1,"(4,1)",1,,,,
21,"(3,1)",1,"(3,1)",1,"(3,1)",1,"(3,1)",1,,,,
22,"(8,1)",1,"(8,1)",1,,,,,,,,
23,"(7,1)",1,"(7,1)",1,,,,,,,,
24,"(6,1)",1,"(6,1)",1,,,,,,,,
25,"(2,1)",1,"(2,1)",1,,,,,,,,
26,"(1,1)",1,"(1,1)",1,,,,,,,,
27,"(0,1)",1,"(0,1)",1,,,,,,,,
