Parameter,,,Unit,Value
,,,,Test 1
Active E-UTRA PCell,,,,Cell 1
E-UTRA RF Channel Number,,,,1
Active PSCell,,,,Cell 2
RF Channel Number,,,,2
DL CCA model,,,,As specified in clause A.3.26.2.1
UL CCA model,,,,As specified in clause A.3.26.2.2
Duplex mode,,"Config 1,2",,TDD
BWchannel,,"Config 1,2",MHz,"40: NPRB,c = 106"
DL initial BWP configuration,,"Config 1,2",,DLBWP.0.1
DL dedicated BWP configuration,,"Config 1,2",,DLBWP.1.1
UL initial BWP configuration,,"Config 1,2",,ULBWP.0.1
UL dedicated BWP configuration,,"Config 1,2",,ULBWP.1.1
TDD Configuration,,"Config 1,2",,TDDConf.1.1 CCA
CORESET Reference Channel,,"Config 1,2",,CR.1.1 CCA
"SSB configuration for semi-static channel accessNote 3, 5",,"Config 1,2",,SSB.1 CCA
"SSB configuration for dynamic channel accessNote 4,5",,"Config 1,2",,SSB.2 CCA
DBT window configuration,,"Config 1,2",,DBT.1
PDSCH/PDCCH subcarrier spacing,,"Config 1,2",,30 kHz
PRACH Configuration,,"Config 1,2",,FR1 PRACH configuration 1 under CCA
SSB index assigned as RLM RS,,,,0
OCNG parameters,,,,OP.1
CP length,,,,Normal
Correlation Matrix and Antenna Configuration,,,,2x2 Low
In sync transmission parameters,DCI format,,,1-0
,Number of Control OFDM symbols,,,2
,Aggregation level,,CCE,4
,Ratio of hypothetical PDCCH RE energy to average SSS RE energy,,dB,0
,Ratio of hypothetical PDCCH DMRS energy to average SSS RE energy,,dB,0
,DMRS precoder granularity,,,REG bundle size
,REG bundle size,,,6
Out of sync transmission parameters,DCI format,,,1-0
,Number of Control OFDM symbols,,,2
,Aggregation level,,CCE,8
,Ratio of hypothetical PDCCH RE energy to average SSS RE energy,,dB,4
,Ratio of hypothetical PDCCH DMRS energy to average SSS RE energy,,dB,4
,DMRS precoder granularity,,,REG bundle size
,REG bundle size,,,6
DRX,,,,OFF
Gap pattern ID,,,,N/A
Layer 3 filtering,,,,Enabled
T310 timer,,,ms,2000
T311 timer,,,ms,1000
N310,,,,1
N311,,,,1
CSI-RS configuration for CSI reporting,"Config 1,2",,,CSI-RS.2.1 TDD
CSI-RS for tracking,"Config 1,2",,,TRS.1.2 TDD
T1,,,s,0.2
T2,,,s,0.2
T3,,,s,0.52
T4,,,s,0.2
T5,,,s,2.04
D1,,,s,2
"NOTE 1:All configurations are assigned to the UE prior to the start of time period T1.NOTE 2:UE-specific PDCCH is not transmitted after T1 starts.NOTE 3:     For UE supporting semi-static channel access and network configuring semi-static channel occupancy.NOTE 4:     For UE supporting dynamic channel access and network configuring dynamic channel occupancy.NOTE 5:     For a UE supporting both semi-static and dynamic channel access, the UE can be tested under dynamic channel occupancy only.",,,,
