Parameter,,,,Unit,Value,Comment
,,,,,Test 1,
Active E-UTRA PCell,,,,,Cell 1,
E-UTRA RF Channel Number,,,,,1,
Active PSCell,,,,,Cell 2,
RF Channel Number,,,,,2,
DL CCA model,,,,,As specified in A.3.26.2.1,
UL CCA model,,,,,As specified in A.3.26.2.2,
Duplex mode,,,"Config 1, 2",,TDD,
BWchannel,,,"Config 1, 2",MHz,"40: NRB,c = 106",
DL initial BWP configuration,,,"Config 1, 2",,DLBWP.0.1,
DL dedicated BWP configuration,,,"Config 1, 2",,DLBWP.1.1,
UL initial BWP configuration,,,"Config 1, 2",,ULBWP.0.1,
UL dedicated BWP configuration,,,"Config 1, 2",,ULBWP.1.1,
TDD configuration,,,"Config 1, 2",,TDDConf.1.1 CCA,
CORESET Reference Channel,,,"Config 1, 2",,CR.1.1 CCA,
SSB Configuration,,,"Config 1, 2",,SSB.3 CCA for semi-static channel accessSSB.4 CCA for dynamic channel access,
DBT Window Configuration,,,"Config 1, 2",,DBT.1,
PDSCH/PDCCH subcarrier spacing,,,"Config 1, 2",,30 KHz,
PRACH Configuration,,,"Config 1, 2",,Table A.3.8.2.2-1,
SSB Index assigned as BFD RS (q0),,,,,0,
SSB Index assigned as CBD RS (q1),,,,,1,
OCNG parameters,,,,,OP.1,
CP length,,,,,Normal,
Correlation Matrix and Antenna Configuration,,,,,2x2 Low,
Beam failure,,DCI format,,,1-0,
detection transmission parameters,,Number of Control OFDM symbols,,,2,
,,Aggregation level,,CCE,8,
,,Ratio of hypothetical PDCCH RE energy to average SSS RE energy,,dB,0,
,,Ratio of hypothetical PDCCH DMRS energy to average SSS RE energy,,dB,0,
,,DMRS precoder granularity,,,REG bundle size,
,,REG bundle size,,,6,
DRX,,,,,OFF,
Gap pattern ID,,,,,gp0,
gapOffset,,,,,0,
rlmInSyncOutOfSyncThreshold,,,,,absent,"When the field is absent, the UE applies the value 0. (Table 8.1.1-1)."
rsrp-ThresholdSSB,"Config 1, 2",,,dBm/SCS kHz,-95,Threshold used for Qin_LR_SSB
powerControlOffsetSS,,,,,db0,Used for deriving rsrp-ThresholdCSI-RS
beamFailureInstanceMaxCount,,,,,n1,"see TS 38.321 [7], clause 5.17"
beamFailureDetectionTimer,,,,,pbfd4,"see TS 38.321 [7], clause 5.17"
CSI-RS configuration for CSI reporting,,"Config 1, 2",,,CSI-RS.2.1 TDD,
CSI-RS for tracking,,"Config 1, 2",,,TRS.1.2 TDD,
SSB Index assigned as RLM RS,,,,,"0,1",
T310 timer,,,,ms,1000,
N310,,,,,2,
T1,,,,s,0.2,During this time the the UE shall be fully synchronized to cell 1
T2,,,,s,0.93,
T3,,,,s,0.52,
T4,,,,s,0,
T5,,,,s,0.45,
D1,,,,s,0.41,
NOTE 1:All configurations are assigned to the UE prior to the start of time period T1.NOTE 2:UE-specific PDCCH is not transmitted after T1 starts.NOTE 3:E-UTRAN is in non-DRX mode under test.,,,,,,
