Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2007-08,RAN4#44,R4-071465,,,,TS skeleton created from 3GPP TS template.,0.0.1
2007-10,RAN4#44bis,R4-071709,,,,"Agreed TP in RAN4#44:R4-071466, ""TP Common definitions for TS 36.104""",0.0.2
2007-10,RAN4#44bis,R4-071782,,,,"Agreed TP in RAN4#44bis:R4-071681, ""TP 36.104: General (6.1)"".R4-071740, ""E-UTRA FDD BS general receiver requirements"".",0.1.0
2007-11,RAN4#45,R4-072157,,,,"Agreed TP in RAN4#45:R4-071854,  ""E-UTRA FDD BS Reference sensitivity level""R4-071858,  ""E-UTRA FDD BS Receiver intermodulation""R4-071859,  ""E-UTRA FDD BS Fixed Reference Channels""R4-071860,  ""E-UTRA FDD BS In-channel selectivity""R4-071964,  ""TS 36.104: TP for Unwanted emissions (6.6)""R4-071968,  ""TS 36.104: TP for Tx Intermodulation (6.7)""R4-071969,  ""TS 36.104: TP for Rx spurious emissions (7.6)""R4-072123,  ""TS 36.104: TP for General (4)""R4-072124,  ""TS 36.104: TP for Operating band unwanted emissions (6.6.3)""R4-072126,  ""E-UTRA FDD BS Dynamic range""R4-072127,  ""E-UTRA FDD BS Adjacent channel selectivity and narrow band blocking""R4-072128,  ""TS 36.104: TP for Propagation conditions for BS (Annex B)""R4-072130,  ""E-UTRA FDD BS Blocking""R4-072155,  ""TS 36.104: TP for Occupied bandwidth (6.6.1)""R4-072162,  ""TP to 36.104 on performance requirements""R4-072177,  ""TS 36.104: TP for Frequency bands and channel arrangement (5)""R4-072185,  ""TS 36.104: TP for ACLR (6.6.2)""R4-072205,  "" TS 36.104: TP for Transmitter spurious emissions (6.6.4)""",0.2.0
2007-11,RAN#38,RP-070975,,,,Presentation to TSG,1.0.0
2007-11,,,,,,Approved version at TSG RAN #38,8.0.0
2008-03,RAN#39,RP-080123,3,2,,Combined updates of E-UTRA BS RF requirements,8.1.0
2008-05,RAN#40,RP-080325,4,,,Updates of E-UTRA BS requirements,8.2.0
2008-09,RAN#41,RP-080640,7,2,,LTE BS ON-OFF Mask,8.3.0
2008-09,RAN#41,RP-080640,8,,,Removal of brackets for LTE BS RF requirements,8.3.0
2008-09,RAN#41,RP-080640,14,1,,Unwanted emission requirements for multi-carrier BS,8.3.0
2008-09,RAN#41,RP-080640,15,2,,Clarification of emission requirements for co-existence,8.3.0
2008-09,RAN#41,RP-080640,17,1,,eNB performance requirements for UL timing adjustment,8.3.0
2008-09,RAN#41,RP-080640,18,,,eNodeB performance requirements for PUCCH format 2,8.3.0
2008-09,RAN#41,RP-080640,21,,,eNB performance requirements for highs speed train,8.3.0
2008-09,RAN#41,RP-080640,23,,,Additional band 17,8.3.0
2008-09,RAN#41,RP-080641,5,2,,Updates of Fixed Reference Channels,8.3.0
2008-09,RAN#41,RP-080641,9,,,Removal of brackets and notes related to test requirements,8.3.0
2008-09,RAN#41,RP-080641,10,,,High Speed Train scenarios modification,8.3.0
2008-09,RAN#41,RP-080641,12,,,Several modifications for TS36.104,8.3.0
2008-09,RAN#41,RP-080641,13,,,Removal of notes on frequency offset,8.3.0
2008-09,RAN#41,RP-080641,16,1,,LTE Abbreviations update,8.3.0
2008-09,RAN#41,RP-080641,19,1,,eNodeB performance requirements for PUSCH and RF requirements,8.3.0
2008-09,RAN#41,RP-080641,20,,,Clarification on High Speed train model in 36.104,8.3.0
2008-09,RAN#41,RP-080641,22,1,,Clarification of ACLR for multi-carrier E-UTRA BS,8.3.0
2008-12,RAN #42,RP-080914,37,1,,Editorial updates of TS 36.104,8.4.0
2008-12,RAN #42,RP-080915,30,,,Correction to the figure with the transmission bandwidth configuration,8.4.0
2008-12,RAN #42,RP-080916,77,,,Modification to EARFCN,8.4.0
2008-12,RAN #42,RP-080917,38,1,,Alignement of clause 5 betweeb E-UTRA specs,8.4.0
2008-12,RAN #42,RP-080918,26,,,Correction of output power dynamics requirement,8.4.0
2008-12,RAN #42,RP-080918,27,,,LTE BS ON-OFF Mask,8.4.0
