Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2022-12,RAN#98-e,RP-223315,4963,,B,CR to 36.104 on introduction of Band 54,18.0.0
2023-03,RAN#99,RP-230527,4964,,F,Adds reference for additional spurious emission levels for Band 54,18.1.0
2023-03,RAN#99,RP-230524,4965,1,B,CR related to Introduction of support of NB1/NB2 for LTE TDD Band 54,18.1.0
2023-03,RAN#99,RP-230535,4966,,B,CR to 36.104 on introduction of Band n54,18.1.0
2023-03,RAN#99,RP-230533,4967,,B,"CR to TS 36.104: Introduction of NR band n105, Rel-18",18.1.0
2023-03,RAN#99,RP-230512,4969,,A,Correction CR on NPUSCH format1 demodulation requirements for TS 36.104,18.1.0
2023-06,RAN#100,RP-231388,4970,,F,CR to remove duplicate rows for Band 54 in Table 6.6.4.3.1-1,18.2.0
2023-06,RAN#100,RP-231352,4976,1,A,CR for TS 36.104: Operating band unwanted emissions for Single RAT BS supporting multi-band operation,18.2.0
2023-06,RAN#100,RP-231362,4977,,B,CR to 36.104 on introduction of Band 106,18.2.0
2023-09,RAN#101,RP-232507,4979,1,B,Introduction of 5G broadcast UHF bands to 36.104,18.3.0
2023-12,RAN#102,RP-233339,4982,,A,[NR_n18-Core] CR to TS 36.104 on correction of transmitter spurious emissions for protection of Band n18,18.4.0
2023-12,RAN#102,RP-233366,4983,1,B,CR to TS36.104 Introduction of n109,18.4.0
2023-12,RAN#102,RP-233366,4984,1,B,CR to TS 36.104: the introduction of band n106,18.4.0
2023-12,RAN#102,RP-233366,4985,,B,CR to 36.104 on introduction of Band n31 and n72,18.4.0
2023-12,RAN#102,RP-233359,4986,,F,"[LTE_terr_bcast_bands_part2-Core] CR to TS 36.104:  Separation of additional ACLR requirements for LTE based 5G terrestrial broadcast, Rel-18",18.4.0
2024-03,RAN#103,RP-240584,4990,,F,(LTE_terr_bcast_bands_part2-Core) CR to 36.104: Correction of EARFCN for bands 107 and 108,18.5.0
2024-03,RAN#103,RP-240556,4993,,A,(MB_MSR_RF) CR to 36.104: clarification on requirements for BS capable of multi-band operation,18.5.0
2024-03,RAN#103,RP-240553,4995,,A,(TEI17) CR to TS 36.104 - BS spurious receiver protection note generalization R18,18.5.0
2024-12,RAN#106,RP-243067,4997,,A,(TEI17) CR to TS 36.104 - BS spurious receiver protection note [MSR_BSRF_RX],18.6.0
2025-03,RAN#107,RP-250611,5003,,B,(TEI18) 36.104 CR to introduce LTE bands for HAPS BS [LTE_HAPS_B34],18.7.0
