Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2022-12,RAN#98-e,RP-223315,1207,1,B,CR related to Introduction of new LTE TDD Band in 1670 – 1675 MHz,18.0.0
2022-12,RAN#98-e,RP-223328,1217,,B,Big CR for FWA MPR and A-MPR for n71 and n85,18.0.0
2022-12,RAN#98-e,RP-223331,1227,,B,"Big CR to 38.101-1 Introduce RF requirements for HPUE inter- band CA with y(y=2,3,4) bands downlink and x bands uplink (x =1,2)",18.0.0
2022-12,RAN#98-e,RP-223333,1228,,B,"Big CR for TS 38.101-1, Introduction of new R18 Uu+V2X band combinations",18.0.0
2022-12,RAN#98-e,RP-223332,1232,,B,BigCR for High power UE for inter-band CA with power class 2 on single carrier uplink on FDD band,18.0.0
2022-12,RAN#98-e,RP-223324,1244,,B,big CR 38.101-1 new combinations Rel-18 NR Intra-band,18.0.0
2022-12,RAN#98-e,RP-223326,1247,,B,"big CR 38.101-1 new combinations Rel-18 NR Inter-band CA/DC for y bands DL with x bands UL (y=4,5,6, x=1,2)",18.0.0
2022-12,RAN#98-e,RP-223325,1248,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,18.0.0
2022-12,RAN#98-e,RP-223329,1250,,B,Big CR on TS38.101-1 Addition of intra-band CA Combinations with PC2 and PC1.5,18.0.0
2022-12,RAN#98-e,RP-223318,1255,,B,Big CR for 38.101-1 introduce UL MIMO configurations for Rel-18,18.0.0
2022-12,RAN#98-e,RP-223327,1256,,B,Big CR on Introduction of completed SUL band combinations into TS 38.101-1,18.0.0
2022-12,RAN#98-e,RP-223325,1264,,B,"Big CR to reflect the completed NR inter-band CA DC combinations for  3 bands DL with x bands UL (x=1,2) into TS 38.101-1",18.0.0
2022-12,RAN#98-e,RP-223319,1280,,B,Introduction of APT 600 MHz band,18.0.0
2023-03,RAN#99,RP-230527,1281,,F,Updates to spurious emissions UE coexistence table,18.1.0
2023-03,RAN#99,RP-230535,1282,,B,CR related to Introduction of NR TDD Band n54,18.1.0
2023-03,RAN#99,RP-230519,1289,,A,CR TS 38.101-1: Correction on NR V2X requirements in Rel-18,18.1.0
2023-03,RAN#99,RP-230605,1294,1,B,UE RF requirements for supporting intra-band non-collocated CA for 2MIMO layer case,18.1.0
2023-03,RAN#99,RP-230501,1296,,A,CR for TS 38.101-1 Rel-18: Adding missing harmonic mixing MSD for CA_n25-n71,18.1.0
2023-03,RAN#99,RP-230517,1298,,A,TS 38.101-1 Rel-18 CAT-A: Correction to co-existence requirements of band n8 and n100,18.1.0
2023-03,RAN#99,RP-230504,1300,,A,CR for TS 38.101-1 Rel-18 CAT-A: Corrections on band combinations for UE co-existence,18.1.0
2023-03,RAN#99,RP-230507,1302,,A,CR for TS 38.101-1 Rel-18 CAT-A: Correction to NRU spectrum emission mask,18.1.0
2023-03,RAN#99,RP-230501,1305,,A,CR for TS 38.101-1 Rel-18: Correction for wrong reference in NS_50,18.1.0
2023-03,RAN#99,RP-230544,1309,1,F,CR 38.101-1: Rel-18 Band combinations bug fixing and adding missing fallbacks,18.1.0
2023-03,RAN#99,RP-230512,1313,,A,CR to 38.101-1: Correction of PC1 ACLR definition R18,18.1.0
2023-03,RAN#99,RP-230544,1315,,A,NR CA corrections R18,18.1.0
2023-03,RAN#99,RP-230513,1317,,A,CR 38.101-1 correction to A-MPR for NS_24 R18,18.1.0
2023-03,RAN#99,RP-230549,1318,,B,Big CR for High-power UE operation for fixed-wireless/vehicle-mounted use cases in LTE bands and NR bands,18.1.0
2023-03,RAN#99,RP-230549,1320,,A,CR to 38.101-1: Corection to PC1 UTRA ACLR for bands n71 and n85.,18.1.0
2023-03,RAN#99,RP-230502,1324,,A,Addition of configuration for carrier aggregation RMCs,18.1.0
2023-03,RAN#99,RP-230516,1328,1,A,CR to introduce emissions specifications for certain LTE_V2X band combinations,18.1.0
2023-03,RAN#99,RP-230509,1338,,A,Clarification of the CA_NS indication and NS values for n77 in Canada [n77 Canada],18.1.0
2023-03,RAN#99,RP-230547,1339,,B,Big CR for NR CA band combinations with two SUL cells in Rel-18,18.1.0
2023-03,RAN#99,RP-230519,1341,,A,CR for 38.101-1 Corrections to the section 6.2D,18.1.0
2023-03,RAN#99,RP-230558,1342,,B,Big CR to 38.101-1 Introduce DL interruption clarification for CA conduting Tx Switching,18.1.0
2023-03,RAN#99,RP-230519,1345,,F,CR on NR-U A-MPR for PC5 VLP in NS_61,18.1.0
2023-03,RAN#99,RP-230543,1346,,B,big CR 38.101-1 new combinations Rel-18 NR Intra-band,18.1.0
2023-03,RAN#99,RP-230519,1350,,A,Rel18 Cat A CR Introduce the missing Pcmax tolerance requirement for PC2 intra-band NC UL CA,18.1.0
2023-03,RAN#99,RP-230519,1352,,A,Rel18 Cat A CR Add verification clarification for OOB emission and SE emission for intra-band NC UL CA,18.1.0
2023-03,RAN#99,RP-230502,1355,,A,Rel18 Cat A CR Correct the wrong table and clause that clause 6.2A.3.1.1 refer to,18.1.0
2023-03,RAN#99,RP-230504,1359,1,A,CR to clarify duplex mode of SDL bands,18.1.0
2023-03,RAN#99,RP-230501,1362,,A,CR to add band n29 to blocking requirements,18.1.0
2023-03,RAN#99,RP-230507,1373,,A,Correct the scaling number for MPR/A-MPR and NS_04 SEM requirement,18.1.0
2023-03,RAN#99,RP-230519,1375,,A,Correct the Pcmax for intra-band non-contiguous CA to support HPUE,18.1.0
2023-03,RAN#99,RP-230544,1376,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,18.1.0
2023-03,RAN#99,RP-230562,1377,,B,Big CR to reflect the completed 4Rx support for NR FR1 bands (<2.6GHz) into TS 38.101-1,18.1.0
2023-03,RAN#99,RP-230519,1378,,A,CR to 38.101-1 R18 corrections on A-MPR for CA_NC_NS_04,18.1.0
2023-03,RAN#99,RP-230502,1381,,A,CR on Harmonic mixing MSD for CA_n8A-n79A (R18 CAT-A),18.1.0
2023-03,RAN#99,RP-230559,1384,,B,Big CR to TS 38.101-1: Adding channel BW support in existing NR bands,18.1.0
2023-03,RAN#99,RP-230546,1385,,B,"big CR 38.101-1 NR Inter-band CA/DC for y bands DL (y=4, 5, 6) with x bands UL (x=1, 2)",18.1.0
2023-03,RAN#99,RP-230514,1386,,A,Frequency range definition update for TS 38.101-1 (Rel-18),18.1.0
2023-03,RAN#99,RP-230519,1393,,A,Clarification on Time mask for Tx switching for SA (Rel-18),18.1.0
2023-03,RAN#99,RP-230503,1400,,A,CR for Rel-18 38.101-1 to correct the configurations for CA_n46M/N/O,18.1.0
2023-03,RAN#99,RP-230532,1401,,B,Big CR for 38.101-1 introduce UL MIMO configurations for Rel-18,18.1.0
2023-03,RAN#99,RP-230547,1403,,B,Big CR on Introduction of completed SUL band combinations into TS 38.101-1,18.1.0
2023-03,RAN#99,RP-230549,1405,,B,Big CR for Rel-18 Simultaneous Rx/Tx inter-band combinations,18.1.0
2023-03,RAN#99,RP-230513,1407,,A,CR for TS 38.101-1 to correct the delta MPR (R18),18.1.0
2023-03,RAN#99,RP-230503,1411,,A,CR for TS 38.101-1 to clarify the inner outer condition for almost contiguous RB allocation (R18),18.1.0
2023-03,RAN#99,RP-230501,1414,,A,CR for TS 38.101-1 to clarify band n34 protection for band n1 and n65 (R18),18.1.0
2023-03,RAN#99,RP-230501,1417,,A,CR for TS 38.101-1 to clarify Out-of-band blocking exception for band n20 and n28 (R18),18.1.0
2023-03,RAN#99,RP-230552,1418,,B,Big CR on TS38.101-1 Addition of intra-band CA Combinations with PC2,18.1.0
2023-03,RAN#99,RP-230501,1427,,A,Additional maximum power reduction for NS_21 (Rel-18),18.1.0
2023-03,RAN#99,RP-230513,1430,,A,CR for 38.101-1: Band combination corrections (Rel-18 Cat A),18.1.0
2023-03,RAN#99,RP-230519,1432,,A,CR for 38.101-1: Clarification of PC1.5 requirements (Rel-18 Cat A),18.1.0
2023-03,RAN#99,RP-230503,1436,,A,CR to TS 38.101-1 on humidity condition for normal temperature,18.1.0
2023-03,RAN#99,RP-230545,1439,,B,"Big CR to reflect the completed NR inter-band CA DC combinations for  3 bands DL with x bands UL (x=1,2) into TS 38.101-1",18.1.0
2023-03,RAN#99,RP-230516,1441,,A,CR for TS 38.101-1 on cleanups for V2X operating bands and channel bandwidth (R18_CAT_A),18.1.0
2023-03,RAN#99,RP-230504,1459,,A,"Output power for NS_38, NS_40, and NS_41",18.1.0
2023-03,RAN#99,RP-230504,1464,1,A,CR to TS 38.101-1 Rel-18 Minimum guardband and missing ULCA power class,18.1.0
2023-03,RAN#99,RP-230533,1467,,F,Corection to Band n105 in coexistence table,18.1.0
2023-03,RAN#99,RP-230519,1469,,A,"CR for TS 38.101-1, Correction of minor errors in suffix E (NR V2X/Sidelink) requirements",18.1.0
2023-03,RAN#99,RP-230501,1471,,A,CR to TS 38.101-1 Rel-18 4Rx for SUL,18.1.0
2023-03,RAN#99,RP-230519,1472,,A,CR to update NS_50 PC2 A-MPR,18.1.0
2023-03,RAN#99,RP-230507,1475,,F,CR to return he Eq1 for intra-band UL CA contiguous,18.1.0
2023-03,RAN#99,RP-230554,1476,,B,Big CR for 38.101-1 on High power UE for FR1 NR inter-band CA/DC or SUL band combination with y DL-x UL and PCm (m<3) and high power on TDD,18.1.0
2023-06,RAN#100,RP-231355,1484,,F,CR to K1 and PdschNumOfHarqProcess for DL-CA,18.2.0
2023-06,RAN#100,RP-231356,1488,,A,FR1 OOB requirements correction,18.2.0
2023-06,RAN#100,RP-231343,1501,,A,Update to UL-MIMO requirements  (Rel-18),18.2.0
2023-06,RAN#100,RP-231350,1504,,A,CR to correct the A-MPR table for NS_05/NS_05U,18.2.0
2023-06,RAN#100,RP-231389,1505,1,B,CR for 38.101-1: Time mask for switching across three or four uplink bands,18.2.0
2023-06,RAN#100,RP-231384,1513,,B,BigCR for High power UE for inter-band CA with power class 2 on single carrier uplink on FDD band,18.2.0
2023-06,RAN#100,RP-231377,1515,,B,Big CR on Introduction of completed SUL band combinations into TS 38.101-1,18.2.0
2023-06,RAN#100,RP-231348,1517,,A,CR for TS 38.101-1 to modify the errors in table 7.6.4-1 due to the introduction of equation-based method (R18),18.2.0
2023-06,RAN#100,RP-231343,1519,,A,CR for TS 38.101-1 to modify the errors for SUL_n78A-n80A configuration (R18),18.2.0
2023-06,RAN#100,RP-231367,1521,,F,On RF requirements for intra-band non-collocated CA,18.2.0
2023-06,RAN#100,RP-231355,1531,,A,CR to TS38.101-1 Correction to out-of-band blocking table,18.2.0
2023-06,RAN#100,RP-231374,1534,,F,NR interband 2UL CA co-ex simplication R18,18.2.0
2023-06,RAN#100,RP-231378,1535,1,B,Big CR for FWA HPUE,18.2.0
2023-06,RAN#100,RP-231383,1538,,B,Big CR to 38.101-1 new combinations for Rel-18 NR HPUE Inter-band,18.2.0
2023-06,RAN#100,RP-231375,1539,1,B,"Big CR to reflect the completed NR inter-band CA DC combinations for  3 bands DL with x bands UL (x=1,2) into TS 38.101-1",18.2.0
2023-06,RAN#100,RP-231355,1543,,A,CR for TS 38.101-1 on corrections to the minimum guardband calculation (R18_CAT_A),18.2.0
2023-06,RAN#100,RP-231351,1546,,A,Rel-18 CR to 38 101-1 for Clarification of UL Tx Switching,18.2.0
2023-06,RAN#100,RP-231355,1549,,A,Rel18 Cat A CR for 38.101-1 Correct the MSD test configuration for CA_n18-n41,18.2.0
2023-06,RAN#100,RP-231343,1554,,A,CR to TS38.101-1: Generalize the increase higher power limit requirements for current CA band combinations,18.2.0
2023-06,RAN#100,RP-231355,1557,,A,CR to TS38.101-1: Correction on terms for NR DC Pcmax,18.2.0
2023-06,RAN#100,RP-231374,1558,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,18.2.0
2023-06,RAN#100,RP-231379,1560,,B,CR on PC 1.5 for FR1 TDD single bands,18.2.0
2023-06,RAN#100,RP-231385,1565,,B,Big CR to TS 38.101-1: Adding channel BW support in existing NR bands,18.2.0
2023-06,RAN#100,RP-231356,1569,,A,CR for Rel-18 38.101-1 to correct CA_n46N_BCS0 to  CA_n46N_BCS1 for inter-band CA including CA_n46N,18.2.0
2023-06,RAN#100,RP-231368,1570,,B,Big CR for 38.101-1 introduce UL MIMO configurations for Rel-18,18.2.0
2023-06,RAN#100,RP-231349,1577,,F,CR to 38.101-1 add the missing additional spurious emissions for CA_n5B,18.2.0
2023-06,RAN#100,RP-231350,1581,,A,CR to TS38.101-1 on corrections for DMRS bundling with Tx Switching (Rel-18),18.2.0
2023-06,RAN#100,RP-231388,1585,1,F,CR for TS 38.101-1 Rel-18 CAT-F: Corrections on band combinations for UE co-existence,18.2.0
2023-06,RAN#100,RP-231351,1588,,A,CR for TS 38.101-1: Adding missing requirements for NR-U Rel-18 CAT-A,18.2.0
2023-06,RAN#100,RP-231351,1590,,A,CR for TS 38.101-1: Adding missing requirements for NR-U Rel-18 CAT-A,18.2.0
2023-06,RAN#100,RP-231343,1591,2,B,Introduction of enhancements for unlicensed access to 38.101-1,18.2.0
2023-06,RAN#100,RP-231375,1592,,F,CR for 38.101-1 18.1.0 Bug fixes for CA/DC tables,18.2.0
2023-06,RAN#100,RP-231377,1595,,F,CR for 38.101-1: Single SUL CA combination notation modifications,18.2.0
2023-06,RAN#100,RP-231356,1599,,A,Update of FR1 UL MIMO EVM measurement description,18.2.0
2023-06,RAN#100,RP-231356,1605,,A,"CR to 38.101-1 Rel-18 Cat A, FRC correction",18.2.0
2023-06,RAN#100,RP-231349,1610,,A,"CR to 38.101-1 Rel-18 Cat A,   Missing MSD correction",18.2.0
2023-06,RAN#100,RP-231343,1615,,A,CR to clarify DC location wording,18.2.0
2023-06,RAN#100,RP-231381,1616,,B,Big CR on TS38.101-1 Addition of intra-band CA Combinations,18.2.0
2023-06,RAN#100,RP-231338,1617,1,F,CR on R18 TS38.101-1 Modification on the PC2 and PC1.5 note on the CA configuration with UL single carrier,18.2.0
2023-06,RAN#100,RP-231373,1618,,B,big CR 38.101-1 new combinations Rel-18 NR Intra-band,18.2.0
2023-06,RAN#100,RP-231383,1622,,A,CR to TS 38.101-1 (Rel-18): Alignment of PC2 uplink/downlink frequency locations to PC3 in configuration,18.2.0
2023-06,RAN#100,RP-231383,1625,,A,CR to TS 38.101-1 (Rel-18): Correction of an invalid channel bandwidth in 3DL/2UL inter-band reference sensitivity testing for both PC3 and PC2,18.2.0
2023-06,RAN#100,RP-231376,1627,,B,"big CR 38.101-1 new combinations Rel-18 NR Inter-band CA/DC for y bands DL with x bands UL (y=4,5,6, x=1,2)",18.2.0
2023-06,RAN#100,RP-231385,1630,1,F,CR 38.101-1 for correction of Notes in Table 5.3.5-1,18.2.0
2023-06,RAN#100,RP-231356,1635,,F,CR for 38.101-1: Foob clarification and n5 and n26 protection for B26/n26,18.2.0
2023-06,RAN#100,RP-231342,1636,,A,CR on PC2 for adding note to CA_n77C and CA_n78C,18.2.0
2023-06,RAN#100,RP-231349,1637,,A,CR on MSD for shared spectrum band,18.2.0
2023-06,RAN#100,RP-231389,1638,,B,CR for 38.101-1 to clarify the time mask for switching with multiple TAGs,18.2.0
2023-06,RAN#100,RP-231343,1639,,B,Addition of 30 KHz SCS for Sync Raster for Band n53,18.2.0
2023-06,RAN#100,RP-231386,1640,,B,Big CR for TS 38.101-1 Rel-18 Simultaneous Rx/Tx inter-band combinations,18.2.0
2023-09,RAN#101,RP-232521,1642,,B,Big CR to 38.101-1 new combinations for Rel-18 NR HPUE Inter-band,18.3.0
2023-09,RAN#101,RP-232520,1643,,B,big CR 38.101-1 new combinations Rel-18 NR Intra-band,18.3.0
2023-09,RAN#101,RP-232505,1644,,F,CR to TS 38.101-1 Rel-18 Corrections to UE co-existence requirements,18.3.0
2023-09,RAN#101,RP-232505,1646,1,A,CR to TS 38.101-1 Rel-18 Introduction of TDD uplink RMC for shorter transients,18.3.0
2023-09,RAN#101,RP-232505,1649,1,A,CR to TS 38.101-1 Rel-18 SUL MSD alignment,18.3.0
2023-09,RAN#101,RP-232505,1651,1,F,CR to TS 38.101-1 Rel-18 Corrections to cross-band MSD and CA_n7-n38 fallback,18.3.0
2023-09,RAN#101,RP-232505,1653,,F,CR to TS 38.101-1 Rel-18 Removing triple uplink configurations and corrections to 2UL CA exceptions,18.3.0
2023-09,RAN#101,RP-232520,1655,1,F,CR for 38.101-1 18.2.0 Bug fixes for CA/DC tables,18.3.0
2023-09,RAN#101,RP-232487,1659,,A,CR for TS 38.101-1 Rel-18 CAT-A: Introducing modification for NS_43 A-MPR region,18.3.0
2023-09,RAN#101,RP-232499,1660,1,F,[NR_unlic_enh-Core] CR for TS 38.101-1 Rel-18: Corrections to NS_53 A-MPR for 100MHz,18.3.0
2023-09,RAN#101,RP-232490,1662,,A,CR for TS 38.101-1 Rel-18 CAT-A: Adding missing channel bandwidth for NS_01,18.3.0
2023-09,RAN#101,RP-232504,1666,,A,CR to clarify pi2BPSK note,18.3.0
2023-09,RAN#101,RP-232489,1671,,A,[NR_CADC_R16_2BDL_xBUL] Correction of a note number for CA_n77A-n78A (R18),18.3.0
2023-09,RAN#101,RP-232525,1674,,A,[TEI18] CR 38.101-1: Various maintenance issues R18,18.3.0
2023-09,RAN#101,RP-232515,1677,1,B,CR to 38.101-1 Introduction of dedicated spectrum less than 5MHz for FR1,18.3.0
2023-09,RAN#101,RP-232498,1680,1,A,[NR_RF_FR1-Core] Correction to EVM measurement point for DFTs-OFDM DM-RS Type 2,18.3.0
2023-09,RAN#101,RP-232521,1683,,B,BigCR for High power UE for FDD single band PC2,18.3.0
2023-09,RAN#101,RP-232520,1685,,A,Correction of band n77 channel bandwidth in configuration 2DL/2UL inter-band harmonic mixing testing for PC3,18.3.0
2023-09,RAN#101,RP-232520,1687,,A,Correction of n48 channel bandwidth in configuration for PC3,18.3.0
2023-09,RAN#101,RP-232487,1692,,A,CR for 38101-1: Almost contiguos NBC change reversal,18.3.0
2023-09,RAN#101,RP-232498,1695,,A,CR for 38.101-1: CA_NS_27 and CA_NS_46 fix,18.3.0
2023-09,RAN#101,RP-232520,1696,,B,Big CR for NR CA band combinations with two SUL cells in Rel-18,18.3.0
2023-09,RAN#101,RP-232525,1697,1,B,CR for TS 38.101-1: Adding asymmetric channel bandwidth of UL 15/ DL 35 MHz for n66 [n66_asymBW],18.3.0
2023-09,RAN#101,RP-232513,1702,1,F,Correction of applicability of time mask for Tx swtiching with dual TAG,18.3.0
2023-09,RAN#101,RP-232489,1704,,A,[NR_CADC_R17_2BDL_xBUL-Core]CR for missing MSD due to 4th order harmonic mixing requirements,18.3.0
2023-09,RAN#101,RP-232505,1710,,A,CR to TS 38.101-1: correction of Pcmax tolerance for 2Tx (Rel-18),18.3.0
2023-09,RAN#101,RP-232489,1716,,A,[NR_CADC_R17_2BDL_xBUL-Core ] CR on MSD for shared spectrum band,18.3.0
2023-09,RAN#101,RP-232486,1718,,A,[NR_6GHz-Core] CR to 38.101-1: applicability note for n104,18.3.0
2023-09,RAN#101,RP-232489,1720,,A,[NR_DL1024QAM_FR1-Core] CR to 38.101-1: correction of FRC reference for maximum input level for 1024 QAM R18,18.3.0
2023-09,RAN#101,RP-232520,1721,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-1,18.3.0
2023-09,RAN#101,RP-232522,1722,,B,CR to reflect the completed 4Rx support for NR FR1 bands (<2.6GHz) into TS 38.101-1,18.3.0
