,Channel bandwidth / UTRAACLR1/2 / Measurement bandwidth,,,,,
,1.4MHz,3.0MHz,5MHz,10MHz,15MHz,20MHz
UTRAACLR1,33 dB,33 dB,33 dB,33 dB,33 dB,33 dB
Adjacent channel centre frequency offset [MHz],0.7+BWUTRA/2/-0.7-BWUTRA/2,1.5+BWUTRA/2/-1.5-BWUTRA/2,+2.5+BWUTRA/2/-2.5-BWUTRA/2,+5+BWUTRA/2/-5-BWUTRA/2,+7.5+BWUTRA/2/-7.5-BWUTRA/2,+10+BWUTRA/2/-10-BWUTRA/2
UTRAACLR2,-,-,36 dB,36 dB,36 dB,36 dB
Adjacent channel centre frequency offset [MHz],-,-,+2.5+3*BWUTRA/2/-2.5-3*BWUTRA/2,+5+3*BWUTRA/2/-5-3*BWUTRA/2,+7.5+3*BWUTRA/2/-7.5-3*BWUTRA/2,+10+3*BWUTRA/2/-10-3*BWUTRA/2
E-UTRA channel Measurement bandwidth,1.08 MHz,2.7 MHz,4.5 MHz,9.0 MHz,13.5 MHz,18 MHz
UTRA 5MHz channel Measurement bandwidth(NOTE 1),3.84 MHz,3.84 MHz,3.84 MHz,3.84 MHz,3.84 MHz,3.84 MHz
UTRA 1.6MHz channel measurement bandwidth(NOTE 2),1.28 MHz,1.28 MHz,1.28 MHz,1.28MHz,1.28MHz,1.28MHz
NOTE 1:Applicable for E-UTRA FDD co-existence with UTRA FDD in paired spectrum.NOTE 2:Applicable for E-UTRA TDD co-existence with UTRA TDD in unpaired spectrum.,,,,,,
