Parameter,Unit,Value,,
Reference channel,,TDDConf.1.1,TDDConf.1.2,
referenceSubcarrierSpacing,kHz,15,15,
TDD UL/DL pattern 1 Note 2,,‘DSUU’S=’10DL:2GP:2UL’,‘DSUU’S=’ 6DL: 2GP: 6UL’,
dl-UL-TransmissionPeriodicity,ms,4,4,
nrofDownlinkSlots,,1,1,
nrofDownlinkSymbols,,10,6,
nrofUplinkSlot,,2,2,
nrofUplinkSymbols,,2,6,
TDD UL/DL pattern 2 Note 2,,‘D’,‘D’,
dl-UL-TransmissionPeriodicity,ms,1,1,
nrofDownlinkSlots,,1,1,
nrofDownlinkSymbols,,0,0,
nrofUplinkSlot,,0,0,
nrofUplinkSymbols,,0,0,
NOTE 1:As specified in TS 38.213 [3] and TS 38.331 [2].NOTE 2:For information.,,,,
