Parameter,Unit,Value,,
Reference channel,,TDDConf.2.1,TDDConf.2.2,TDDConf.2.3
referenceSubcarrierSpacing,kHz,30,30,30
TDD UL/DL pattern 1 Note 2,,‘3D1S4U’S=’6DL:4GP:4UL’,‘1D1S2U’S=’11DL: 1GP:2UL’,‘3D1S4U’S=’4DL:4GP:6UL’
dl-UL-TransmissionPeriodicity,ms,4,2,4
nrofDownlinkSlots,,3,1,3
nrofDownlinkSymbols,,6,11,4
nrofUplinkSlot,,4,2,4
nrofUplinkSymbols,,4,2,6
TDD UL/DL pattern 2 Note 2,,‘DD’,Not configured,‘DD’
dl-UL-TransmissionPeriodicity,ms,1,Not configured,1
nrofDownlinkSlots,,2,Not configured,2
nrofDownlinkSymbols,,0,Not configured,0
nrofUplinkSlot,,0,Not configured,0
nrofUplinkSymbols,,0,Not configured,0
NOTE 1:As specified in TS 38.213 [3] and TS 38.331 [2].NOTE 2:For information,,,,
