Parameter,,Unit,Cell 1,,,Cell 2,
,,,T1,T2,,T1,T2
NR RF Channel Number,,,1,,,2,
AoA setup,,,Setup 1 as defined in A.3.15,,NA,,
Assumption for UE beamsNote 6,,,Rough,,NA,,
Duplex mode,,,TDD,,FDD,,
TDD configuration,,,TDDConf.3.1,,NA,,
BWchannel,,MHz,"100: NPRB,c = 66",,,,
BWP BW,,MHz,"100: NPRB,c = 66",,,,
DRX Cycle,,ms,Not Configured,,Not Configured,,
Gap pattern ID,,,gp0,,NA,,
PDSCH Reference measurement channel,,,SR3.1 TDD,,SR.1.1 FDD,,
CORESET Reference Channel,,,CR3.1 TDD,,CR.1.1 FDD,,
OCNG Patterns,,,OCNG pattern 1,,OCNG pattern 1,,
SMTC Configuration,,,SMTC pattern 1,,SMTC pattern 1,,
SSB Configuration,,,SSB.1 FR2,,SSB.1 FR1,,
PDSCH/PDCCH subcarrier spacing,,kHz,120 kHz,,15 kHz,,
PUCCH/PUSCH subcarrier spacing,,kHz,120 kHz,,15 kHz,,
PRACH configuration,,,FR2 PRACH configuration 1,,FR1 PRACH configuration 1,,
TRS configuration,,,TRS.2.1 TDD,,NA,,
TCI configuration,,,CSI-RS.Config.0,,NA,,
BWP configuraiton,Initial DL BWP,,DLBWP.0.1,,DLBWP.0.1,,
,Dedicated DL BWP,,DLBWP.1.1,,DLBWP.1.1,,
,Initial UL BWP,,ULBWP.0.1,,ULBWP.0.1,,
,Dedicated UL BWP,,ULBWP.1.1,,ULBWP.1.1,,
EPRE ratio of PSS to SSS,,dB,0,,,0,
EPRE ratio of PBCH DMRS to SSS,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,
Propagation condition,,-,AWGN,,"N/ALink only, see clause A.3.7A",,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.,,,,,,,
