Parameter,,Unit,Value
,,,Test 1
Active PCell,,,Cell 1
RF Channel Number,,,1
Duplex mode,Config 1,,TDD
BWchannel,Config 1,MHz,"100: NPRB,c = 66"
DL initial BWP configuration,Config 1,,DLBWP.0.1
UL initial BWP configuration,Config 1,,ULBWP.0.1
TDD Configuration,Config 1,,TDDConf.3.1
RMSI CORESET Reference Channel,Config 1,,CR.3.1 DD
SSB Configuration,Config 1,,SSB.3 FR2
SMTC Configuration,Config 1,,SMTC.1
PDSCH/PDCCH subcarrier spacing,Config 1,kHz,120
PRACH Configuration,Config 1,,Table A.3.8.3.4
OCNG parameters,,,OP.5
CP length,,,Normal
Correlation Matrix and Antenna Configuration,,,2x2 Low
DRX,,s,0.64
cg-SDT-RSRP-ThresholdSSB,,dBm,-110
cg-SDT-RSRP-ChangeThreshold,,dB,8
cg-SDT-TimeAlignmentTime,,,infinity
CG-SDT resource period,,ms,320
T1,,s,0.8
T2,,s,0.96
T3,,s,3.04
T4,,s,1.54
T5,,s,1.76
T6,,s,4.58
