Parameter,,Unit,Cell 1,,,,Cell 2,,
,,,T1,T2,T3,,T1,T2,T3
Assumption for UE beamsNote 6,,,Rough,,,,Rough,,
AoA setup,,,Setup 1 as defined in A.3.15,,,,,,
NR RF Channel Number,,,1,,,,1,,
Duplex mode,,,TDD,,,,,,
TDD configuration,,,TDDConf.3.1,,,,,,
BWchannel,,MHz,"100: NPRB,c = 66",,,,,,
BWP BW,,MHz,"100: NPRB,c = 66",,,,,,
Data PRBs allocated,,,66,,,,,,
DRX Cycle,,ms,Not Applicable,,,,,,
PDSCH Reference measurement channel,,,SR3.1 TDD,,,,,,
RMSI CORESET Reference Channel,,,CR3.1 TDD,,,,,,
Control Channel RMC,,,CCR.3.1 TDD,,,,,,
OCNG Patterns,,,OP. 1,,,,,,
CD-SSB Configuration,,,SSB.3 FR2,,,SSB.3 FR2,,,
NCD-SSB Configuration,,,SSB.21 FR2,,,SSB.21 FR2,,,
PDSCH/PDCCH subcarrier spacing,,kHz,120 kHz,,,,,,
PUCCH/PUSCH subcarrier spacing,,kHz,120 kHz,,,,,,
PRACH configuration,,,FR2 PRACH configuration 1,,,,,,
TRS configuration,,,TRS.2.1 TDD,,,,,,
PDSCH/PDCCH TCI state,,,TCI.State.2,,,,,,
BWP configuraiton,Initial DL BWP,,DLBWP.0.1,,,,,,
,Dedicated DL BWP,,DLBWP.1.2 Note 7,,,DLBWP.1.2 Note 7,,,
,Initial UL BWP,,ULBWP.0.1,,,,,,
,Dedicated UL BWP,,ULBWP.1.2,,,ULBWP.1.2,,,
EPRE ratio of PSS to SSS,,dB,0,,,,0,,
EPRE ratio of PBCH DMRS to SSS,,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,,,
Note2,,dBm/15 kHz,-104.7,,,,-104.7,,
Note2,,dBm/SCS,-95.7,,,,-95.7,,
,,dB,6,-1.8,-1.8,,-Infinity,0,0
,,dB,6,6,6,,-Infinity,7,7
IoNote3,"Config 1,2",dBm/BW,-59.7,-56.7,-56.7,,-59.7,-56.7,-56.7
Propagation condition,,-,AWGN,,,,AWGN,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:Equivalent power received by an antenna with 0 dBi gain at the centre of the quiet zoneNOTE 5:As observed with 0 dBi gain antenna at the centre of the quiet zoneNOTE 6:Information about types of UE beam is given in clause B.2.1.3, and does not limit UE implementation or test system implementationNOTE 7:The starting PRB index for dedicated DL BWP is selected such that NCD-SSB is within the BWP BW.",,,,,,,,,
