Duplex,Table,Name,BW,Mod,TCR,RB,RBOffset,UE Categ,Notes
FS3,,,,,,,,,
FS3,Table A.3.5.1.1-2,R.1 FS3,20,64QAM,0.6,100,,≥ 5,
FS3,Table A.3.15.2.1-1,R.2 FS3,20,16QAM,1/2,100,,≥ 5,
FS3,Table A.3.9.5-1,R.5 FS3,20,64QAM,0.88-0.89,100,,≥ 5,not supporting both initial and end partial SF
FS3,Table A.3.9.5-1,R.6 FS3,20,64QAM,0.77-0.89,100,,≥ 5,supporting end partial SF
FS3,Table A.3.9.5-1,R.7 FS3,20,64QAM,0.88-0.90,100,,≥ 5,supporting initial partial SF but not supporting end partial SF
FS3,Table A.3.9.5-1,R.8 FS3,20,64QAM,0.79-0.80,100,,≥ 5,not supporting both initial and end partial SF
FS3,Table A.3.9.5-1,R.9 FS3,20,64QAM,0.79-0.82,100,,≥ 5,supporting end partial SF
FS3,Table A.3.9.5-1,R.10 FS3,20,64QAM,0.79-0.81,100,,≥ 5,supporting initial partial SF but not supporting end partial SF
FS3,Table A.3.9.5-2,R.11 FS3,20,256QAM,0.75-0.85,100,,≥ 11,not supporting both initial and end partial SF
FS3,Table A.3.9.5-2,R.12 FS3,20,256QAM,0.74-0.85,100,,≥ 11,supporting end partial SF
FS3,Table A.3.9.5-2,R.13 FS3,20,256QAM,0.74-0.85,100,,≥ 11,supporting initial partial SF but not supporting end partial SF
FS3,Table A.3.9.5-2,R.14 FS3,20,256QAM,0.78-0.79,100,,≥ 11,not supporting both initial and end partial SF
FS3,Table A.3.9.5-2,R.15 FS3,20,256QAM,0.74-0.79,100,,≥ 11,supporting end partial SF
FS3,Table A.3.9.5-2,R.16 FS3,20,256QAM,0.77-0.79,100,,≥ 11,supporting initial partial SF but not supporting end partial SF
