Duplex,Table,Name,BW,Mod,TCR,RB,RBOffset,UE Categ,Notes
FDD,Table A.3.3.1-1,R.4 FDD,1.4,QPSK,1/3,6,,≥ 1,
FDD,Table A.3.3.1-1,R.42 FDD,20,QPSK,1/3,100,,≥ 1,
FDD,Table A.3.3.1-1,R.42-1 FDD,3,QPSK,1/3,15,,≥ 1,
FDD,Table A.3.3.1-1,R.42-2 FDD,5,QPSK,1/3,25,,≥ 1,
FDD,Table A.3.3.1-1,R.42-3 FDD,15,QPSK,1/3,75,,≥ 1,
FDD,Table A.3.3.1-1,R.2 FDD,10,QPSK,1/3,50,,≥ 1,
FDD,Table A.3.3.1-2,R.3-1 FDD,5,16QAM,1/2,25,,≥ 1,
FDD,Table A.3.3.1-2,R.3 FDD,10,16QAM,1/2,50,,≥ 2,
FDD,Table A.3.3.1-3,R.5 FDD,3,64QAM,3/4,15,,≥ 1,
FDD,Table A.3.3.1-3,R.6 FDD,5,64QAM,3/4,25,,≥ 2,
FDD,Table A.3.3.1-3,R.7 FDD,10,64QAM,3/4,50,,≥ 2,
FDD,Table A.3.3.1-3,R.8 FDD,15,64QAM,3/4,75,,≥ 2,
FDD,Table A.3.3.1-3,R.9 FDD,20,64QAM,3/4,100,,≥ 3,
FDD,Table A.3.3.1-3a,R.6-1 FDD,5,64QAM,3/4,18,,≥ 1,
FDD,Table A.3.3.1-3a,R.7-1 FDD,10,64QAM,3/4,17,,≥ 1,
FDD,Table A.3.3.1-3a,R.8-1 FDD,15,64QAM,3/4,17,,≥ 1,
FDD,Table A.3.3.1-3a,R.9-1 FDD,20,64QAM,3/4,17,,≥ 1,
FDD,Table A.3.3.1-3a,R.9-2 FDD,20,64QAM,3/4,83,,≥ 2,
FDD,Table A.3.3.1-6,R.41 FDD,10,QPSK,1/10,50,,≥ 1,
Single PRB (Channel edge),,,,,,,,,
FDD,Table A.3.3.1-4,R.0 FDD,3,16QAM,1/2,1,,≥ 1,
FDD,Table A.3.3.1-4,R.1 FDD,10 / 20,16QAM,1/2,1,,≥ 1,
Single PRB (MBSFN Configuration),,,,,,,,,
FDD,Table A.3.3.1-5,R.29 FDD,10,16QAM,1/2,1,,≥ 1,
