Duplex,Table,Name,BW,Mod,TCR,RB,RBOffset,UE Categ,Notes
Two antenna ports (CSI-RS),,,,,,,,,
TDD,Table A.3.4.3.3-1,R.51 TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.3-1,R.51-1 TDD,10,16QAM,0.57,50,,≥ 2,
TDD,Table A.3.4.3.3-1,R.51-2 TDD,5,16QAM,0.57,25,,≥ 2,
TDD,Table A.3.4.3.3-1,R.51-3 TDD,15,16QAM,0.57,75,,≥ 2,
TDD,Table A.3.4.3.3-1,R.51-4 TDD,20,16QAM,0.57,100,,≥ 2,
TDD,Table A.3.4.3.3-1,R.76 FDD,10,QPSK,,50,,≥ 2,
TDD,Table A.3.4.3.3-3,R.76-1 FDD,5,QPSK,,25,,≥ 2,
TDD,Table A.3.4.3.3-3,R.76-2 FDD,15,QPSK,,75,,≥ 2,
TDD,Table A.3.4.3.3-3,R.76-3 FDD,20,QPSK,,100,,≥ 2,
TDD,Table A.3.4.3.3-3,R.76-4 FDD,5,QPSK,,25,,≥ 2,
TDD,Table A.3.4.3.3-3,R.76-5 FDD,10,QPSK,,50,,≥ 2,
TDD,Table A.3.4.3.3-3,R.76-6 FDD,15,QPSK,,75,,≥ 2,
TDD,Table A.3.4.3.3-3,R.76-7 FDD,20,QPSK,,100,,≥ 2,
TDD,Table A.3.4.3.1-2,R.76A TDD,10,QPSK,1/3,50,,≥ 2,
TDD,Table A.3.4.3.1-2,R.94 TDD,10,QPSK,2/3,24,,≥ 1,
"Two antenna ports (CSI-RS, non Quasi Co-located)",,,,,,,,,
TDD,Table A.3.4.3.3-2,R.52 TDD,10,64QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.3-2,R.52-1 TDD,10,16QAM,0.57,50,,≥ 2,
TDD,Table A.3.4.3.3-2,R.53 TDD,10,64QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.3-2,R.54 TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.3-2,R.97 TDD,10,16QAM,1/2,50,,≥ 2,
Four antenna ports (CSI-RS),,,,,,,,,
TDD,Table A.3.4.3.4-1,R.44 TDD,10,64QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.4-5,R.44A-1 TDD,10,64QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.4-1,R.48 TDD,10,QPSK,,50,,≥ 1,
TDD,Table A.3.4.3.4-2,R.60 TDD,10,QPSK,1/2,50,,≥ 1,
TDD,Table A.3.4.3.4-2,R.61 TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.4-2,R.61-1 TDD,10,16QAM,1/2,39,,≥ 1,
TDD,Table A.3.4.3.4-1,R.61A TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.4-3,R.64 TDD,10,QPSK,1/3,6,,0,
TDD,Table A.3.4.3.4-1,R.66 TDD,20,256QAM,,100,,11-15,
TDD,Table A.3.4.3.4-4,R.69 TDD,10,QPSK,0.61-0.8,50,,≥ 1,
TDD,Table A.3.4.3.4-1,R.75 TDD,10,16QAM,0.57,50,,≥ 5,
TDD,Table A.3.4.3.4-1,R.75A TDD,10,16QAM,0.51,50,,≥ 5,
TDD,Table A.3.4.3.4-1,R.cc TDD,10,16QAM,,50,,≥ 2,
"Four antenna ports (CSI-RS, non Quasi Co-located))",,,,,,,,,
TDD,Table A.3.4.3.4-6,R.98 TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.4-6,R.99 TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.4-7,R.100 TDD,10,16QAM,1/2,50,,≥ 2,
Eight antenna ports (CSI-RS),,,,,,,,,
TDD,Table A.3.4.3.5-1,R.50 TDD,10,QPSK,1/3,50,,≥ 1,
TDD,Table A.3.4.3.5-2,R.45 TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.5-2,R.45-1 TDD,10,16QAM,1/2,39,,≥ 1,
TDD,Table A.3.4.3.5-2,R.45A TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.5-2,R.45-2 TDD,10,64QAM,,50,,≥ 2,
TDD,Table A.3.4.3.5-3,R.44A-2 TDD,10,64QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.5-3,R.44A-3 TDD,10,64QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.5-1,R.50-3 TDD,5,16QAM,1/2,25,,8,
TDD,Table A.3.4.3.5-1,R.50-4 TDD,10,16QAM,1/2,50,,8,
TDD,Table A.3.4.3.5-1,R.50-5 TDD,15,16QAM,1/2,75,,8,
TDD,Table A.3.4.3.5-1,R.50-6 TDD,20,16QAM,1/2,100,,8,
TDD,Table A.3.4.3.5-4,R.108 TDD,10,QPSK,1/2,4,,≥ 1,
Twelve antenna ports (CSI-RS),,,,,,,,,
TDD,Table A.3.4.3.6-1,R.77 TDD,10,64QAM,1/2,50,,≥ 2,
Sixteen antenna ports (CSI-RS),,,,,,,,,
TDD,Table A.3.4.3.7-1,R.78 TDD,10,16QAM,1/2,50,,≥ 2,
Twenty-four antenna ports (CSI-RS),,,,,,,,,
TDD,Table A.3.4.3.8-1,R.88 TDD,10,16QAM,1/2,50,,≥ 2,
TDD,Table A.3.4.3.8-1,R.88A TDD,10,16QAM,1/2,50,,≥ 2,
Thirty-two antenna ports (CSI-RS),,,,,,,,,
TDD,Table A.3.4.3.9-1,R.89 TDD,10,64QAM,1/2,50,,≥ 2,
