Duplex,Table,Name,BW,Mod,TCR,RB,RBOffset,UE Categ,Notes
TDD,Table A.2.3.2.3-1,,1.4 - 20,64QAM,3/4,1,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,1.4 - 20,64QAM,3/4,2,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,1.4 - 20,64QAM,3/4,3,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,1.4 - 20,64QAM,3/4,4,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,1.4 - 20,64QAM,3/4,5,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,3 - 20,64QAM,3/4,6,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,3 - 20,64QAM,3/4,8,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,3 - 20,64QAM,3/4,9,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,3 - 20,64QAM,3/4,10,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,3 - 20,64QAM,3/4,12,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,5 - 20,64QAM,3/4,15,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,5 - 20,64QAM,3/4,16,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,5 - 20,64QAM,3/4,18,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,5 - 20,64QAM,3/4,20,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,5 - 20,64QAM,3/4,24,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,10 - 20,64QAM,3/4,25,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,10 - 20,64QAM,3/4,27,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,10 - 20,64QAM,3/4,30,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,10 - 20,64QAM,3/4,32,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,10 - 20,64QAM,3/4,36,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,10 - 20,64QAM,3/4,40,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,10 - 20,64QAM,3/4,45,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,10 - 20,64QAM,3/4,48,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,15 - 20,64QAM,3/4,50,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,15 - 20,64QAM,3/4,54,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,15 - 20,64QAM,3/4,60,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,15 - 20,64QAM,3/4,64,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,15 - 20,64QAM,3/4,72,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,20,64QAM,3/4,75,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,20,64QAM,3/4,80,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,20,64QAM,3/4,81,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,20,64QAM,3/4,90,,"5,8","UL category 5, 8, 13, 14"
TDD,Table A.2.3.2.3-1,,20,64QAM,3/4,96,,"5,8","UL category 5, 8, 13, 14"
