Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-05,RAN1#89,R1-1707082,,,,Draft skeleton,0.0.0
2017-07,AH_NR2,R1-1712014,,,,Inclusion of LDPC related agreements,0.0.1
2017-08,RAN1#90,R1-1714564,,,,Inclusion of Polar coding related agreements,0.0.2
2017-08,RAN1#90,R1-1714659,,,,Endorsed version by RAN1#90 as basis for further updates,0.1.0
2017-09,RAN1#90,R1-1715322,,,,Capturing additional agreements on LDPC and Polar code from RAN1 #90,0.1.1
2017-09,RAN#77,RP-171991,,,,For information to plenary,1.0.0
2017-09,RAN1#90b,R1-1716928,,,,Capturing additional agreements on LDPC and Polar code from RAN1 NR AH#3,1.0.1
2017-10,RAN1#90b,R1-1719106,,,,Endorsed as v1.1.0,1.1.0
2017-11,RAN1#91,R1-1719225,,,,"Capturing additional agreements on channel coding, etc.",1.1.1
2017-11,RAN1#91,R1-1719245,,,,"Capturing additional agreements on DCI format, channel coding, etc.",1.1.2
2017-11,RAN1#91,R1-1721049,,,,Endorsed as v1.2.0,1.2.0
2017-12,RAN1#91,R1-1721342,,,,"Capturing additional agreements on UCI, DCI, channel coding, etc.",1.2.1
2017-12,RAN#78,RP-172668,,,,Endorsed version for approval by plenary.,2.0.0
2017-12,RAN#78,,,,,Approved by plenary - Rel-15 spec under change control,15.0.0
2018-03,RAN#79,RP-180200,0001,-,F,CR capturing the Jan18 ad-hoc and RAN1#92 meeting agreements,15.1.0
2018-04,RAN#79,,,,,MCC: correction of typo in DCI format 0_1 (time domain resource assignment) - higher layer parameter should be pusch-AllocationList,15.1.1
2018-06,RAN#80,RP-181172,0002,1,F,CR to 38.212 capturing the RAN1#92bis and RAN1#93 meeting agreements,15.2.0
2018-06,RAN#80,RP-181257,0003,-,B,CR to 38.212 capturing the RAN1#92bis and RAN1#93 meeting agreements related to URLLC,15.2.0
2018-09,RAN#81,RP-181789,0004,-,F,CR to 38.212 capturing the RAN1#94 meeting agreements,15.3.0
2018-12,RAN#82,RP-182523,0005,3,F,Combined CR of all essential corrections to 38.212 from RAN1#94bis and RAN1#95,15.4.0
2019-03,RAN#83,RP-190448,0006,-,F,Correction of wrong implementation on frequency domain resource assignment bitwidth,15.5.0
2019-03,RAN#83,RP-190448,0008,-,F,Correction to UCI multiplexing,15.5.0
2019-03,RAN#83,RP-190448,0009,-,F,Correction on DCI format 2_3 for SUL cell in TS 38.212,15.5.0
2019-03,RAN#83,RP-190448,0010,-,F,Corrections to TS38.212,15.5.0
2019-03,RAN#83,RP-190448,0011,-,F,On bitwidth calculation for DCI fields using RRC parameter indicating maximum number of MIMO layers per serving cell,15.5.0
2019-03,RAN#83,RP-190448,0012,-,F,CR on zero-padding of DCI 1_1 in cross-carrier scheduling case,15.5.0
2019-03,RAN#83,RP-190448,0013,-,F,Clarification on UL_SUL indicator field and SRS request field,15.5.0
