Field,Bitwidth,,,,
,1 antenna port,2 antenna ports,4 antenna ports,>4 antenna ports,
,,,,Rank1~4,Rank5~8
Rank Indicator,0,"min(1,log2 nRI,sTRP)","min(2,log2 nRI,sTRP)","log2 nRI,sTRP","log2 nRI,sTRP"
Layer Indicator,0,log2v,"min⁡(2, log2v)","min⁡(2, log2v)","min⁡(2, log2v)"
Wide-band CQI for the first TB,4,4,4,4,4
Wideband CQI for the second TB,0,0,0,0,4
Subband differential CQI for the first TB,2,2,2,2,2
Subband differential CQI for the second TB,0,0,0,0,2
CRI if csi-ReportMode= Mode 1 and numberOfSingleTRP-CSI-Mode1 = 1,log2M1+M2,log2M1+M2,log2M1+M2,log2M1+M2,log2M1+M2
CRI if csi-ReportMode= Mode 1 and numberOfSingleTRP-CSI-Mode1 = 2,for the first CRI; for the second CRIlog2M1log2M2,for the first CRI; for the second CRIlog2M1log2M2,for the first CRI; for the second CRIlog2M1log2M2,for the first CRI; for the second CRIlog2M1log2M2,for the first CRI; for the second CRIlog2M1log2M2
CRI if csi-ReportMode= Mode 2,log2M1+M2+N,log2M1+M2+N,log2M1+M2+N,log2M1+M2+N,log2M1+M2+N
