Bit field mapped to index,"Transform precoder is enabled, or maxRank = 1 if transform precoder is disabled",Bit field mapped to index,transform precoder is disabled and maxRank = 2,Bit field mapped to index,transform precoder is disabled and maxRank = 3,Bit field mapped to index,transform precoder is disabled and maxRank = 4
0,1 layer: TPMI=0,0,1 layer: TPMI=0,0,1 layer: TPMI=0,0,1 layer: TPMI=0
…,…,…,…,…,…,…,…
15,1 layer: TPMI=15,15,1 layer: TPMI=15,15,1 layer: TPMI=15,15,1 layer: TPMI=15
16,1 layer: TPMI=16,16,2 layers: TPMI=0,16,2 layers: TPMI=0,16,2 layers: TPMI=0
17-31,reserved,…,…,…,…,…,…
,,119,2 layers: TPMI=103,119,2 layers: TPMI=103,119,2 layers: TPMI=103
,,120,1 layer: TPMI=16,120,3 layers: TPMI=0,120,3 layers: TPMI=0
,,121,2 layers: TPMI=104,…,…,…,…
,,122-127,reserved,423,3 layers: TPMI=303,423,3 layers: TPMI=303
,,,,424,1 layer: TPMI=16,424,4 layers: TPMI=0
,,,,425,2 layers: TPMI=104,…,…
,,,,426,3 layers: 304,703,4 layers: TPMI=279
,,,,427-511,reserved,704,1 layer: TPMI=16
,,,,,,705,2 layers: TPMI=104
,,,,,,706,3 layers: TPMI=304
,,,,,,707-1023,reserved
