Bit field mapped to index,maxRank = 5,Bit field mapped to index,maxRank = 6,Bit field mapped to index,maxRank = 7,Bit field mapped to index,maxRank = 8
0,1 layer: TPMI=0,0,1 layer: TPMI=0,0,1 layer: TPMI=0,0,1 layer: TPMI=0
…,…,…,…,…,…,…,…
7,1 layer: TPMI=7,7,1 layer: TPMI=7,7,1 layer: TPMI=7,7,1 layer: TPMI=7
8,2 layers: TPMI=8,8,2 layers: TPMI=8,8,2 layers: TPMI=8,8,2 layers: TPMI=8
…,…,…,…,…,…,…,…
35,2 layers: TPMI=35,35,2 layers: TPMI=35,35,2 layers: TPMI=35,35,2 layers: TPMI=35
36,3 layers: TPMI=36,36,3 layers: TPMI=36,36,3 layers: TPMI=36,36,3 layers: TPMI=36
…,…,…,…,…,…,…,…
91,3 layers: TPMI=91,91,3 layers: TPMI=91,91,3 layers: TPMI=91,91,3 layers: TPMI=91
92,4 layers: TPMI=92,92,4 layers: TPMI=92,92,4 layers: TPMI=92,92,4 layers: TPMI=92
…,…,…,…,…,…,…,…
161,4 layers: TPMI=161,161,4 layers: TPMI=161,161,4 layers: TPMI=161,161,4 layers: TPMI=161
162,5 layers: TPMI=162,162,5 layers: TPMI=162,162,5 layers: TPMI=162,162,5 layers: TPMI=162
…,…,…,…,…,…,…,…
217,5 layers: TPMI=217,217,5 layers: TPMI=217,217,5 layers: TPMI=217,217,5 layers: TPMI=217
218-255,reserved,218,6 layers: TPMI=218,218,6 layers: TPMI=218,218,6 layers: TPMI=218
,,…,…,…,…,…,…
,,245,6 layers: TPMI=245,245,6 layers: TPMI=245,245,6 layers: TPMI=245
,,246-255,reserved,246,7 layers: TPMI=246,246,7 layers: TPMI=246
,,,,…,…,…,…
,,,,253,7 layers: TPMI=253,253,7 layers: TPMI=253
,,,,254-255,reserved,254,8 layers: TPMI=254
,,,,,,255,reserved
