Bit field mapped to index,codebookSubset = partialAndNonCoherent,Bit field mapped to index,codebookSubset= nonCoherent
0,1 layer: TPMI=0,0,1 layer: TPMI=0
1,1 layer: TPMI=1,1,1 layer: TPMI=1
…,…,…,…
3,1 layer: TPMI=3,3,1 layer: TPMI=3
4,2 layers: TPMI=0,4,2 layers: TPMI=0
…,…,…,…
9,2 layers: TPMI=5,9,2 layers: TPMI=5
10,3 layers: TPMI=0,10,3 layers: TPMI=0
11,4 layers: TPMI=0,11,4 layers: TPMI=0
12,1 layer: TPMI=13,12,1 layer: TPMI=13
13,2 layer: TPMI=6,13,2 layer: TPMI=6
14,3 layer: TPMI=1,14,3 layer: TPMI=1
15,1 layer: TPMI=4,15,Reserved
…,…,,
23,1 layer: TPMI=12,,
24,1 layer: TPMI=14,,
25,1 layer: TPMI=15,,
26,2 layers: TPMI=7,,
…,…,,
32,2 layers: TPMI=13,,
33,3 layers: TPMI=2,,
34,4 layers: TPMI=1,,
35,4 layers: TPMI=2,,
36-63,Reserved,,
