Bit field mapped to index,codebookSubset = fullyAndPartialAndNonCoherent,Bit field mapped to index,codebookSubset= partialAndNonCoherent,Bit field mapped to index,codebookSubset= nonCoherent
0,1 layer: TPMI=0,0,1 layer: TPMI=0,0,1 layer: TPMI=0
1,1 layer: TPMI=1,1,1 layer: TPMI=1,1,1 layer: TPMI=1
…,…,…,…,…,…
3,1 layer: TPMI=3,3,1 layer: TPMI=3,3,1 layer: TPMI=3
4,1 layer: TPMI=4,4,1 layer: TPMI=4,,
…,…,…,…,,
11,1 layer: TPMI=11,11,1 layer: TPMI=11,,
12,1 layers: TPMI=12,12-15,reserved,,
…,…,,,,
27,1 layers: TPMI=27,,,,
28-31,reserved,,,,
