Bit field mapped to index,codebookSubset = fullyAndPartialAndNonCoherent,Bit field mapped to index,codebookSubset = partialAndNonCoherent,Bit field mapped to index,codebookSubset= nonCoherent
0,1 layer: TPMI=0,0,1 layer: TPMI=0,0,1 layer: TPMI=0
1,1 layer: TPMI=1,1,1 layer: TPMI=1,1,1 layer: TPMI=1
…,…,…,…,…,…
3,1 layer: TPMI=3,3,1 layer: TPMI=3,3,1 layer: TPMI=3
4,2 layers: TPMI=0,4,2 layers: TPMI=0,4,2 layers: TPMI=0
…,…,…,…,…,…
9,2 layers: TPMI=5,9,2 layers: TPMI=5,9,2 layers: TPMI=5
10,3 layers: TPMI=0,10,3 layers: TPMI=0,10,3 layers: TPMI=0
11,4 layers: TPMI=0,11,4 layers: TPMI=0,11,4 layers: TPMI=0
12,1 layer: TPMI=4,12,1 layer: TPMI=4,12-15,reserved
…,…,…,…,,
19,1 layer: TPMI=11,19,1 layer: TPMI=11,,
20,2 layers: TPMI=6,20,2 layers: TPMI=6,,
…,…,…,…,,
27,2 layers: TPMI=13,27,2 layers: TPMI=13,,
28,3 layers: TPMI=1,28,3 layers: TPMI=1,,
29,3 layers: TPMI=2,29,3 layers: TPMI=2,,
30,4 layers: TPMI=1,30,4 layers: TPMI=1,,
31,4 layers: TPMI=2,31,4 layers: TPMI=2,,
32,1 layers: TPMI=12,,,,
…,…,,,,
47,1 layers: TPMI=27,,,,
48,2 layers: TPMI=14,,,,
…,…,,,,
55,2 layers: TPMI=21,,,,
56,3 layers: TPMI=3,,,,
…,…,,,,
59,3 layers: TPMI=6,,,,
60,4 layers: TPMI=3,,,,
61,4 layers: TPMI=4,,,,
62-63,reserved,,,,
