Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-04,RAN2#97bis,R2-1703006,-,-,-,Skeleton of NR MAC specification,0.0.1
2017-04,RAN2#97bis,R2-1703915,-,-,-,Editorial updates,0.0.2
2017-05,RAN2#98,R2-1704475,-,-,-,To capture agreements from RAN2#97bis,0.0.3
2017-06,RAN2 NR AH#2,R2-1706608,-,-,-,To capture agreements from RAN2#98,0.0.4
2017-06,RAN2 NR AH#2,R2-1707471,-,-,-,Endorsement of v0.0.4 (including minor updates),0.1.0
2017-08,RAN2#99,R2-1707510,-,-,-,To capture agreements from RAN2 NR AH#2,0.2.0
2017-08,RAN2#99,R2-1709946,-,-,-,To capture agreements from RAN2#99,0.3.0
2017-09,RAN#77,RP-171733,-,-,-,To be presented to RAN for information,1.0.0
2017-11,RAN2#100,R2-1712698,-,-,-,To capture agreements from RAN2#99bis,1.1.0
2017-12,RAN2#100,R2-1714253,-,-,-,To capture agreements from RAN2#100,1.2.0
2017-12,RP-78,RP-172419,-,-,-,To be presented to RAN for approval,2.0.0
2017-12,RP-78,,,,,Upgraded to Rel-15,15.0.0
2018-03,RP-79,RP-180440,0039,1,F,General corrections on TS 38.321,15.1.0
2018-03,RP-79,RP-180440,0041,-,B,Introduction of MAC CEs for NR MIMO,15.1.0
2018-06,RP-80,RP-181216,0057,5,F,Miscellaneous corrections,15.2.0
,RP-80,RP-181216,0103,2,F,Addition of the beamFailureRecoveryTimer,15.2.0
,RP-80,RP-181214,0115,-,F,Correction to SR triggering to accommodate the configured grant,15.2.0
,RP-80,RP-181215,0145,1,F,Corrections on the timers in MAC,15.2.0
,RP-80,RP-181215,0148,1,F,Alternative 1 for Cross Carrier Indication for Semi-Persistent SRS MAC CE,15.2.0
,RP-80,RP-181215,0153,2,F,Flush HARQ buffer upon skipping a UL transmission,15.2.0
,RP-80,RP-181215,0166,1,F,Addition of Prioritized Random Access,15.2.0
,RP-80,RP-181216,0185,-,F,Introduction of PDCP duplication,15.2.0
,RP-80,RP-181216,0186,-,B,MAC CE adaptation for NR for TS 38.321,15.2.0
2018-09,RP-81,RP-181941,0058,5,F,Clarification on starting of drx-HARQ-RTT-TimerDL,15.3.0
,RP-81,RP-181939,0094,3,F,Correction of Configured Grant formula,15.3.0
,RP-81,RP-181940,0100,4,F,Introduction of DRX ambiguous period,15.3.0
,RP-81,RP-181938,0139,2,F,Clarification on timing requirement of SCell deactivation timer,15.3.0
,RP-81,RP-181938,0141,2,F,Correction on PUSCH resource handling for Semi-Persistent CSI reporting,15.3.0
,RP-81,RP-181940,0184,3,F,CR to 38.321 on the allocation of preambles for group B,15.3.0
,RP-81,RP-181940,0189,3,F,PRACH Preamble Selection for Msg1 based SI Request,15.3.0
,RP-81,RP-181938,0190,1,F,PRACH Resource Selection for RA Initiated by PDCCH Order,15.3.0
,RP-81,RP-181942,0193,4,F,Miscellaneous corrections,15.3.0
,RP-81,RP-181938,0200,1,F,Correction on BWP inactivity timer configuration,15.3.0
,RP-81,RP-181938,0203,2,F,Correction on Ci bitmap length determination in the Activation/Deactivation MAC CE,15.3.0
,RP-81,RP-181938,0206,2,F,Addition of NOTE to clarify meaning of available UL-SCH resource,15.3.0
,RP-81,RP-181939,0214,2,F,Correction to RO selection procedure,15.3.0
,RP-81,RP-181938,0215,2,F,CR on Semi-Persistent CSI Reporting and SRS for DRX,15.3.0
,RP-81,RP-181940,0234,2,F,Correction to CCCH LCID,15.3.0
,RP-81,RP-181938,0242,2,F,Correction to SP CSI reporting on PUCCH Activation and Deactivation MAC CE,15.3.0
,RP-81,RP-181938,0243,1,F,Correction to TCI State Indication for UE-specific PDCCH MAC CE,15.3.0
,RP-81,RP-181938,0245,1,F,CR on MAC RAR,15.3.0
,RP-81,RP-181939,0252,1,F,Correction for LCP restriction for duplication and non-duplication,15.3.0
,RP-81,RP-181939,0254,2,F,CR on BWP Inactivity timer,15.3.0
,RP-81,RP-181939,0255,2,F,Correction to BWP operations,15.3.0
,RP-81,RP-181938,0259,2,F,CR on BSR transmisison with insufficient grant,15.3.0
,RP-81,RP-181940,0262,2,F,Corrections on Configured Grants and SPS,15.3.0
,RP-81,RP-181938,0272,2,F,CR on RA parameter description in TS 38.321,15.3.0
,RP-81,RP-181940,0275,1,F,Correction to acknowledgement for SPS deactivation,15.3.0
,RP-81,RP-181940,0276,1,F,Correction to handling of retransmission with a different TBS in DL HARQ,15.3.0
,RP-81,RP-181980,0279,2,F,Correction to BWP handling upon SCell deactivation,15.3.0
,RP-81,RP-181940,0280,2,F,Correction to MAC handling during different measurement gaps,15.3.0
,RP-81,RP-181939,0283,1,F,PDCCH for BFR termination,15.3.0
,RP-81,RP-181939,0285,1,F,CSI reporting in DRX,15.3.0
,RP-81,RP-181940,0290,1,F,Introduction of MCS-C-RNTI,15.3.0
,RP-81,RP-181941,0297,1,F,Clarification on the duration of timers in MAC,15.3.0
,RP-81,RP-181941,0300,1,F,Clarification on support of Type 2 PH,15.3.0
,RP-81,RP-181938,0302,-,F,PRACH Occasion Selection for Msg1 based SI Request,15.3.0
,RP-81,RP-181938,0304,-,F,Correction to RA Resource Selection Procedure,15.3.0
,RP-81,RP-181941,0306,2,F,Correction on BWP operation procedure,15.3.0
,RP-81,RP-181941,0326,2,F,CR on padding BSR,15.3.0
,RP-81,RP-181941,0328,1,F,CR on SR cancellation,15.3.0
,RP-81,RP-181941,0329,2,F,CR on BWP with ongoing RA procedure - Option 1,15.3.0
,RP-81,RP-181940,0331,1,F,CR on BWP inactivity timer stopping due to RA,15.3.0
,RP-81,RP-181941,0342,1,F,Correction for Random Access Back off,15.3.0
,RP-81,RP-181941,0356,1,F,RSRP measurements for Random Access,15.3.0
,RP-81,RP-181938,0357,1,F,Reset of BFD,15.3.0
,RP-81,RP-181942,0368,2,F,CR on first active BWP switching upon RRC (re)configuration,15.3.0
,RP-81,RP-181941,0371,1,F,Clarification on Long Truncated BSR,15.3.0
,RP-81,RP-181940,0376,-,F,Correction on SR with PUSCH resource handling of Semi-Persistent CSI reporting,15.3.0
,RP-81,RP-181940,0378,1,F,BWP operation for BFR RA,15.3.0
,RP-81,RP-181942,0402,2,F,Changes for MAC CEs to Support the Extended Maximum Number of TCI States,15.3.0
2018-12,RP-82,RP-182658,0303,6,F,Msg3 handling for switching from CBRA to CFRA,15.4.0
,RP-82,RP-182658,0354,6,F,Clarification on PHR timing for configured grant,15.4.0
,RP-82,RP-182652,0399,5,F,Preamble power ramping,15.4.0
,RP-82,RP-182651,0406,2,F,bwp-InactivityTimer when PDCCH indicating BWP switching is received,15.4.0
,RP-82,RP-182666,0409,3,F,RRC triggered BWP switching while RACH is ongoing,15.4.0
,RP-82,RP-182658,0411,3,F,Miscellaneous corrections,15.4.0
,RP-82,RP-182658,0413,2,F,RA Preamble Selection Procedure,15.4.0
,RP-82,RP-182658,0421,3,F,Correction for Msg3 grant overlapping with another UL grant,15.4.0
,RP-82,RP-182649,0423,1,F,Correction on the scaling between CSI-RS and SSB for BFR,15.4.0
,RP-82,RP-182654,0432,2,F,Corrections on CFRA BFR termination,15.4.0
,RP-82,RP-182658,0445,2,F,Correction on PHR references,15.4.0
,RP-82,RP-182653,0452,3,F,Correction of BWP switching when SUL is configured,15.4.0
,RP-82,RP-182658,0459,2,F,Correction on BSR triggered SR,15.4.0
,RP-82,RP-182656,0471,2,F,Correction for Reconfiguration of CFRA during ongoing RA,15.4.0
,RP-82,RP-182656,0475,2,F,Introduction of Data Inactivity timer in MAC,15.4.0
,RP-82,RP-182658,0486,3,F,Correction to RA prioritization,15.4.0
,RP-82,RP-182653,0488,2,F,Correction to BFR procedure,15.4.0
,RP-82,RP-182658,0505,2,F,Handling of overlapped configured grant and UL grant received in RAR,15.4.0
,RP-82,RP-182658,0523,1,F,Allow padding when UL grant size is larger than 8 bytes,15.4.0
,RP-82,RP-182658,0535,1,F,Clarification on LCH-to-cell restriction,15.4.0
,RP-82,RP-182658,0547,4,F,Clarification on BWP ID in MAC CE,15.4.0
,RP-82,RP-182658,0551,1,F,Corrections for alignments in RACH resource selection,15.4.0
,RP-82,RP-182658,0553,1,F,Correction on the RO selection for PDCCH order triggered RA,15.4.0
,RP-82,RP-182665,0564,2,F,Correction to SR triggering,15.4.0
,RP-82,RP-182655,0575,-,F,Handling of Msg3 size allocated by RAR mismatch during CBRA procedure,15.4.0
,RP-82,RP-182658,0582,1,F,Clarification to value table for recommended bit rate MAC CE,15.4.0
,RP-82,RP-182656,0587,-,F,Clarification for CCCH1,15.4.0
,RP-82,RP-182666,0593,5,F,Correction to PHR procedures in dual-connectivity,15.4.0
,RP-82,RP-182664,0594,1,F,Correction on DL SPS configuration,15.4.0
,RP-82,RP-182664,0595,-,F,Enabling to configure TCI-state for CORESET#0 by MAC CE,15.4.0
2019-03,RP-83,RP-190540,0603,1,F,Miscellaneous corrections,15.5.0
,RP-83,RP-190540,0630,1,F,Correction on PH omitting of dynamic power sharing incapable UE,15.5.0
,RP-83,RP-190540,0634,1,F,CR on RA-RNTI calculation,15.5.0
