MPDCCH Aggregation level,Pm-Dsg (%),Ês/Iot,Io Note 1 range,,,
,,,E-UTRA operating band groups Note 3,Minimum Io,,Maximum Io
,,dB,,dBm/15kHz,dBm/BWChannel,dBm/BWChannel
Lk NOTE 1,≤1,≥ -3 dB,FDD-M1_A,-121,N/A,-70
,,,FDD-M1_B,-120.5,N/A,-70
,,,FDD-M1_D,-119.5,N/A,-70
,,,FDD-M1_E,-119,N/A,-70
,,,FDD-M1_F,-118.5,N/A,-70
,,,FDD-M1_G,-118,N/A,-70
,,,FDD-M1_N,-114.5,N/A,-70
Lk-2 NOTE 1,>1,≥ -3 dB,FDD-M1_A,-121,N/A,-70
,,,FDD-M1_B,-120.5,N/A,-70
,,,FDD-M1_D,-119.5,N/A,-70
,,,FDD-M1_E,-119,N/A,-70
,,,FDD-M1_F,-118.5,N/A,-70
,,,FDD-M1_G,-118,N/A,-70
,,,FDD-M1_N,-114.5,N/A,-70
"NOTE 1: is the reported MPDCCH aggregation level that UE has reported in DCQR MAC CE where k is the index to the aggregation level set and 1 ≤ k ≤ 6. NOTE 2:Io is assumed to have constant EPRE across the bandwidth.NOTE 3:E-UTRA operating band groups are as defined in Section 3.5.Lk∈{1,2,4,8,16,24}",,,,,,
