Parameter,Io Note 1 range,,
,"E-UTRA operating band groups Note 4, 5",Minimum Io,Maximum Io
,,"dBm/15kHz Note 2, 3",dBm/BWChannel
Conditions,"FDD_A, TDD_A",-121,-50
,"FDD_C, TDD_C",-120,-50
,FDD_D,-119.5,-50
,"FDD_E, TDD_E",-119,-50
,FDD_F,-118.5,-50
,FDD_G,-118,-50
,FDD_H,-117.5,-50
,FDD_N,-114.5,-50
"NOTE 1:When in dBm/15kHz, the minimum Io condition is expressed as the average Io per RE over all REs in that symbol. Io may be different in different symbols within a subframe.NOTE 2:The condition level is increased by ∆>0, when applicable, as described in clause B.4.2 and B.4.3.NOTE 3:The condition level is increased by MSD as defined in clause 7.3B in TS 38.101-3 [54], if applicable depending on E-UTRA – NR band combination.NOTE 4:NR operating band groups are as defined in clause 3.5 in TS 38.133 [50].NOTE 5:Only E-UTRA bands within EN-DC band combinations as specified in clause 5.5B in TS 38.101-3 [54] are applicable.",,,
