Accuracy,Conditions,,,,,
,PRS Ês/Iot,"Minimum PRSbandwidth, which is minimum of serving cell channel bandwidth and the PRS bandwidths of the reference cell and the measured neighbour cell i Note 5",Minimum number of available measurement subframes among the reference cell and the measured neighbour cell i,Io Note 7 range,,
,,,,E-UTRA operating band groups Note 8,MinimumIo Note 1,MaximumIo
Ts Note 2,dB,RB,,,dBm/15kHz Note 6,dBm/BWChannel
15,(PRS Ês/Iot)ref ≥-6dBand(PRS Ês/Iot)i ≥-13dB,≥ 6,6,"FDD_A, TDD_A",-121,-50
,,,,FDD_B1,-120.5,-50
,,,,"FDD_C, TDD_C",-120,-50
,,,,FDD_D,-119.5,-50
,,,,"FDD_E, TDD_E",-119,-50
,,,,FDD_F,-118.5,-50
,,,,FDD_G,-118,-50
,,,,FDD_H,-117.5,-50
,,,,FDD_N,-114.5,-50
10,(PRS Ês/Iot)ref ≥-6dBand(PRS Ês/Iot)i ≥-13dB,15,6,Note 4,Note 4,Note 4
6,(PRS Ês/Iot)ref ≥-6dBand(PRS Ês/Iot)i ≥-13dB,25,≥ 2,Note 4,Note 4,Note 4
5,(PRS Ês/Iot)ref ≥-6dBand(PRS Ês/Iot)i ≥-13dB,50,≥ 1,Note 4,Note 4,Note 4
4,(PRS Ês/Iot)ref ≥-6dBand(PRS Ês/Iot)i ≥-13dB,75,≥ 1,Note 4,Note 4,Note 4
"NOTE 1:This minimum Io condition is expressed as the average Io per RE over all REs in an OFDM symbol.NOTE 2:Ts is the basic timing unit defined in TS 36.211 [16].NOTE 3:PRS bandwidth is as indicated in prs-Bandwidth in the OTDOA assistance data defined in [24].NOTE 4:The same bands and the same Io conditions for each band apply for this requirement as for the corresponding requirement with the PRS bandwidth ≥ 6 RB.NOTE 5:The serving cell, the reference cell, and the measured neighbour cell i are on the same carrier frequency.NOTE 6:The Io is defined in PRS positioning subframes. The same Io range applies to PRS and non-PRS symbols. Io levels are different in PRS and non-PRS symbols within the same subframe.NOTE 7:E-UTRA operating band groups are as defined in Section 3.5.",,,,,,
