Accuracy,Conditions,,,,
,Ês/Iot,Downlink transmissionbandwidth of PCell,Io Note 1 range,,
,,,E-UTRA operating band groups Note 6,Minimum Io,Maximum Io
Ts Note 2,dB,MHz,,dBm/15kHz Note 5,dBm/BWChannel
20,-3 dB,≥1.4 MHz,"FDD_A Note 7, TDD_A",-121,-50
,,,"FDD_B1, FDD_B2",-120.5,-50
,,,"FDD_C, TDD_C",-120,-50
,,,FDD_D,-119.5,-50
,,,"FDD_E, TDD_E",-119,-50
,,,FDD_F,-118.5,-50
,,,FDD_G Note 4,-118,-50
,,,FDD_H,-117.5,-50
,,,FDD_N,-114.5,-50
14,-3 dB,≥ 3 MHz,Note 3,Note 3,Note 3
10,-3 dB,≥ 5 MHz,Note 3,Note 3,Note 3
7,-3 dB,≥10 MHz,Note 3,Note 3,Note 3
"NOTE 1:When in dBm/15kHz, the minimum Io condition is expressed as the average Io per RE over all REs in that symbol. Io may be different in different symbols within a subframe.NOTE 2:Ts is the basic timing unit defined in TS 36.211.NOTE 3:The same bands and the same Io conditions for each band apply for this requirement as for the corresponding requirement with downlink bandwidth ≥1.4 MHz.NOTE 4:Except Band 29.NOTE 5:The condition level is increased by ∆>0, when applicable, as described in Sections B.4.2 and B.4.3.NOTE 6:E-UTRA operating band groups are as defined in Section 3.5.NOTE 7:Except Band 32, Band 75, Band 76.",,,,,
