Group,E-UTRA/NR FDD,,E-UTRA/NR TDD,
,Band group notation,Operating bands,Band group notation,Operating bands
A,NFDD_A,-,NTDD_A,-
B,NFDD_B,-,NTDD_B,-
C,NFDD_C,-,NTDD_C,-
D,NFDD_D,-,NTDD_D,-
E,NFDD_E,-,NTDD_E,-
F,NFDD_F,-,NTDD_F,-
G,NFDD_G,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 24, 25, 26, 28, 31, 65, 66, 70, 71, 72, 73, 74, 85, 87, 88, 103, 106, n1, n2, n3, n5, n7, n8, n12, n14, n18, n20, n25, n28, n65, n66, n70, n71, n74, n106, 111",NTDD_G,"41, 42, 43, 48, 54, n41, n54, n90"
H,NFDD_H,-,NTDD_H,-
I,NFDD_I,-,NTDD_I,-
J,NFDD_J,-,NTDD_J,-
K,NFDD_K,-,NTDD_K,-
L,NFDD_L,-,NTDD_L,-
M,NFDD_M,-,NTDD_M,-
N,NFDD_N,-,NTDD_N,-
