Parameter,Unit,Cell 1,Cell 2,Comments
E-UTRA RF Channel Number,-,1,1,
BWchannel,MHz,10,10,
Active PCell,,Cell 1,,Primary cell of RF channel number 1.
Active SCell,,,Cell 2,Secondary cell of RF channel number 2.
TAG configuration,,pTAG,sTAG,pTAG+sTAG configures Cell 1 and Cell 2 to separate TAGs
OCNG Pattern,-,OP.1 TDD,OP.1 TDD,As defined in A.3.2.2.1.
PDSCH parameters,-,DL Reference Measurement Channel R.0 TDD,DL Reference Measurement Channel R.0 TDD,As defined in A.3.1.1.2.
PCFICH/PDCCH/PHICH parameters,-,DL Reference Measurement Channel R.6 TDD,DL Reference Measurement Channel R.6 TDD,As defined in A.3.1.2.2.
Special subframe configuration,-,6,6,As specified in table 4.2-1 in TS 36.211.
Uplink-downlink configuration,-,1,1,As specified in table 4.2-2 in TS 36.211.
PBCH_RA,dB,0,0,
PBCH_RB,dB,,,
PSS_RA,dB,,,
SSS_RA,dB,,,
PCFICH_RB,dB,,,
PHICH_RA,dB,,,
PHICH_RB,dB,,,
PDCCH_RA,dB,,,
PDCCH_RB,dB,,,
PDSCH_RA,dB,,,
PDSCH_RB,dB,,,
OCNG_RA Note 1,dB,,,
OCNG_RB Note 1,dB,,,
,dB,3,3,
,dBm/15 KHz,-98,-98,
,dB,3,3,
Io Note 2,dBm/9 MHz,-65.5,-65.5,
RSRP Note 3,dBm/15 KHz,-95,-95,
referenceSignalPower,dBm/15 KHz,-5,-5,As defined in clause 6.3.2 in TS 36.331.
Configured UE transmitted power (),dBm,23,23,As defined in clause 6.2.5 in TS 36.101.
PRACH Configuration Index,-,53,53,As defined in table 5.7.1-3 in TS 36.211.
Backoff Parameter Index,-,2,2,As defined in table 7.2-1 in TS 36.321.
Propagation Condition,-,AWGN,AWGN,
Note 1:OCNG shall be used such that the cell is fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Io level has been derived from other parameters for information purpose. It is not a settable parameter.Note 3:RSRP level has been derived from other parameters for information purposes. It is not a settable parameter.,,,,
