Parameter,Unit,Value,,,
NPDCCH Reference channel,-,R.26 HD-FDDR.26 NB-TDD,R.27 HD-FDDR.27 NB-TDD,R.28 HD-FDDR.28 NB-TDD,R.29 HD-FDDR.29 NB-TDD
LTE Carrier bandwidth,MHz,10,10,10,10
Allocated resource blocks Note1,PRB,1,1,1,1
Number of transmitter antennas,-,1,2,1,2
DCI Format,-,N1,N1,N0,N0
Aggregation level,NCCE,2,2,2,2
Maximum number of repetitions,-,Note 2,Note 2,Note 2,Note 2
NPDCCH start symbol,symbols,3,3,3,3
Payload (without CRC),Bits,Note 3,Note 3,Note 3,Note 3
Cell ID,-,Note 4,Note 4,Note 4,Note 4
Note 1:Allocation is located in the middle of narrowband.Note 2:Maximum number of repetitions shall depend upon the test configuration.Note 3:Payload size shall depend upon the test configuration.Note 4:Cell ID shall depend upon the test configuration.,,,,,
