Parameter,,Unit,Value,Comment
Initial condition,Active cell,,Cell 1,"UE is on cell 1 in the initialisation phase, so that reselection to cell 2 occurs during T2"
T2 end condition,Active cell,,Cell 2,UE shall perform reselection to cell 2 during T2
,Neighbour cell,,Cell 1,
T3 end condition,Active cell,,Cell 1,UE shall perform reselection to cell 1 during T3
,Neighbour cell,,Cell 2,
Uplink-downlink configuration of cell 1,,,1,As specified in table 4.2.2 in TS 36.211
Special subframe configuration of cell 1,,,6,As specified in table 4.2.1 in TS 36.211
PRACH configuration of cell 1,,,53,As specified in table 4.7.1-3 in TS 36.211
CP length of cell 1,,,Normal,
Time offset between cells,,,3 ms,Asynchronous cells
Access Barring Information,,-,Not sent,No additional delays in random access procedure.
Treselection,,s,0,
DRX cycle length,,s,"1,28",
HCS,,,Not used,
T1,,s,>20,"During T1, cell 2 shall be powered off, and during the off time the primary scrambling code shall be changed, The intention is to ensure that cell 2 has not been detected by the UE prior to the start of period T2."
T2,,s,85,T2 needs to be defined so that cell re-selection reaction time is taken into account.
T3,,s,25,T3 needs to be defined so that cell re-selection reaction time is taken into account.
