Parameter,,Unit,Value,Comment
PDSCH parameters,,,DL Reference Measurement Channel R.0 TDD,As specified in clause A.3.1.1.2
PCFICH/PDCCHPHICH parameters,,,DL Reference Measurement Channel R.6 TDD,As specified in clause A.3.1.2.2
Initial conditions,PCell,,Cell 1,Cell 1 is on RF channel number 1
,SCell1,,Cell 2,Cell 2 is on RF channel number 2
Final condition,PCell,,Cell 1,Cell 1 is on RF channel number 1
,SCell1,,Cell 2,Cell 2 is on RF channel number 2
E-UTRA RF Channel Number,,,"1,2",Two TDD carriers are used.
Channel Bandwidth (BWchannel),,MHz,10,
DRX,,,-,OFF
CP length,,,Normal,
Access Barring Information,,-,Not Sent,No additional delays in random access procedure.
Special subframe configuration,,,6,As specified in table 4.2-1 in TS 36.211 [16]
Uplink-downlink configuration,,,1,As specified in table 4.2-2 in TS 36.211 [16]
PRACH configuration index,,,53,As specified in table 5.7.1-3 in TS 36.211 [16]
Time offset between cells,,,-,"Intra-cell handover, no offset"
T1,,s,1,
T2,,s,Ndirect,
T3,,s,1,
