Parameter,,Unit,Cell 2 (UTRA),,,,,
Timeslot Number,,,0,,,DwPTS,,
,,,T1,T2,T3,T1,T2,T3
UTRA RF Channel Number (NOTE 1),,,Channel 2,,,,,
PCCPCH_Ec/Ior,dB,,-3,-3,-3,,,
DwPCH_Ec/Ior,dB,,,,,0,0,0
OCNS_Ec/Ior,dB,,-3,-3,-3,,,
,dB,,-inf,11,-3,-inf,11,-3
,dBm/1.28 MHz,,-80,,,,,
PCCPCH RSCP,dBm,,-inf,-72,-86,n.a.,,
Propagation Condition,,,AWGN,,,,,
Qrxlevmin,dBm,,-103,,,,,
"Qoffset1s,n",dB,,"C1, C2: 0",,,,,
Qhyst1s,dB,,0,,,,,
Snonintrasearch,dB,,Not sent,,,,,
"Threshserving, low",dB,,24 (-79dBm),,,,,
"Threshx, low (NOTE 2)",dB,,46 (-94dBm),,,,,
"NOTE 1: In the case of multi-frequency cell, the UTRA RF Channel Number is the primary frequency’s channel number.NOTE 2:This refers to the value of Threshx, low which is included in UTRA system information, and is a threshold for the E-UTRA target cell",,,,,,,,
