Parameter,Unit,Cell 1,,,,Cell 2,,,
,,T1,T2,T3,T4,T1,T2,T3,T4
E-UTRA RF Channel Number,,1,,,,2,,,
BWchannel,MHz,510,,,,510,,,
PDSCH Reference Channel in clause A.3.1.4.4,,5MHz: R.31 FDD10MHz: R.23 FDD,,,-,-,,,5MHz: R.31 FDD10MHz: R.23 FDD
MPDCCH Reference Channel in clause A.3.1.3.4,,R.19 FDD,,,,R.19 FDD,,,
OCNG Patterns in clause A.3.2.1,,5MHz: OP.22 FDD10MHz: OP.21 FDD,,,5MHz: OP.19 FDD10MHz: OP.6 FDD,5 MHz: OP.19 FDD10MHz: OP.6 FDD,,,5 MHz: OP.22 FDD10MHz: OP.21 FDD
PBCH_RA,dB,-3,,,,-3,,,
PBCH_RB,dB,,,,,,,,
PSS_RA,dB,,,,,,,,
SSS_RA,dB,,,,,,,,
MPDCCH_RA,dB,,,,,,,,
MPDCCH_RB,dB,,,,,,,,
PDSCH_RA,dB,,,,,,,,
PDSCH_RB,dB,,,,,,,,
OCNG_RANote 1,dB,,,,,,,,
OCNG_RBNote 1,dB,,,,,,,,
Note 2,dBm/15 KHz,-98,,,,-98,,,
,dB,7,-15,-Infinity,-Infinity,4,-12,-12,-12
,dB,7,-15,-Infinity,-Infinity,4,-12,-12,-12
RSRP Note 3,dBm/15 KHz,-91,-113,-Infinity,-Infinity,-94,-110,-110,-110
Propagation Condition,,AWGN,,,,AWGN,,,
Antenna Configuration,,2x1,,,,2x1,,,
Timing offset to Cell 1 (Asynchronous cells),ms,-,,,,3,,,
Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:Es/Iot and RSRP levels have been derived from other parameters for information purposes. They are not settable parameters themselves.,,,,,,,,,
