Parameter,Unit,Cell 1,,,Cell 2,,,
,,T1,T2,T3,T1,T2,T3,
E-UTRA RF Channel number,,1,,,2,,,
BWchannel,MHz,10,,,10,,,
OCNG Pattern defined in A.3.2.2.2 (OP.2 TDD),,OP.2 TDD,,,OP.2 TDD,,,
PBCH_RA,dB,0,,,0,,,
PBCH_RB,dB,,,,,,,
PSS_RA,dB,,,,,,,
SSS_RA,dB,,,,,,,
PCFICH_RB,dB,,,,,,,
PHICH_RA,dB,,,,,,,
PHICH_RB,dB,,,,,,,
PDCCH_RA,dB,,,,,,,
PDCCH_RB,dB,,,,,,,
PDSCH_RA,dB,,,,,,,
PDSCH_RB,dB,,,,,,,
OCNG_RANote 1,dB,,,,,,,
OCNG_RBNote 1,dB,,,,,,,
Qrxlevmin,dBm,-140,,,-140,,,
Note 2,dBm/15 kHz,-98.5,,,-98.5,,,
RSRP Note 3,dBm/15 KHz,-83.5,-83.5,-83.5,-102.5,-infinity,,-85.5
,dB,15,15,15,-4,-infinity,,13
,dB,15,15,15,-4,-infinity,,13
TreselectionEUTRAN,S,0,,,0,,,
Snonintrasearch,dB,50,,,Not sent,,,
"Threshx, high",dB,48,,,48,,,
"Threshserving, low",dB,44,,,44,,,
"Threshx, low",dB,50,,,50,,,
Propagation Condition,,AWGN,,,AWGN,,,
Antenna Configuration,,1x1,,,1x1,,,
Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RSRP levels have been derived from other parameters for information purposes. They are not settable parameters themselves.,,,,,,,,
