Parameter,,Unit,Value,Comment
Initial condition,Active cell,,Cell1,UE shall be forced to cell 1 in the initialisation phase
Final condition,Active cell,,Cell2,UE shall perform reselection to cell 2 during T2
E-UTRA RF Channel Number,,,"1, 2",Two TDD carrier frequencies are used.
Time offset between cells,,s,3,Synchronous cells
Uplink-downlink configuration,,,1,As specified in table 4.2-2 in TS 36.211
Special subframe configuration,,,6,As specified in table 4.2-1 in TS 36.211
PRACH configuration,,,53,As specified in table 5.7.1-3 in TS 36.211
Access Barring Information,,-,Not Sent,No additional delays in random access procedure.
DRX cycle length,,s,1.28,The value shall be used for all cells in the test.
T1,,s,15,T1 need to be defined so that the non-allowed CSG cell is identified.
T2,,s,40,T2 need to be defined so that cell re-selection reaction time is taken into account.
T3,,s,15,T3 need to be defined so that whether cell re-selection would not occur is insured.
