Parameter,,Unit,Value,Comment
T0,Active cell,,Cell1,"T0 is repeated on each repetition of the test. In T0 the test equipment selects frequencies for cell 2, 3, 4 and then time is allowed for the UE to identify the neighbour cells.  See cell specific parameters for detailed settings."
T1 start condition,Active cell,,Cell 1,
T1 end condition,Active cell,,Cell 2,UE shall perform reselection to cell 2 during T1
,Neighbour cell,,"Cell 1, cell 3, cell 4",
T2 end condition,Active cell,,Cell 3,UE shall perform reselection to cell 3 during T2
,Neighbour cell,,"Cell 1, cell 2, cell 4",
T3 end condition,Active cell,,Cell 4,UE shall perform reselection to cell 4 during T3
,Neighbour cell,,"Cell 1, cell 2, cell 3",
T4 end condition,Active cell,,Cell 1,UE shall perform reselection to cell 1 during T4
,Neighbour cell,,"Cell 2, cell 3, cell 4",
UE configured E-UTRA RF Channel Number,,,"1, 2,3,4,5,6,7,8,9","Serving cell and eight xDD carrier frequencies are used in the UE neighbour cell list. Frequencies 5,6,7,8 and 9 are indicated to have reduced performance"
Test eqipment configuration,,,"Cell 1 uses UTRA RF channel number 1Cells 2,3,4 are randomly selected to use different frequencies selected from frequencies 2,3,4,5,6,7,8,9",
PRACH configuration,,,4,As specified in table 5.7.1-2 in TS 36.211 [16]
Access Barring Information,,-,Not Sent,No additional delays in random access procedure.
DRX cycle length,,s,1.28,The value shall be used for all cells in the test.
T0,,s,(Test equipment frequency selection and configuration time) + 960,"T0 is defined so that the Test equipment selects frequencies and configures the cells, then the UE cell detection time is taken into account."
T1,,s,25,T1 need to be defined so that cell re-selection reaction time is taken into account.
T2,,s,200,T2 need to be defined so that cell re-selection reaction time is taken into account
T3,,s,200,T3 need to be defined so that cell re-selection reaction time is taken into account.
T4,,s,25,T4 need to be defined so that cell re-selection reaction time is taken into account
