Parameter,,Unit,Cell 1,,
,,,T1,T2,T3
Duplex mode,Config 1,,FDD,,
,"Config 2,3",,TDD,,
TDD configuration,Config 1,,Not applicable,,
,Config 2,,TDDConf.1.1,,
,Config 3,,TDDConf.2.1,,
BWchannel,"Config 1,2",MHz,Note 7,,
,Config 3,,Note 7,,
BWoccupied,"Config 1,2",RB,52 Note 5,,
,Config 3,,106 Note 6,,
Initial BWP configuration,,,DLBWP.0.1,,
TCI state,,,TCI.State.0,,
TRS Configuration,Config 1,,TRS.1.1 FDD,,
,Config 2,,TRS.1.1 TDD,,
,Config 3,,TRS.1.2 TDD,,
PDSCH Reference measurement channel,Config 1,,SR.1.1 FDD,,
,Config 2,,SR.1.1 TDD,,
,Config 3,,SR.2.1 TDD,,
Dedicated CORESET parameters,Config 1,,CCR.1.1 FDD,,
,Config 2,,CCR.1.1 TDD,,
,Config 3,,CCR.2.1 TDD,,
RMSI CORESET parameters,Config 1,,CR.1.1 FDD,,
,Config 2,,CR.1.1 TDD,,
,Config 3,,CR.2.1 TDD,,
OCNG Patterns,"Config 1,2",,OP.1Note 5,,
,"Config 3,",,OP.1 Note 6,,
SSB Configuration,"Config 1,2",,SSB.1 FR1,,
,Config 3,,SSB.2 FR1,,
CSI-RS configuration for CSI reporting (Note 8),Config 1,,CSI-RS.1.1 FDD,,
,Config 2,,CSI-RS.1.1 TDD,,
,Config 3,,CSI-RS.2.1 TDD,,
SMTC configuration,,,SMTC.1,,
reportConfigType,,,periodic,,
reportQuantity,,,cri-RI-PMI-CQI,,
CSI reporting periodicity,"Config 1,2",slot,5,,
,Config 3,,10,,
CSI reporting offset,"Config 1,2",slot,3,,
,Config 3,,5,,
EPRE ratio of PSS to SSS,,dB,0,,
EPRE ratio of PBCH DMRS to SSS,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,
EPRE ratio of OCNG DMRS to SSS Note 1,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,
Note2,"Config 1,2",dBm/SCS,-104,,
,Config 3,,-101,,
,,dB,17,,
,,dB,17,,
SS-RSRPNote3,"Config 1,2",dBm/SCS,-87,,
,Config 3,,-84,,
SCH_RP Note 3,,dBm/15 kHz,-87,,
Io Note3,"Config 1,2",dBm/9.36 MHz,-58.96,,
,Config 3,dBm/38.16 MHz,-52.87,,
Propagation condition,,-,AWGN,,
Correlation Matrix and Antenna Configuration,,-,2x2 Low,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled within BWoccupied.NOTE 3:SS-RSRP and SCH_RP levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:The uplink resources for CSI reporting are assigned to the UE prior to the start of time period T2.NOTE 5:All UL/DL transmission shall be confined within BWoccupied (i.e. 10 MHz, 52 PRBs) from FC,low, and Io is independent of the BWchannel configured.NOTE 6:All UL/DL transmission shall be confined within BWoccupied (i.e. 40 MHz, 106 PRBs) from FC,low, and Io is independent of the BWchannel configured.NOTE 7:NPRB,c. is derived from Table 5.3.2-1 in TS38.101-1[2] with configured BWchannel.NOTE 8: On top of the reference configurations, CSI-RS offset should be set to meet the CSI reference resource timing definition in TS 38.214 [26] clause 5.2.2.5.",,,,,
