Parameter,,Unit,Cell 2
Duplex mode,ConfigSCell 1,,FDD
,"ConfigSCell 2,3",,TDD
TDD configuration,ConfigSCell 1,,Not applicable
,ConfigSCell 2,,TDDConf.1.1
,ConfigSCell 3,,TDDConf.2.1
BWchannel,"ConfigSCell 1,2",MHz,Note 7
,ConfigSCell 3,,Note 7
BWoccupied,"ConfigSCell 1,2",RB,52 Note 5
,ConfigSCell 3,,106 Note 6
Initial BWP configuration,,,DLBWP.0.1
TCI state,,,TCI.State.0
TRS Configuration,ConfigSCell 1,,TRS.1.1 FDD
,ConfigSCell 2,,TRS.1.1 TDD
,ConfigSCell 3,,TRS.1.2 TDD
PDSCH Reference measurement channel,ConfigSCell 1,,N/A
,ConfigSCell 2,,N/A
,ConfigSCell 3,,N/A
Dedicated CORESET parameters,ConfigSCell 1,,N/A
,ConfigSCell 2,,N/A
,ConfigSCell 3,,N/A
RMSI CORESET parameters,ConfigSCell 1,,N/A
,ConfigSCell 2,,N/A
,ConfigSCell 3,,N/A
OCNG Patterns,"ConfigSCell 1,2",,OP.1Note 5
,"ConfigSCell 3,",,OP.1 Note 6
SSB Configuration,"ConfigSCell 1,2",,SSB.1 FR1
,ConfigSCell 3,,SSB.2 FR1
OD-SSB Configuration,"ConfigSCell 1,2",,SSB.15 FR1
,ConfigSCell 3,,SSB.18 FR1
CSI-RS configuration for CSI reporting Note 8,ConfigSCell 1,,CSI-RS.1.1 FDD
,ConfigSCell 2,,CSI-RS.1.1 TDD
,ConfigSCell 3,,CSI-RS.2.1 TDD
SMTC configuration,,,SMTC.1
reportConfigType,,,periodic
reportQuantity,,,ssb-Index-RSRP
Number of reported RS,,,2
L1-RSRP reporting period,,slot,80
EPRE ratio of PSS to SSS,,dB,0
EPRE ratio of PBCH DMRS to SSS,,,
EPRE ratio of PBCH to PBCH DMRS,,,
EPRE ratio of PDCCH DMRS to SSS,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,
EPRE ratio of PDSCH DMRS to SSS,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,
EPRE ratio of OCNG DMRS to SSS Note 1,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,
Propagation condition,,,AWGN
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled within BWoccupied.NOTE 3:SS-RSRP and SCH_RP levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:The uplink resources for CSI reporting are assigned to the UE prior to the start of time period T2.NOTE 5:All UL/DL transmission shall be confined within BWoccupied (i.e. 10 MHz, 52 PRBs) from FC,low, and Io is independent of the BWchannel configured.NOTE 6:All UL/DL transmission shall be confined within BWoccupied (i.e. 40 MHz, 106 PRBs) from FC,low, and Io is independent of the BWchannel configured.NOTE 7:NPRB,c. is derived from Table 5.3.2-1 in TS38.101-1[18] with configured BWchannel.NOTE 8: On top of the reference configurations, CSI-RS offset should be set to meet the CSI reference resource timing definition in clause 5.2.2.5 in TS 38.214 [26].",,,
