Parameter,,Unit,Value,Comment
RF Channel Number,,,1,One NR NTN satellite RF channel
Initial conditions,Active cell,,Cell 1,
Final condition,Active cell,,Cell 2,
"UE position (L,B, H)",,,"(0, 0, 0)","Set by any pre-configured means.(L,B,H) is Geodetic coordinate, where L is latitude, B is longitude, and H is height."
Access Barring Information,,-,Not barred,No additional delays in random access procedure.
timeDomainOffset,,,0,
timeDomainAllocation,,,0,PUSCH MappingType AstartSymbol S=0Length L=14
timeReferenceSFN-r16,,,sfn512,
Periodcity,,,sym10x14,
Time offset between cells,,,3 s,Synchronous cells
T1,,s,5,
T2,,ms,100,
T3,,s,5,
