Parameter,,,Unit,Test1,
,,,,T1,T2
Duplex mode,"Config 1,2,3,4,5",,,FDD,
Satellite information,"Config 1,3,4",,,SSC.1,
,"Config 2,5",,,SSC.2,
,Config 3,,,SSC.1,
BWchannel,"Config 1,2,3",,MHz,"100: NPRB,c = 66",
,"Config 4,5",,,"10: NPRB,c = 24",
BWP BW,"Config 1,2,3",,MHz,"100: NPRB,c = 66",
,"Config 4,5",,,"10: NPRB,c = 24",
DRX Cycle,,,ms,Not Applicable,
PDSCH Reference measurement channel,"Config 1,2,3",,,SR.X.X FDD,
,"Config 4,5",,,SR.2.1 TDD,
RMSI CORESET Reference Channel,"Config 1,2,3",,,CR.X.X FDD,
,"Config 4,5",,,CR.2.1 TDD,
Dedicated CORESET Reference Channel,"Config 1,2,3",,,CCR.X.X FDD,
,"Config 4,5",,,CCR.2.1 TDD,
TRS configuration,"Config 1,2,3",,,TRS.2.1 FDD,
,"Config 4,5",,,TRS.1.2 TDD,
OCNG Patterns,,,,OCNG pattern 1,
SMTC configuration,"Config 1,2,3",,,SMTC.1,
SSB configuration,"Config 1,2,3",,,SSB.1 FR2,
,"Config 4,5",,,SSB.1 FR1,
PDSCH/PDCCH subcarrier spacing,"Config 1,2,3",,kHz,120 kHz,
,"Config 4,5",,,30 kHz,
PUCCH/PUSCH subcarrier spacing,"Config 1,2,3",,kHz,120 kHz,
,"Config 4,5",,,30 kHz,
EPRE ratio of PSS to SSS,,,dB,0,
EPRE ratio of PBCH DMRS to SSS,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,
Propagation condition,,"Config 1, 2, 3",-,AWGN,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:VoidNOTE 3:Void,,,,,
