,,,,,,,,
0,reserved,reserved,44,3,"(0,0,1,1,0,1,0)",88,3,"(0,0,0,1,1,0,1)"
1,1,"(1,0,0,0,0,0,0)",45,4,"(1,0,1,1,0,1,0)",89,4,"(1,0,0,1,1,0,1)"
2,1,"(0,1,0,0,0,0,0)",46,4,"(0,1,1,1,0,1,0)",90,4,"(0,1,0,1,1,0,1)"
3,2,"(1,1,0,0,0,0,0)",47,5,"(1,1,1,1,0,1,0)",91,5,"(1,1,0,1,1,0,1)"
4,1,"(0,0,1,0,0,0,0)",48,2,"(0,0,0,0,1,1,0)",92,4,"(0,0,1,1,1,0,1)"
5,2,"(1,0,1,0,0,0,0)",49,3,"(1,0,0,0,1,1,0)",93,5,"(1,0,1,1,1,0,1)"
6,2,"(0,1,1,0,0,0,0)",50,3,"(0,1,0,0,1,1,0)",94,5,"(0,1,1,1,1,0,1)"
7,3,"(1,1,1,0,0,0,0)",51,4,"(1,1,0,0,1,1,0)",95,6,"(1,1,1,1,1,0,1)"
8,1,"(0,0,0,1,0,0,0)",52,3,"(0,0,1,0,1,1,0)",96,2,"(0,0,0,0,0,1,1)"
9,2,"(1,0,0,1,0,0,0)",53,4,"(1,0,1,0,1,1,0)",97,3,"(1,0,0,0,0,1,1)"
10,2,"(0,1,0,1,0,0,0)",54,4,"(0,1,1,0,1,1,0)",98,3,"(0,1,0,0,0,1,1)"
11,3,"(1,1,0,1,0,0,0)",55,5,"(1,1,1,0,1,1,0)",99,4,"(1,1,0,0,0,1,1)"
12,2,"(0,0,1,1,0,0,0)",56,3,"(0,0,0,1,1,1,0)",100,3,"(0,0,1,0,0,1,1)"
13,3,"(1,0,1,1,0,0,0)",57,4,"(1,0,0,1,1,1,0)",101,4,"(1,0,1,0,0,1,1)"
14,3,"(0,1,1,1,0,0,0)",58,4,"(0,1,0,1,1,1,0)",102,4,"(0,1,1,0,0,1,1)"
15,4,"(1,1,1,1,0,0,0)",59,5,"(1,1,0,1,1,1,0)",103,5,"(1,1,1,0,0,1,1)"
16,1,"(0,0,0,0,1,0,0)",60,4,"(0,0,1,1,1,1,0)",104,3,"(0,0,0,1,0,1,1)"
17,2,"(1,0,0,0,1,0,0)",61,5,"(1,0,1,1,1,1,0)",105,4,"(1,0,0,1,0,1,1)"
18,2,"(0,1,0,0,1,0,0)",62,5,"(0,1,1,1,1,1,0)",106,4,"(0,1,0,1,0,1,1)"
19,3,"(1,1,0,0,1,0,0)",63,6,"(1,1,1,1,1,1,0)",107,5,"(1,1,0,1,0,1,1)"
20,2,"(0,0,1,0,1,0,0)",64,1,"(0,0,0,0,0,0,1)",108,4,"(0,0,1,1,0,1,1)"
21,3,"(1,0,1,0,1,0,0)",65,2,"(1,0,0,0,0,0,1)",109,5,"(1,0,1,1,0,1,1)"
22,3,"(0,1,1,0,1,0,0)",66,2,"(0,1,0,0,0,0,1)",110,5,"(0,1,1,1,0,1,1)"
23,4,"(1,1,1,0,1,0,0)",67,3,"(1,1,0,0,0,0,1)",111,6,"(1,1,1,1,0,1,1)"
24,2,"(0,0,0,1,1,0,0)",68,2,"(0,0,1,0,0,0,1)",112,3,"(0,0,0,0,1,1,1)"
25,3,"(1,0,0,1,1,0,0)",69,3,"(1,0,1,0,0,0,1)",113,4,"(1,0,0,0,1,1,1)"
26,3,"(0,1,0,1,1,0,0)",70,3,"(0,1,1,0,0,0,1)",114,4,"(0,1,0,0,1,1,1)"
27,4,"(1,1,0,1,1,0,0)",71,4,"(1,1,1,0,0,0,1)",115,5,"(1,1,0,0,1,1,1)"
28,3,"(0,0,1,1,1,0,0)",72,2,"(0,0,0,1,0,0,1)",116,4,"(0,0,1,0,1,1,1)"
29,4,"(1,0,1,1,1,0,0)",73,3,"(1,0,0,1,0,0,1)",117,5,"(1,0,1,0,1,1,1)"
30,4,"(0,1,1,1,1,0,0)",74,3,"(0,1,0,1,0,0,1)",118,5,"(0,1,1,0,1,1,1)"
31,5,"(1,1,1,1,1,0,0)",75,4,"(1,1,0,1,0,0,1)",119,6,"(1,1,1,0,1,1,1)"
32,1,"(0,0,0,0,0,1,0)",76,3,"(0,0,1,1,0,0,1)",120,4,"(0,0,0,1,1,1,1)"
33,2,"(1,0,0,0,0,1,0)",77,4,"(1,0,1,1,0,0,1)",121,5,"(1,0,0,1,1,1,1)"
34,2,"(0,1,0,0,0,1,0)",78,4,"(0,1,1,1,0,0,1)",122,5,"(0,1,0,1,1,1,1)"
35,3,"(1,1,0,0,0,1,0)",79,5,"(1,1,1,1,0,0,1)",123,6,"(1,1,0,1,1,1,1)"
36,2,"(0,0,1,0,0,1,0)",80,2,"(0,0,0,0,1,0,1)",124,5,"(0,0,1,1,1,1,1)"
37,3,"(1,0,1,0,0,1,0)",81,3,"(1,0,0,0,1,0,1)",125,6,"(1,0,1,1,1,1,1)"
38,3,"(0,1,1,0,0,1,0)",82,3,"(0,1,0,0,1,0,1)",126,6,"(0,1,1,1,1,1,1)"
39,4,"(1,1,1,0,0,1,0)",83,4,"(1,1,0,0,1,0,1)",127,7,"(1,1,1,1,1,1,1)"
40,2,"(0,0,0,1,0,1,0)",84,3,"(0,0,1,0,1,0,1)",,,
41,3,"(1,0,0,1,0,1,0)",85,4,"(1,0,1,0,1,0,1)",,,
42,3,"(0,1,0,1,0,1,0)",86,4,"(0,1,1,0,1,0,1)",,,
43,4,"(1,1,0,1,0,1,0)",87,5,"(1,1,1,0,1,0,1)",,,
