,,,,,,,,
0,reserved,reserved,22,3,"(0,1,1,0,1,0)",44,3,"(0,0,1,1,0,1)"
1,1,"(1,0,0,0,0,0)",23,4,"(1,1,1,0,1,0)",45,4,"(1,0,1,1,0,1)"
2,1,"(0,1,0,0,0,0)",24,2,"(0,0,0,1,1,0)",46,4,"(0,1,1,1,0,1)"
3,2,"(1,1,0,0,0,0)",25,3,"(1,0,0,1,1,0)",47,5,"(1,1,1,1,0,1)"
4,1,"(0,0,1,0,0,0)",26,3,"(0,1,0,1,1,0)",48,2,"(0,0,0,0,1,1)"
5,2,"(1,0,1,0,0,0)",27,4,"(1,1,0,1,1,0)",49,3,"(1,0,0,0,1,1)"
6,2,"(0,1,1,0,0,0)",28,3,"(0,0,1,1,1,0)",50,3,"(0,1,0,0,1,1)"
7,3,"(1,1,1,0,0,0)",29,4,"(1,0,1,1,1,0)",51,4,"(1,1,0,0,1,1)"
8,1,"(0,0,0,1,0,0)",30,4,"(0,1,1,1,1,0)",52,3,"(0,0,1,0,1,1)"
9,2,"(1,0,0,1,0,0)",31,5,"(1,1,1,1,1,0)",53,4,"(1,0,1,0,1,1)"
10,2,"(0,1,0,1,0,0)",32,1,"(0,0,0,0,0,1)",54,4,"(0,1,1,0,1,1)"
11,3,"(1,1,0,1,0,0)",33,2,"(1,0,0,0,0,1)",55,5,"(1,1,1,0,1,1)"
12,2,"(0,0,1,1,0,0)",34,2,"(0,1,0,0,0,1)",56,3,"(0,0,0,1,1,1)"
13,3,"(1,0,1,1,0,0)",35,3,"(1,1,0,0,0,1)",57,4,"(1,0,0,1,1,1)"
14,3,"(0,1,1,1,0,0)",36,2,"(0,0,1,0,0,1)",58,4,"(0,1,0,1,1,1)"
15,4,"(1,1,1,1,0,0)",37,3,"(1,0,1,0,0,1)",59,5,"(1,1,0,1,1,1)"
16,1,"(0,0,0,0,1,0)",38,3,"(0,1,1,0,0,1)",60,4,"(0,0,1,1,1,1)"
17,2,"(1,0,0,0,1,0)",39,4,"(1,1,1,0,0,1)",61,5,"(1,0,1,1,1,1)"
18,2,"(0,1,0,0,1,0)",40,2,"(0,0,0,1,0,1)",62,5,"(0,1,1,1,1,1)"
19,3,"(1,1,0,0,1,0)",41,3,"(1,0,0,1,0,1)",63,6,"(1,1,1,1,1,1)"
20,2,"(0,0,1,0,1,0)",42,3,"(0,1,0,1,0,1)",64-127,reserved,reserved
21,3,"(1,0,1,0,1,0)",43,4,"(1,1,0,1,0,1)",,,
