,,,,,,,,
0,1,"(1,0,0,0,0,0,0,0)",37,4,"(1,1,1,0,1,0,0,0)",74,4,"(0,1,1,1,0,0,0,1)"
1,1,"(0,1,0,0,0,0,0,0)",38,4,"(1,1,0,1,1,0,0,0)",75,4,"(1,1,0,0,1,0,0,1)"
2,1,"(0,0,1,0,0,0,0,0)",39,4,"(1,0,1,1,1,0,0,0)",76,4,"(1,0,1,0,1,0,0,1)"
3,1,"(0,0,0,1,0,0,0,0)",40,4,"(0,1,1,1,1,0,0,0)",77,4,"(0,1,1,0,1,0,0,1)"
4,1,"(0,0,0,0,1,0,0,0)",41,4,"(1,1,1,0,0,1,0,0)",78,4,"(1,0,0,1,1,0,0,1)"
5,1,"(0,0,0,0,0,1,0,0)",42,4,"(1,1,0,1,0,1,0,0)",79,4,"(0,1,0,1,1,0,0,1)"
6,1,"(0,0,0,0,0,0,1,0)",43,4,"(1,0,1,1,0,1,0,0)",80,4,"(0,0,1,1,1,0,0,1)"
7,1,"(0,0,0,0,0,0,0,1)",44,4,"(0,1,1,1,0,1,0,0)",81,4,"(1,1,0,0,0,1,0,1)"
8,2,"(1,1,0,0,0,0,0,0)",45,4,"(1,1,0,0,1,1,0,0)",82,4,"(1,0,1,0,0,1,0,1)"
9,2,"(1,0,1,0,0,0,0,0)",46,4,"(1,0,1,0,1,1,0,0)",83,4,"(0,1,1,0,0,1,0,1)"
10,2,"(0,1,1,0,0,0,0,0)",47,4,"(0,1,1,0,1,1,0,0)",84,4,"(1,0,0,1,0,1,0,1)"
11,2,"(1,0,0,1,0,0,0,0)",48,4,"(1,0,0,1,1,1,0,0)",85,4,"(0,1,0,1,0,1,0,1)"
12,2,"(0,1,0,1,0,0,0,0)",49,4,"(0,1,0,1,1,1,0,0)",86,4,"(0,0,1,1,0,1,0,1)"
13,2,"(0,0,1,1,0,0,0,0)",50,4,"(0,0,1,1,1,1,0,0)",87,4,"(1,0,0,0,1,1,0,1)"
14,2,"(1,0,0,0,1,0,0,0)",51,4,"(1,1,1,0,0,0,1,0)",88,4,"(0,1,0,0,1,1,0,1)"
15,2,"(0,1,0,0,1,0,0,0)",52,4,"(1,1,0,1,0,0,1,0)",89,4,"(0,0,1,0,1,1,0,1)"
16,2,"(0,0,1,0,1,0,0,0)",53,4,"(1,0,1,1,0,0,1,0)",90,4,"(0,0,0,1,1,1,0,1)"
17,2,"(0,0,0,1,1,0,0,0)",54,4,"(0,1,1,1,0,0,1,0)",91,4,"(1,1,0,0,0,0,1,1)"
18,2,"(1,0,0,0,0,1,0,0)",55,4,"(1,1,0,0,1,0,1,0)",92,4,"(1,0,1,0,0,0,1,1)"
19,2,"(0,1,0,0,0,1,0,0)",56,4,"(1,0,1,0,1,0,1,0)",93,4,"(0,1,1,0,0,0,1,1)"
20,2,"(0,0,1,0,0,1,0,0)",57,4,"(0,1,1,0,1,0,1,0)",94,4,"(1,0,0,1,0,0,1,1)"
21,2,"(0,0,0,1,0,1,0,0)",58,4,"(1,0,0,1,1,0,1,0)",95,4,"(0,1,0,1,0,0,1,1)"
22,2,"(0,0,0,0,1,1,0,0)",59,4,"(0,1,0,1,1,0,1,0)",96,4,"(0,0,1,1,0,0,1,1)"
23,2,"(1,0,0,0,0,0,1,0)",60,4,"(0,0,1,1,1,0,1,0)",97,4,"(1,0,0,0,1,0,1,1)"
24,2,"(0,1,0,0,0,0,1,0)",61,4,"(1,1,0,0,0,1,1,0)",98,4,"(0,1,0,0,1,0,1,1)"
25,2,"(0,0,1,0,0,0,1,0)",62,4,"(1,0,1,0,0,1,1,0)",99,4,"(0,0,1,0,1,0,1,1)"
26,2,"(0,0,0,1,0,0,1,0)",63,4,"(0,1,1,0,0,1,1,0)",100,4,"(0,0,0,1,1,0,1,1)"
27,2,"(0,0,0,0,1,0,1,0)",64,4,"(1,0,0,1,0,1,1,0)",101,4,"(1,0,0,0,0,1,1,1)"
28,2,"(0,0,0,0,0,1,1,0)",65,4,"(0,1,0,1,0,1,1,0)",102,4,"(0,1,0,0,0,1,1,1)"
29,2,"(1,0,0,0,0,0,0,1)",66,4,"(0,0,1,1,0,1,1,0)",103,4,"(0,0,1,0,0,1,1,1)"
30,2,"(0,1,0,0,0,0,0,1)",67,4,"(1,0,0,0,1,1,1,0)",104,4,"(0,0,0,1,0,1,1,1)"
31,2,"(0,0,1,0,0,0,0,1)",68,4,"(0,1,0,0,1,1,1,0)",105,4,"(0,0,0,0,1,1,1,1)"
32,2,"(0,0,0,1,0,0,0,1)",69,4,"(0,0,1,0,1,1,1,0)",106,8,"(1,1,1,1,1,1,1,1)"
33,2,"(0,0,0,0,1,0,0,1)",70,4,"(0,0,0,1,1,1,1,0)",107-127,reserved,reserved
34,2,"(0,0,0,0,0,1,0,1)",71,4,"(1,1,1,0,0,0,0,1)",,,
35,2,"(0,0,0,0,0,0,1,1)",72,4,"(1,1,0,1,0,0,0,1)",,,
36,4,"(1,1,1,1,0,0,0,0)",73,4,"(1,0,1,1,0,0,0,1)",,,
