Parameter,,Unit,Test 1
Communication resource pool configuration,,,As specified in Table A.9-2(Configuration #2-V2X)
at antenna port,,dBm/15kHz,-98
Active cell(s),,,None
Active Sidelink UE(s),,,"Sidelink UE 1, Sidelink UE 2"
Sidelink UE 1,Sidelink Transmissions,,PSCCH + PSSCH
,PSCCH RB allocation,,"PRB pairs {5, 6}"
,PSSCH RMC,,As specified in Table 14.4-2
,PSSCH RB allocation,,"PRB pairs {7, 8, 9}"
,Time offset (Note 1),s,0
,Frequency offset (Note 2),Hz,0
,Propagation Channel,,AWGN
,Antenna configuration,,1x2
Sidelink UE 2,Sidelink Transmissions,,PSCCH + PSSCH
,PSCCH RB allocation,,"PRB pairs {20, 21}"
,PSSCH RMC,,As specified in Table 14.4-2
,PSSCH RB allocation,,"PRB pairs {22, 23, 24}"
,Time offset (Note 1),s,0
,Frequency offset (Note 2),Hz,0
,Propagation Channel,,AWGN
,Antenna configuration,,1x2
Note 1:Time offset of Sidelink UE receive signal with respect to GNSS reference timing.Note 2:Frequency offset of Sidelink UE with respect to GNSS reference frequency.,,,
