Parameter,,Unit,Values
Downlink power allocation,,dB,0
,,dB,0  (Note 1)
,,dB,-3
Cell-specific reference signals,,,Antenna ports 0 and 1
Cell ID,,,0
CSI reference signals,,,"Antenna ports 15,16"
Beamforming model,,,Annex B.4.2
CSI-RS periodicity and subframe offset TCSI-RS / ∆CSI-RS,FDD CC,Subframes,5 / 2
,TDD CC,,5 / 4
CSI reference signal configuration,,,8
Zero-power CSI-RS configuration ICSI-RS / ZeroPowerCSI-RS bitmap,FDD CC,Subframes / bitmap,3 / 0010000000000000
,TDD CC,,4 / 0010000000000000
at antenna port,,dBm/15kHz,-98
,FDD CC,,Reference Value in Table 8.13.3.2.2-2
,TDD CC,,Reference Value in Table 8.13.3.2.2-3
Symbols for unused PRBs,,,OCNG (Note 2)
Number of allocated resource blocks (Note 2),,PRB,50
Simultaneous transmission,,,No
PDSCH transmission mode,,,9
"Note 1:Note 2:These physical resource blocks are assigned to an arbitrary number of virtual UEs with one PDSCH per virtual UE; the data transmitted over the OCNG PDSCHs shall be uncorrelated pseudo random data, which is QPSK modulated.Note 3:ACK/NACK bits are transmitted using PUSCH with PUCCH format 3.",,,
