Parameter,,Unit,Test 1,
,,,Cell 1,Cell 2
Downlink power allocation,,dB,0,0
,,dB,0 (Note 1),0
,,dB,-3,-3
,PDSCH_RA,dB,4,NA
,PDSCH_RB,dB,4,NA
Cell-specific reference signals,,,Antenna ports 0 and 1,Antenna ports 0 and 1
Cell ID,,,0,126
CSI reference signals,,,"Antenna ports 15,16",NA
Beamforming model,,,Annex B.4.2,NA
CSI-RS periodicity and subframe offset          TCSI-RS / ∆CSI-RS,,Subframes,5 / 2,NA
CSI reference signal configuration,,,8,NA
Zero-power CSI-RS configurationICSI-RS /       ZeroPowerCSI-RS bitmap,,Subframes / bitmap,3 /0010000000000000,NA
at antenna port,,dBm/15kHz,-98,-98
,,,Reference Value in Table 8.3.1.2-2,7.25dB
Symbols for unused PRBs,,,OCNG (Note 2),NA
Number of allocated resource blocks (Note 2),,PRB,50,NA
Simultaneous transmission,,,No,NA
PDSCH transmission mode,,,9,Blanked
"Note 1:Note 2:These physical resource blocks are assigned to an arbitrary number of virtual UEs with one PDSCH per virtual UE; the data transmitted over the OCNG PDSCHs shall be uncorrelated pseudo random data, which is QPSK modulated.",,,,
