Parameter,,Unit,Test 1,,,Test 2,
,,,Cell 1,Cell 2,,Cell 1,Cell 2
Bandwidth,,MHz,10,,,10,
PDSCH transmission mode,,,3,Note 10,,3,Note 10
Downlink power allocation,,dB,-3,,,-3,
,,dB,-3,,,-3,
,,dB,0,,,0,
Propagation condition and antenna configuration,,,2 x 2 EPA5,,,2 x 2 EPA5,
CodeBookSubsetRestriction bitmap,,,01 for fixed RI = 110 for fixed RI = 211 for UE reported RI,N/A,,01 for fixed RI = 110 for fixed RI = 211 for UE reported RI,N/A
Antenna correlation,,,Low,,,Low,
RI configuration,,,Fixed RI=1 and follow RI,N/A,,Fixed RI=1 and follow RI,N/A
,,dB,0,-12,,20,6
,,dBmW/15kHz,-98 (Note 3),N/A,,-102 (Note 3),N/A
,,,-98 (Note 4),N/A,,-98 (Note 4),N/A
,,,-98 (Note 5),N/A,,-94.8 (Note 5),N/A
,,dB[mW/15kHz],-98,-110,,-78,-92
Subframe Configuration,,,Non-MBSFN,Non-MBSFN,,Non-MBSFN,Non-MBSFN
Cell Id,,,0,1,,0,1
Time Offset between Cells,,s,2.5 (synchronous cells),,,2.5 (synchronous cells),
ABS Pattern (Note 6),,,N/A,1000000010000000100000001000000010000000,,N/A,1000000010000000100000001000000010000000
RLM/RRM Measurement Subframe Pattern (Note 7),,,1000000010000000100000001000000010000000,N/A,,1000000010000000100000001000000010000000,N/A
CSI Subframe Sets (Note 8),"CCSI,0",,1000000010000000100000001000000010000000,N/A,,1000000010000000100000001000000010000000,N/A
,"CCSI,1",,0111111101111111011111110111111101111111,,,0111111101111111011111110111111101111111,
Number of control OFDM Symbols,,,3,3,,3,3
Maximum number of HARQ transmissions,,,1,,,1,
Reporting mode,,,PUCCH 1-0,,,PUCCH 1-0,
Physical channel for CQI reporting,,,PUCCH Format 2,,,PUCCH Format 2,
PUCCH Report Type for CQI,,,4,,,4,
Physical channel for RI reporting,,,PUCCH Format 2,,,PUCCH Format 2,
PUCCH Report Type for RI,,,3,,,3,
Reporting periodicity,,ms,Npd= 10,,,Npd= 10,
cqi-pmi-ConfigurationIndex,,,11,,,11,
ri-ConfigurationInd,,,5,,,5,
cqi-pmi-ConfigurationIndex2,,,10,,,10,
ri-ConfigurationInd2,,,2,,,2,
Cyclic prefix,,,Normal,,Normal,Normal,Normal
"Note 1:If the UE reports in an available uplink reporting instance at subframe SF#n based on CQI estimation at a downlink subframe not later than SF#(n-4), this reported wideband CQI cannot be applied at the eNB downlink before SF#(n+4).Note 2:Reference measurement channel in Cell 1 RC.2 FDD according to Table A.4-1 with one sided dynamic OCNG Pattern OP.1 FDD as described in Annex A.5.1.1.Note 3:This noise is applied in OFDM symbols #1, #2, #3, #5, #6, #8, #9, #10,#12, #13 of a subframe overlapping with the aggressor ABS.Note 4:This noise is applied in OFDM symbols #0, #4, #7, #11 of a subframe overlapping with the aggressor ABS.Note 5:This noise is applied in all OFDM symbols of a subframe overlapping with aggressor non-ABSNote 6:ABS pattern as defined in [9].Note 7:Time-domain measurement resource restriction pattern for PCell measurements as defined in [7].Note 8:As configured according to the time-domain measurement resource restriction pattern for CSI measurements defined in [7].Note 9:Cell 1 is the serving cell. Cell 2 is the aggressor cell. The number of the CRS ports in Cell 1 and Cell 2 is the same.Note 10:Downlink physical channel setup in Cell 2 in accordance with Annex C.3.3 applying OCNG pattern as defined in Annex A.5.1.5.",,,,,,,
