Accuracy,Conditions,,,,
,TRS Ês/Iot,Minimum TRS bandwidth,TRS SCS,IoNote 3 range,
,,,,MinimumIoNote 1,MaximumIo
TcNote 4,dB,PRB,kHz,dBm / SCSTRS,dBm/BWChannel
[29++ℇ],-3,≥[24],60,"Same value as PRP in Table B.2.14-2, according to UE Power class, operating band and angle of arrival",-50
[14++ℇ],,≥[64],,NOTE 5,NOTE 5
[7++ℇ],,≥[132],,NOTE 5,NOTE 5
[15++ℇ],,≥[32],120,"Same value as PRP in Table B.2.14-2, according to UE Power class, operating band and angle of arrival",-50
[7++ℇ],,≥[64],,NOTE 5,NOTE 5
[4++ℇ],,≥[128],,NOTE 5,NOTE 5
NOTE 1:This minimum Io condition is expressed as the average Io per RE over all REs in an OFDM symbol.NOTE 2:NR operating band groups are as defined in clause 3.5.NOTE 3:The Io is defined in TRS slots. The same Io range applies to TRS and non-TRS symbols. Io levels are different in TRS and non-TRS symbols within the same slot.NOTE 4:Tc is the basic timing unit defined in TS 38.211 [6].NOTE 5:The same bands and the same Io conditions for each band apply for this requirement as for the corresponding requirement with the TRS bandwidth of the smallest PRB number for the corresponding SCS.NOTE 6:  is the margin determined from Table 10.1.39.3-4.NOTE 7: ℇ is the margin for reporting quantization error and ℇ=16 Tc.,,,,,
