Accuracy,Conditions,,,,,
,PRS Ês/Iot,Minimum PRS bandwidth,PRS SCS,PRS resource repetitionNote 3(TrepPRS*LPRS/KcombPRS,IoNote 4 range,
,,,,,MinimumIoNote 1,MaximumIo
TcNote 5,dB,PRB,kHz,,dBm / SCSPRS,dBm/BWChannel
± [22++ℇ],-3,≥[24],60,≥[1],"Same value as PRP in Table B.2.14-2, according to UE Power class, operating band and angle of arrival",-50
± [15++ℇ],,≥[64],,≥[1],NOTE 6,NOTE 6
± [7++ℇ],,≥[132],,≥[1],NOTE 6,NOTE 6
± [12++ℇ],,≥[32],120,≥[1],"Same value as PRP in Table B.2.14-2, according to UE Power class, operating band and angle of arrival",-50
± [7++ℇ],,≥[64],,≥[1],NOTE 6,NOTE 6
± [4++ℇ],,≥[128],,≥[1],NOTE 6,NOTE 6
"NOTE 1:This minimum Io condition is expressed as the average Io per RE over all REs in an OFDM symbol.NOTE 2:NR operating band groups are as defined in clause 3.5.NOTE 3: are configured by higher layer parameter dl-PRS-ResourceRepetitionFactor, dl-PRS-NumSymbols and  dl-PRS-CombSizeN defined in TS 37.355 [34].NOTE 4:The Io is defined in PRS slots. The same Io range applies to PRS and non-PRS symbols. Io levels are different in PRS and non-PRS symbols within the same slot.NOTE 5:Tc is the basic timing unit defined in TS 38.211 [6].NOTE 6:The same bands and the same Io conditions for each band apply for this requirement as for the corresponding requirement with the PRS bandwidth of the smallest PRB number for the corresponding SCS.NOTE 7:  is the margin determined from Table 10.1.39.2-4.NOTE 8: ℇ is the margin for reporting quantitization error and ℇ=16 Tc.TrepPRS, LPRS ,KcombPRS",,,,,,
